CustomerID,Gaming,Fitness,Home_Office,Kitchen,Luxury,Outdoor,DIY,Pet_Care,Books,Tech_Gadgets,Total_Spent,Frequency,Recency,Cluster,Persona
5345,0,1,1,0,0,1,0,1,8,1,147,1,93,2,Casual Reader
5346,0,1,1,1,10,0,0,0,1,4,5816,3,15,1,Luxury Shopper
5347,14,0,0,0,0,0,0,0,0,6,2667,18,8,4,Elite Gamer
5348,0,0,1,1,0,0,1,0,9,0,438,3,95,2,Casual Reader
5349,0,0,6,6,1,1,9,1,1,0,1550,11,17,0,Home Decorator
5350,1,1,0,0,11,1,1,0,0,5,5634,2,43,1,Luxury Shopper
5351,0,1,5,8,1,0,7,1,1,0,1945,4,39,0,Home Decorator
5352,0,1,0,1,11,0,1,0,1,5,5249,2,51,1,Luxury Shopper
5353,1,0,5,8,1,0,8,0,0,1,1382,11,37,0,Home Decorator
5354,1,7,1,0,0,8,0,1,1,1,1256,10,18,3,Wellness Enthusiast
5355,12,0,0,0,1,1,1,1,0,7,2454,11,1,4,Elite Gamer
5356,1,1,3,10,0,1,9,1,0,1,1038,5,15,0,Home Decorator
5357,0,0,1,0,1,1,0,1,6,0,455,3,51,2,Casual Reader
5358,14,0,0,1,1,0,0,1,1,7,3887,21,1,4,Elite Gamer
5359,0,0,4,9,1,0,7,1,0,0,1701,11,33,0,Home Decorator
5360,1,8,0,0,0,4,0,1,1,1,681,10,15,3,Wellness Enthusiast
5361,0,0,0,0,10,0,1,0,0,4,11396,1,49,1,Luxury Shopper
5362,7,0,0,1,0,1,0,1,1,8,1665,23,8,4,Elite Gamer
5363,1,1,1,0,0,1,0,1,8,0,440,1,39,2,Casual Reader
5364,1,6,0,0,0,7,1,1,0,0,547,7,11,3,Wellness Enthusiast
5365,1,1,0,1,19,0,0,0,0,3,10232,2,34,1,Luxury Shopper
5366,1,0,1,0,15,1,0,0,1,4,14290,1,58,1,Luxury Shopper
5367,0,0,3,11,0,1,7,1,0,0,2478,10,21,0,Home Decorator
5368,5,0,0,0,1,1,1,1,1,9,4630,20,8,4,Elite Gamer
5369,1,1,0,1,12,1,1,0,0,2,7789,2,50,1,Luxury Shopper
5370,14,1,1,1,0,1,1,1,0,8,2139,29,4,4,Elite Gamer
5371,1,8,0,0,1,8,0,0,1,1,714,12,19,3,Wellness Enthusiast
5372,9,1,0,1,0,0,0,0,0,8,3913,29,7,4,Elite Gamer
5373,1,0,6,6,1,1,5,0,1,0,1369,4,36,0,Home Decorator
5374,1,1,6,10,1,0,4,1,0,0,855,9,17,0,Home Decorator
5375,1,9,0,1,1,8,1,0,1,0,512,8,9,3,Wellness Enthusiast
5376,10,0,1,1,1,0,1,0,1,4,1530,20,5,4,Elite Gamer
5377,1,1,3,11,1,0,4,1,1,1,2070,11,32,0,Home Decorator
5378,12,1,0,1,0,0,1,1,0,3,2922,19,7,4,Elite Gamer
5379,0,1,0,1,16,1,0,0,1,4,8915,2,33,1,Luxury Shopper
5380,0,0,1,1,1,0,0,1,9,0,496,1,35,2,Casual Reader
5381,0,1,5,5,0,1,8,1,0,1,1285,8,33,0,Home Decorator
5382,10,0,1,0,0,1,1,1,1,9,1571,15,3,4,Elite Gamer
5383,1,0,1,0,11,0,0,0,0,2,9820,2,34,1,Luxury Shopper
5384,1,10,0,0,0,4,1,0,1,1,1449,8,5,3,Wellness Enthusiast
5385,0,0,5,7,1,1,5,0,0,1,1580,9,14,0,Home Decorator
5386,0,0,4,11,1,1,8,0,0,1,1037,4,22,0,Home Decorator
5387,1,0,1,0,0,1,0,1,7,0,301,4,82,2,Casual Reader
5388,7,1,0,0,1,0,1,0,0,5,2621,25,9,4,Elite Gamer
5389,1,9,0,1,0,4,1,1,0,1,606,12,14,3,Wellness Enthusiast
5390,0,10,0,0,0,9,1,1,0,0,841,6,10,3,Wellness Enthusiast
5391,5,0,1,1,0,0,0,0,0,7,4686,11,8,4,Elite Gamer
5392,1,0,0,1,14,1,1,1,1,2,12538,2,40,1,Luxury Shopper
5393,1,1,0,1,19,1,0,0,1,3,11226,2,49,1,Luxury Shopper
5394,12,0,1,0,1,1,1,1,0,4,4447,15,9,4,Elite Gamer
5395,1,8,0,1,0,5,0,0,0,1,1419,10,14,3,Wellness Enthusiast
5396,1,1,1,1,18,0,1,0,0,5,5270,3,26,1,Luxury Shopper
5397,1,1,0,1,11,0,1,1,1,4,14903,3,15,1,Luxury Shopper
5398,1,1,7,9,0,0,9,0,1,1,2304,6,15,0,Home Decorator
5399,1,1,1,1,0,1,0,0,5,0,488,2,76,2,Casual Reader
5400,12,1,0,1,0,1,1,0,1,4,3685,29,1,4,Elite Gamer
5401,10,0,1,0,1,0,0,0,0,7,4768,18,2,4,Elite Gamer
5402,1,0,1,0,1,1,1,0,6,0,480,2,87,2,Casual Reader
5403,0,1,3,9,1,0,4,0,0,1,1560,8,19,0,Home Decorator
5404,0,1,1,0,8,1,1,1,0,3,13848,2,31,1,Luxury Shopper
5405,0,10,0,1,1,6,1,0,0,1,768,5,19,3,Wellness Enthusiast
5406,0,7,1,0,1,8,0,0,0,1,1485,8,10,3,Wellness Enthusiast
5407,11,1,1,1,0,0,1,1,0,9,1518,20,3,4,Elite Gamer
5408,5,1,1,0,1,1,1,1,1,9,3910,27,1,4,Elite Gamer
5409,1,0,5,10,1,1,7,1,0,0,1531,6,22,0,Home Decorator
5410,1,6,1,0,0,8,1,1,0,0,1461,12,11,3,Wellness Enthusiast
5411,0,0,1,0,9,1,0,1,1,3,10316,1,43,1,Luxury Shopper
5412,1,10,1,0,0,9,1,1,1,1,1119,8,17,3,Wellness Enthusiast
5413,1,1,1,0,11,1,1,0,0,3,7671,3,17,1,Luxury Shopper
5414,0,0,1,1,13,1,0,0,0,5,12701,1,34,1,Luxury Shopper
5415,0,11,0,0,1,4,0,1,1,0,1029,5,15,3,Wellness Enthusiast
5416,0,1,0,0,16,0,0,1,1,5,7017,1,39,1,Luxury Shopper
5417,1,0,1,1,1,0,0,0,6,1,215,4,39,2,Casual Reader
5418,0,7,0,1,0,7,0,0,1,1,620,14,6,3,Wellness Enthusiast
5419,10,1,0,0,1,0,0,0,1,3,2887,20,4,4,Elite Gamer
5420,1,1,0,0,14,0,0,1,0,3,9670,1,57,1,Luxury Shopper
5421,0,0,1,1,19,1,0,1,1,3,14117,3,30,1,Luxury Shopper
5422,0,11,1,1,0,7,0,0,0,1,1286,14,9,3,Wellness Enthusiast
5423,0,0,1,0,13,0,1,0,1,5,13975,2,19,1,Luxury Shopper
5424,1,0,0,0,11,0,0,1,1,3,5691,3,50,1,Luxury Shopper
5425,8,0,1,1,1,0,0,0,1,4,3373,14,4,4,Elite Gamer
5426,0,0,1,1,1,0,1,1,4,1,205,3,36,2,Casual Reader
5427,9,1,0,1,0,0,0,0,0,4,1686,29,2,4,Elite Gamer
5428,1,0,1,1,1,1,0,0,4,0,494,3,33,2,Casual Reader
5429,0,1,1,0,0,0,0,1,7,0,280,2,31,2,Casual Reader
5430,1,1,0,1,0,1,1,0,6,0,111,3,56,2,Casual Reader
5431,1,0,4,5,1,1,8,1,1,1,1243,10,10,0,Home Decorator
5432,0,1,1,0,0,1,1,0,7,0,341,3,56,2,Casual Reader
5433,1,1,1,0,1,1,1,0,4,1,109,4,77,2,Casual Reader
5434,13,1,0,0,1,1,1,1,0,8,4765,24,5,4,Elite Gamer
5435,0,0,4,10,1,1,5,0,1,1,1131,8,33,0,Home Decorator
5436,0,1,1,1,8,1,0,1,1,2,12697,2,17,1,Luxury Shopper
5437,0,11,1,0,0,9,0,1,0,1,895,5,17,3,Wellness Enthusiast
5438,0,0,1,1,19,1,0,0,1,3,12940,1,41,1,Luxury Shopper
5439,1,1,5,5,0,0,7,0,0,0,1933,8,39,0,Home Decorator
5440,1,0,4,5,0,0,9,0,1,0,1636,11,17,0,Home Decorator
5441,10,1,0,1,0,0,0,1,1,4,4075,12,4,4,Elite Gamer
5442,0,0,5,10,0,0,8,1,0,1,2496,5,37,0,Home Decorator
5443,10,1,1,1,0,1,0,0,1,5,4673,22,9,4,Elite Gamer
5444,1,7,0,0,1,5,0,1,1,1,1251,7,14,3,Wellness Enthusiast
5445,0,11,0,1,1,6,1,0,0,1,1165,14,15,3,Wellness Enthusiast
5446,1,0,0,1,19,1,1,1,0,2,6466,2,21,1,Luxury Shopper
5447,0,1,0,1,1,1,1,1,8,0,145,1,42,2,Casual Reader
5448,1,1,0,1,1,1,0,1,9,0,221,3,83,2,Casual Reader
5449,0,0,3,9,0,0,6,1,0,1,1987,5,39,0,Home Decorator
5450,0,1,4,5,1,0,6,0,1,1,1306,7,31,0,Home Decorator
5451,1,1,0,0,1,0,1,0,4,0,429,2,86,2,Casual Reader
5452,0,1,1,0,1,0,0,1,5,1,103,1,33,2,Casual Reader
5453,1,10,0,0,1,6,0,0,0,1,791,6,8,3,Wellness Enthusiast
5454,8,1,1,0,1,1,1,0,1,7,3052,16,7,4,Elite Gamer
5455,1,1,7,6,1,1,8,1,1,1,1056,9,35,0,Home Decorator
5456,9,1,1,1,1,0,0,1,0,8,3580,19,5,4,Elite Gamer
5457,1,0,0,0,1,0,1,0,6,0,289,1,44,2,Casual Reader
5458,0,0,1,1,1,0,0,0,9,1,285,1,88,2,Casual Reader
5459,6,1,0,1,1,0,1,0,1,6,1882,15,9,4,Elite Gamer
5460,0,0,3,7,0,1,4,1,1,1,1753,8,14,0,Home Decorator
5461,1,0,1,0,1,0,0,1,8,0,222,3,32,2,Casual Reader
5462,7,0,0,0,1,1,0,1,0,5,2403,17,7,4,Elite Gamer
5463,7,1,0,0,0,0,1,0,1,3,3881,22,5,4,Elite Gamer
5464,5,0,1,1,0,1,1,0,0,4,3014,25,8,4,Elite Gamer
5465,0,6,1,0,0,7,1,1,1,1,1388,11,15,3,Wellness Enthusiast
5466,0,0,0,1,1,0,0,1,6,1,418,1,80,2,Casual Reader
5467,1,6,0,1,1,5,1,0,1,1,822,14,12,3,Wellness Enthusiast
5468,1,1,4,6,0,0,5,0,1,1,1612,4,24,0,Home Decorator
5469,0,0,1,0,12,0,0,0,0,3,11893,2,59,1,Luxury Shopper
5470,0,7,0,0,0,7,0,1,1,0,938,5,7,3,Wellness Enthusiast
5471,1,0,6,10,0,1,8,1,0,0,1109,8,25,0,Home Decorator
5472,0,1,0,1,1,1,0,0,5,0,331,1,54,2,Casual Reader
5473,1,0,4,9,0,0,6,0,1,1,2286,3,30,0,Home Decorator
5474,0,0,6,6,1,1,5,0,1,0,1146,8,36,0,Home Decorator
5475,0,0,0,0,1,1,1,0,7,0,200,2,46,2,Casual Reader
5476,1,0,1,1,0,1,0,0,9,1,174,2,95,2,Casual Reader
5477,0,0,0,0,15,0,1,1,0,2,6058,2,15,1,Luxury Shopper
5478,7,0,1,1,0,1,0,1,1,9,2222,25,6,4,Elite Gamer
5479,0,1,0,0,9,1,1,1,0,2,13236,2,35,1,Luxury Shopper
5480,1,0,6,8,0,0,5,1,1,0,1399,6,38,0,Home Decorator
5481,0,1,0,1,10,0,0,1,1,2,12987,1,19,1,Luxury Shopper
5482,1,0,5,11,0,1,4,0,1,0,2319,11,39,0,Home Decorator
5483,0,7,0,1,0,7,1,0,1,0,572,8,11,3,Wellness Enthusiast
5484,1,11,0,0,1,5,0,0,0,0,678,9,11,3,Wellness Enthusiast
5485,14,1,1,1,0,0,0,1,0,9,2231,19,7,4,Elite Gamer
5486,1,0,5,7,1,1,7,0,0,1,1693,10,18,0,Home Decorator
5487,0,11,0,0,0,6,0,0,1,1,804,13,19,3,Wellness Enthusiast
5488,0,10,1,1,1,8,0,1,0,0,506,14,6,3,Wellness Enthusiast
5489,1,11,1,0,1,6,1,0,0,0,1037,7,18,3,Wellness Enthusiast
5490,0,11,1,0,1,6,1,1,0,1,827,7,8,3,Wellness Enthusiast
5491,1,11,0,0,0,7,0,0,1,1,534,7,10,3,Wellness Enthusiast
5492,0,8,0,0,1,6,0,1,0,0,797,9,5,3,Wellness Enthusiast
5493,7,0,0,0,0,0,0,1,0,6,3210,12,4,4,Elite Gamer
5494,1,0,4,6,0,0,5,1,1,0,2158,8,36,0,Home Decorator
5495,1,0,1,0,0,1,0,0,8,1,355,2,42,2,Casual Reader
5496,1,0,1,1,14,0,1,1,1,4,8775,1,39,1,Luxury Shopper
5497,8,0,1,1,0,0,1,0,1,7,2256,12,5,4,Elite Gamer
5498,1,1,0,0,12,1,1,0,1,4,6505,2,20,1,Luxury Shopper
5499,0,6,0,1,1,8,0,0,0,1,925,13,6,3,Wellness Enthusiast
5500,5,1,1,1,1,1,0,0,1,4,3874,10,1,4,Elite Gamer
5501,1,1,0,1,0,0,0,1,5,1,204,3,89,2,Casual Reader
5502,1,1,0,1,9,1,1,0,0,3,8020,1,51,1,Luxury Shopper
5503,0,1,0,0,1,0,1,0,5,1,413,4,96,2,Casual Reader
5504,1,1,0,1,8,1,1,0,1,5,7410,1,35,1,Luxury Shopper
5505,0,0,3,8,1,0,6,0,1,1,1040,3,33,0,Home Decorator
5506,0,0,5,9,0,0,9,0,1,1,2035,5,18,0,Home Decorator
5507,0,0,5,11,1,0,4,0,1,1,2391,9,28,0,Home Decorator
5508,1,6,1,0,0,6,0,0,1,0,1396,9,9,3,Wellness Enthusiast
5509,5,0,1,1,1,1,1,0,1,3,2034,16,5,4,Elite Gamer
5510,0,8,1,0,1,5,1,1,0,1,509,6,17,3,Wellness Enthusiast
5511,1,1,5,6,0,1,9,1,0,0,1701,3,32,0,Home Decorator
5512,0,0,0,1,14,1,0,0,1,5,10338,1,19,1,Luxury Shopper
5513,14,1,0,1,0,1,0,1,1,5,3626,12,7,4,Elite Gamer
5514,0,0,0,0,0,0,1,1,6,1,490,1,30,2,Casual Reader
5515,1,1,6,9,1,0,9,1,1,1,2032,3,19,0,Home Decorator
5516,0,1,0,1,18,1,1,0,1,5,10840,2,16,1,Luxury Shopper
5517,1,7,0,0,0,4,1,1,1,0,1214,14,13,3,Wellness Enthusiast
5518,0,0,1,0,0,1,1,1,4,0,315,1,86,2,Casual Reader
5519,12,1,1,1,0,1,0,0,0,4,3238,27,7,4,Elite Gamer
5520,1,6,0,1,1,4,1,0,0,1,513,5,17,3,Wellness Enthusiast
5521,1,8,1,1,1,7,0,1,0,0,1496,11,7,3,Wellness Enthusiast
5522,7,0,1,1,1,1,0,1,1,4,3516,19,3,4,Elite Gamer
5523,0,1,6,7,0,0,7,0,0,1,2453,9,23,0,Home Decorator
5524,1,1,0,1,1,0,0,0,5,1,299,1,35,2,Casual Reader
5525,1,0,0,1,0,1,1,1,5,0,220,1,92,2,Casual Reader
5526,14,0,1,0,1,1,1,1,0,6,3452,22,8,4,Elite Gamer
5527,1,1,0,1,1,1,1,1,8,0,378,1,77,2,Casual Reader
5528,1,1,5,8,0,0,9,1,1,1,1473,8,22,0,Home Decorator
5529,1,1,1,1,14,1,1,0,0,5,12727,3,20,1,Luxury Shopper
5530,0,8,0,1,0,5,0,0,0,1,1080,11,9,3,Wellness Enthusiast
5531,0,0,4,7,0,1,9,1,0,0,1271,5,32,0,Home Decorator
5532,1,1,1,1,17,0,1,1,0,2,14154,2,45,1,Luxury Shopper
5533,1,0,7,8,0,1,5,0,1,0,818,4,21,0,Home Decorator
5534,1,1,1,0,0,0,0,0,4,1,101,4,40,2,Casual Reader
5535,10,1,0,1,1,1,1,0,1,4,4528,21,2,4,Elite Gamer
5536,10,1,0,0,0,0,1,1,1,6,3365,15,1,4,Elite Gamer
5537,1,1,0,1,1,1,0,1,4,0,481,3,62,2,Casual Reader
5538,1,1,6,10,1,1,4,1,0,1,1343,11,20,0,Home Decorator
5539,0,1,1,1,0,0,0,1,4,1,312,2,47,2,Casual Reader
5540,12,1,1,0,0,1,0,1,1,7,3065,21,5,4,Elite Gamer
5541,12,0,0,1,1,1,1,0,0,3,4613,28,2,4,Elite Gamer
5542,0,1,4,9,1,1,4,1,1,1,856,7,35,0,Home Decorator
5543,0,0,5,8,1,1,5,1,1,0,1931,4,22,0,Home Decorator
5544,1,1,0,0,14,1,1,1,1,5,13445,1,46,1,Luxury Shopper
5545,14,0,0,1,1,0,0,0,1,9,3298,17,3,4,Elite Gamer
5546,1,10,0,1,0,8,0,1,1,0,1352,5,15,3,Wellness Enthusiast
5547,0,0,0,1,12,0,0,1,1,3,13075,2,51,1,Luxury Shopper
5548,0,8,0,1,0,8,1,1,1,1,981,6,17,3,Wellness Enthusiast
5549,0,1,7,11,0,1,4,1,0,0,1567,5,19,0,Home Decorator
5550,10,1,0,0,0,0,1,0,1,6,4410,27,8,4,Elite Gamer
5551,0,8,1,1,0,6,0,0,0,1,1009,13,11,3,Wellness Enthusiast
5552,1,9,0,0,0,7,1,0,1,1,568,6,14,3,Wellness Enthusiast
5553,1,11,0,1,0,5,1,0,1,1,1060,10,11,3,Wellness Enthusiast
5554,0,0,5,11,0,0,9,0,1,1,2433,9,33,0,Home Decorator
5555,1,1,6,10,0,0,7,1,1,1,1506,8,26,0,Home Decorator
5556,14,1,0,1,0,1,0,0,1,9,4817,29,7,4,Elite Gamer
5557,0,0,0,0,9,0,0,0,1,3,9157,3,59,1,Luxury Shopper
5558,0,7,0,1,0,4,1,0,0,1,1472,11,9,3,Wellness Enthusiast
5559,1,1,7,5,1,0,9,1,0,1,1853,7,26,0,Home Decorator
5560,7,1,0,1,0,1,0,1,1,6,4877,10,8,4,Elite Gamer
5561,0,0,0,1,8,1,1,0,1,4,9025,3,35,1,Luxury Shopper
5562,1,1,1,0,12,1,1,1,0,5,6812,2,20,1,Luxury Shopper
5563,0,1,0,0,15,0,1,0,0,4,14368,3,59,1,Luxury Shopper
5564,0,1,5,11,0,1,9,1,0,1,1172,3,32,0,Home Decorator
5565,0,1,0,0,1,0,1,0,6,1,375,1,46,2,Casual Reader
5566,10,0,1,1,0,0,0,0,1,5,2604,16,4,4,Elite Gamer
5567,8,1,0,0,1,1,1,1,0,5,3187,23,5,4,Elite Gamer
5568,0,0,6,5,0,1,4,0,0,0,2088,10,37,0,Home Decorator
5569,1,0,0,0,1,1,0,0,4,0,109,3,88,2,Casual Reader
5570,11,1,1,1,1,1,1,0,1,3,2488,27,8,4,Elite Gamer
5571,1,1,5,7,1,1,4,0,0,0,1346,4,14,0,Home Decorator
5572,1,1,6,10,1,0,9,1,1,0,1692,8,32,0,Home Decorator
5573,6,0,0,0,0,0,1,1,0,4,2881,21,7,4,Elite Gamer
5574,1,0,6,11,1,0,6,0,1,0,1302,9,32,0,Home Decorator
5575,10,1,0,1,0,1,1,1,0,4,4928,27,3,4,Elite Gamer
5576,1,1,0,0,15,1,0,1,0,3,8209,3,38,1,Luxury Shopper
5577,1,11,0,1,1,7,0,0,0,0,651,7,7,3,Wellness Enthusiast
5578,0,1,7,9,0,0,7,1,0,1,1466,8,26,0,Home Decorator
5579,14,0,0,0,1,0,0,1,1,8,2890,20,7,4,Elite Gamer
5580,1,1,1,1,16,1,0,0,0,2,13684,1,24,1,Luxury Shopper
5581,11,1,1,1,0,0,0,1,0,7,3731,19,4,4,Elite Gamer
5582,1,0,4,8,0,0,4,1,0,0,1263,11,21,0,Home Decorator
5583,6,0,0,1,0,0,0,1,1,8,3375,24,1,4,Elite Gamer
5584,0,0,1,0,13,1,0,0,0,3,12645,3,45,1,Luxury Shopper
5585,0,11,0,1,1,6,0,0,1,1,1109,6,18,3,Wellness Enthusiast
5586,1,0,0,0,1,0,0,0,8,1,446,2,87,2,Casual Reader
5587,1,1,0,1,0,0,0,1,7,0,325,1,44,2,Casual Reader
5588,1,0,5,11,1,0,7,0,1,0,1815,6,20,0,Home Decorator
5589,8,0,0,0,0,0,0,1,1,5,2634,27,1,4,Elite Gamer
5590,0,0,4,11,0,0,6,1,1,0,1009,7,18,0,Home Decorator
5591,1,1,3,5,1,1,9,1,1,0,1186,7,23,0,Home Decorator
5592,0,0,1,1,18,1,1,1,0,5,14472,1,17,1,Luxury Shopper
5593,0,0,1,1,13,0,0,1,1,3,13186,2,39,1,Luxury Shopper
5594,1,0,0,0,12,1,0,1,0,5,7311,2,45,1,Luxury Shopper
5595,0,1,0,0,1,1,1,0,7,1,183,1,66,2,Casual Reader
5596,9,0,1,0,1,1,1,1,1,3,2596,22,3,4,Elite Gamer
5597,1,6,1,0,0,6,1,0,1,1,557,6,13,3,Wellness Enthusiast
5598,0,0,0,1,1,1,0,1,9,0,224,2,99,2,Casual Reader
5599,1,1,1,0,1,1,1,0,7,0,164,1,30,2,Casual Reader
5600,14,1,0,0,0,1,0,0,1,7,3996,19,3,4,Elite Gamer
5601,1,1,1,1,16,0,0,1,0,3,13014,2,18,1,Luxury Shopper
5602,0,0,5,11,1,1,6,0,1,1,806,3,35,0,Home Decorator
5603,9,0,1,0,0,0,1,1,1,6,3323,22,1,4,Elite Gamer
5604,0,1,7,7,1,0,4,0,1,1,2463,5,31,0,Home Decorator
5605,0,1,3,6,1,1,5,1,1,0,1713,8,11,0,Home Decorator
5606,1,1,0,0,0,0,1,1,7,0,258,3,78,2,Casual Reader
5607,7,1,1,1,0,0,0,1,0,6,3037,28,9,4,Elite Gamer
5608,0,1,1,1,1,0,0,1,6,1,488,1,61,2,Casual Reader
5609,0,0,0,1,16,0,0,1,1,3,14244,1,28,1,Luxury Shopper
5610,1,6,1,0,0,7,1,1,1,0,730,7,7,3,Wellness Enthusiast
5611,1,1,1,0,16,1,1,0,1,2,12141,1,18,1,Luxury Shopper
5612,0,1,3,9,1,1,8,1,0,1,1033,3,39,0,Home Decorator
5613,1,1,5,6,1,0,9,1,0,1,1229,6,34,0,Home Decorator
5614,0,1,0,0,0,0,1,0,7,0,163,3,76,2,Casual Reader
5615,1,0,1,0,18,1,1,1,1,4,12329,1,44,1,Luxury Shopper
5616,9,1,0,0,0,0,1,0,1,8,2310,26,1,4,Elite Gamer
5617,0,0,1,1,1,0,1,1,7,1,377,1,88,2,Casual Reader
5618,0,0,3,7,1,1,7,0,0,0,2098,7,20,0,Home Decorator
5619,1,0,0,0,1,1,1,0,5,0,269,1,68,2,Casual Reader
5620,0,0,0,0,0,0,1,0,7,1,171,1,98,2,Casual Reader
5621,0,1,7,6,1,0,5,0,0,0,1597,9,10,0,Home Decorator
5622,0,0,3,6,0,1,6,1,1,1,1895,3,32,0,Home Decorator
5623,1,11,1,1,1,9,1,0,1,0,1062,11,11,3,Wellness Enthusiast
5624,8,0,0,0,1,0,0,0,0,4,4468,22,2,4,Elite Gamer
5625,1,0,1,0,0,1,1,0,4,0,422,2,34,2,Casual Reader
5626,0,1,1,0,19,0,1,0,0,2,10249,1,59,1,Luxury Shopper
5627,1,0,4,10,0,0,7,1,0,0,1098,3,28,0,Home Decorator
5628,0,11,1,0,0,4,1,0,0,1,803,5,9,3,Wellness Enthusiast
5629,1,1,0,1,0,0,0,0,5,0,478,2,73,2,Casual Reader
5630,0,0,7,8,1,1,5,0,1,0,1192,7,20,0,Home Decorator
5631,7,0,1,1,0,0,0,1,1,6,1530,20,7,4,Elite Gamer
5632,1,9,0,0,1,8,0,0,1,0,840,8,19,3,Wellness Enthusiast
5633,1,1,0,1,10,1,1,1,0,2,5818,1,27,1,Luxury Shopper
5634,1,10,0,0,0,4,1,0,1,1,1186,10,7,3,Wellness Enthusiast
5635,1,0,0,1,1,1,0,1,7,1,115,2,68,2,Casual Reader
5636,1,1,1,1,14,0,1,0,1,5,12135,2,29,1,Luxury Shopper
5637,0,9,1,1,0,5,1,1,0,1,952,11,7,3,Wellness Enthusiast
5638,5,0,0,0,1,0,0,0,0,9,3604,20,1,4,Elite Gamer
5639,0,11,1,0,0,9,1,0,1,0,1300,11,12,3,Wellness Enthusiast
5640,0,1,6,9,0,0,5,1,0,1,1720,6,19,0,Home Decorator
5641,0,8,0,1,1,5,0,1,0,0,515,12,18,3,Wellness Enthusiast
5642,0,8,1,0,1,7,0,1,0,1,1164,6,13,3,Wellness Enthusiast
5643,0,1,0,1,1,0,0,0,9,0,400,2,76,2,Casual Reader
5644,12,0,1,1,1,0,1,0,1,5,2490,19,1,4,Elite Gamer
5645,1,1,4,7,1,0,7,1,0,0,1860,11,37,0,Home Decorator
5646,1,1,3,7,1,0,6,0,1,0,2319,9,13,0,Home Decorator
5647,0,1,0,0,0,0,0,0,6,1,463,2,44,2,Casual Reader
5648,1,1,1,0,0,1,0,0,5,1,222,4,58,2,Casual Reader
5649,7,0,1,1,1,1,1,0,0,7,2434,23,8,4,Elite Gamer
5650,8,0,0,1,0,0,0,1,1,6,2317,22,5,4,Elite Gamer
5651,1,6,0,0,0,6,0,0,1,1,1252,5,15,3,Wellness Enthusiast
5652,11,1,1,0,1,1,1,0,1,7,3372,16,1,4,Elite Gamer
5653,10,0,1,1,0,1,1,0,1,4,2570,24,6,4,Elite Gamer
5654,11,1,1,1,0,0,1,1,1,7,3430,19,3,4,Elite Gamer
5655,1,1,0,1,1,1,1,1,9,1,336,1,33,2,Casual Reader
5656,0,6,0,1,1,8,0,0,0,1,1237,11,19,3,Wellness Enthusiast
5657,0,1,6,6,0,1,5,1,1,1,1935,11,16,0,Home Decorator
5658,0,0,5,8,0,1,6,1,0,1,2294,9,32,0,Home Decorator
5659,1,1,1,0,17,0,1,0,1,2,8110,3,29,1,Luxury Shopper
5660,1,11,0,1,0,4,0,1,0,0,1251,14,7,3,Wellness Enthusiast
5661,0,0,0,1,18,1,1,1,1,4,5378,2,16,1,Luxury Shopper
5662,1,0,0,1,19,1,0,1,0,2,12173,3,54,1,Luxury Shopper
5663,1,0,0,0,8,0,1,1,1,3,12777,1,37,1,Luxury Shopper
5664,0,11,0,1,1,5,0,0,1,1,801,10,15,3,Wellness Enthusiast
5665,0,0,0,0,1,1,1,1,7,0,395,2,46,2,Casual Reader
5666,1,1,1,1,12,0,0,1,0,3,10316,2,20,1,Luxury Shopper
5667,0,0,0,1,0,0,1,1,4,0,332,3,40,2,Casual Reader
5668,0,0,3,6,0,1,9,1,0,0,855,8,13,0,Home Decorator
5669,1,1,0,0,11,0,1,0,0,5,8718,2,43,1,Luxury Shopper
5670,0,1,0,1,14,0,1,0,1,4,14065,2,40,1,Luxury Shopper
5671,0,1,7,5,0,0,5,0,1,1,1214,4,37,0,Home Decorator
5672,0,0,1,0,14,1,1,1,0,5,12903,2,41,1,Luxury Shopper
5673,0,0,5,9,0,1,7,0,1,0,2194,5,24,0,Home Decorator
5674,1,1,6,10,0,0,4,0,1,1,1402,3,23,0,Home Decorator
5675,5,1,1,1,0,1,1,0,1,5,1753,27,4,4,Elite Gamer
5676,1,0,1,1,11,1,1,0,0,3,8883,3,31,1,Luxury Shopper
5677,10,1,1,1,1,0,0,1,0,4,1735,20,4,4,Elite Gamer
5678,14,1,1,0,1,0,1,1,1,6,2609,20,8,4,Elite Gamer
5679,0,1,5,9,1,0,9,0,1,0,1587,5,23,0,Home Decorator
5680,1,1,4,6,1,0,5,0,1,1,912,8,39,0,Home Decorator
5681,1,0,6,5,0,0,7,1,1,1,957,3,36,0,Home Decorator
5682,1,9,1,0,1,5,0,1,0,0,766,10,10,3,Wellness Enthusiast
5683,1,0,1,1,12,0,1,1,1,5,9418,2,33,1,Luxury Shopper
5684,1,1,1,1,8,1,0,0,1,5,14964,2,21,1,Luxury Shopper
5685,0,0,3,11,0,1,5,0,0,0,1404,9,10,0,Home Decorator
5686,1,0,0,1,14,0,1,1,1,4,11121,1,53,1,Luxury Shopper
5687,0,7,1,0,0,4,0,1,1,0,574,6,11,3,Wellness Enthusiast
5688,0,1,0,1,0,0,0,0,7,1,118,3,37,2,Casual Reader
5689,1,0,1,0,14,1,0,1,0,4,5325,3,43,1,Luxury Shopper
5690,11,0,1,1,1,0,0,0,0,3,2676,10,1,4,Elite Gamer
5691,1,1,4,8,0,0,6,0,1,0,1517,3,32,0,Home Decorator
