Date,Store_ID,City,Store_Type,Day_Type,Weather,Promotion,Temperature_C,Marketing_Spend_GBP,Staff_Count,Footfall,Transactions,Units_Sold,Avg_Order_Value_GBP,Revenue_GBP,Operating_Cost_GBP,Profit_GBP,Avg_Wait_Min,Customer_Rating
2025-02-15,BB02,London,Shopping Centre,Weekend,Cloudy,Social Media,5.8,89.26,7,280,125,187,9.27,1127.25,1004.02,123.23,3.0,4.21
2025-02-15,BB03,Manchester,High Street,Weekend,Cloudy,Social Media,5.8,89.14,6,210,89,133,7.74,659.54,759.79,-100.26,2.71,4.21
2025-02-15,BB04,Manchester,Shopping Centre,Weekend,Cloudy,No Promotion,5.8,15.02,7,317,140,204,8.41,1146.9,895.0,251.9,3.21,4.29
2025-02-15,BB05,Birmingham,High Street,Weekend,Cloudy,Social Media,5.8,47.58,6,175,86,128,7.75,676.46,702.15,-25.7,2.75,4.35
2025-02-15,BB06,Birmingham,Shopping Centre,Weekend,Cloudy,No Promotion,5.8,10.64,6,262,107,147,8.35,835.24,734.76,100.48,2.67,4.49
2025-02-15,BB07,Bristol,High Street,Weekend,Cloudy,No Promotion,5.8,15.06,5,182,81,123,7.55,585.58,616.24,-30.66,3.07,4.32
2025-02-15,BB08,Bristol,Shopping Centre,Weekend,Cloudy,Combo Deal,5.8,25.7,8,296,137,232,8.34,1127.07,938.47,188.6,2.35,4.39
2025-02-16,BB01,London,High Street,Weekend,Cloudy,Local Flyer,8.8,57.49,7,245,115,168,7.91,926.07,910.13,15.94,3.11,4.36
2025-02-16,BB02,London,Shopping Centre,Weekend,Cloudy,Combo Deal,8.8,59.66,9,399,179,298,7.95,1447.25,1194.39,252.87,3.29,4.45
2025-02-16,BB03,Manchester,High Street,Weekend,Cloudy,No Promotion,8.8,7.82,6,220,103,154,7.47,775.29,717.41,57.88,3.38,4.39
2025-02-16,BB04,Manchester,Shopping Centre,Weekend,Cloudy,No Promotion,8.8,3.58,7,243,102,147,7.27,730.51,757.03,-26.52,2.32,4.41
2025-02-16,BB05,Birmingham,High Street,Weekend,Cloudy,Local Flyer,8.8,69.59,5,203,73,107,7.54,547.41,641.75,-94.34,3.09,4.45
2025-02-16,BB06,Birmingham,Shopping Centre,Weekend,Cloudy,No Promotion,8.8,15.96,7,261,105,168,7.7,845.64,765.41,80.23,1.66,4.51
2025-02-16,BB07,Bristol,High Street,Weekend,Cloudy,No Promotion,8.8,13.14,5,169,59,83,7.6,446.69,534.74,-88.05,2.56,4.34
2025-02-16,BB08,Bristol,Shopping Centre,Weekend,Cloudy,No Promotion,8.8,9.56,5,249,101,145,8.31,832.75,687.99,144.77,3.28,4.31
2025-02-17,BB01,London,High Street,Weekday,Cloudy,No Promotion,9.7,12.66,5,205,91,127,8.03,709.98,678.45,31.53,3.05,4.29
2025-02-17,BB02,London,Shopping Centre,Weekday,Cloudy,Combo Deal,9.7,44.17,8,340,150,224,9.01,1374.24,1073.02,301.22,2.88,4.52
2025-02-17,BB03,Manchester,High Street,Weekday,Cloudy,Combo Deal,9.7,52.86,7,247,123,207,7.21,945.92,877.51,68.41,3.06,4.01
2025-02-17,BB04,Manchester,Shopping Centre,Weekday,Cloudy,Social Media,9.7,59.69,6,235,107,149,8.41,907.48,838.26,69.22,2.95,4.42
2025-02-17,BB05,Birmingham,High Street,Weekday,Cloudy,Social Media,9.7,65.46,7,240,104,150,7.55,769.85,861.7,-91.85,3.03,4.19
2025-02-17,BB06,Birmingham,Shopping Centre,Weekday,Cloudy,No Promotion,9.7,4.97,5,182,73,121,7.23,525.04,568.39,-43.35,2.97,4.21
2025-02-17,BB07,Bristol,High Street,Weekday,Cloudy,No Promotion,9.7,15.69,6,165,69,96,6.76,447.97,624.03,-176.06,2.16,4.38
2025-02-17,BB08,Bristol,Shopping Centre,Weekday,Cloudy,Combo Deal,9.7,46.79,6,227,97,165,8.09,828.36,769.66,58.69,2.54,4.64
2025-02-18,BB01,London,High Street,Weekday,Sunny,No Promotion,9.2,0.74,7,228,103,156,8.0,812.69,787.86,24.83,2.51,4.33
2025-02-18,BB02,London,Shopping Centre,Weekday,Sunny,No Promotion,9.2,8.99,7,342,158,240,8.49,1334.84,1009.87,324.97,3.08,4.56
2025-02-18,BB03,Manchester,High Street,Weekday,Sunny,No Promotion,9.2,10.17,6,216,81,123,7.64,610.68,673.17,-62.49,2.79,4.19
2025-02-18,BB04,Manchester,Shopping Centre,Weekday,Sunny,Social Media,9.2,60.55,7,269,129,173,8.25,1086.94,893.34,193.6,3.06,4.37
2025-02-18,BB05,Birmingham,High Street,Weekday,Sunny,Local Flyer,9.2,50.33,6,188,83,109,7.91,663.06,751.92,-88.86,2.58,4.2
2025-02-18,BB06,Birmingham,Shopping Centre,Weekday,Sunny,No Promotion,9.2,14.5,7,223,102,153,7.62,733.88,784.02,-50.13,2.8,4.3
2025-02-18,BB07,Bristol,High Street,Weekday,Sunny,No Promotion,9.2,7.37,6,185,69,102,7.56,501.25,632.56,-131.31,3.03,4.33
2025-02-18,BB08,Bristol,Shopping Centre,Weekday,Sunny,No Promotion,9.2,8.34,6,197,90,120,8.04,741.82,707.86,33.96,2.22,4.4
2025-02-19,BB01,London,High Street,Weekday,Sunny,Local Flyer,11.5,61.11,6,300,120,176,8.31,1015.71,888.48,127.22,2.8,4.33
2025-02-19,BB02,London,Shopping Centre,Weekday,Sunny,No Promotion,11.5,15.81,6,237,104,156,7.52,772.09,762.34,9.74,2.84,4.32
2025-02-19,BB03,Manchester,High Street,Weekday,Sunny,Combo Deal,11.5,62.21,7,243,116,185,6.12,689.7,808.85,-119.15,2.86,4.24
2025-02-19,BB04,Manchester,Shopping Centre,Weekday,Sunny,No Promotion,11.5,16.39,6,258,115,155,7.23,826.93,760.98,65.96,2.85,4.4
2025-02-19,BB05,Birmingham,High Street,Weekday,Sunny,No Promotion,11.5,14.74,6,182,87,120,6.95,584.34,645.39,-61.04,2.6,4.37
2025-02-19,BB06,Birmingham,Shopping Centre,Weekday,Sunny,Combo Deal,11.5,30.64,8,293,136,217,7.23,946.97,869.49,77.48,2.9,4.38
2025-02-19,BB07,Bristol,High Street,Weekday,Sunny,No Promotion,11.5,2.14,6,193,75,107,7.58,560.16,604.22,-44.05,2.64,4.5
2025-02-19,BB08,Bristol,Shopping Centre,Weekday,Sunny,Local Flyer,11.5,70.07,7,225,112,169,8.25,924.8,865.56,59.24,3.03,4.4
2025-02-20,BB01,London,High Street,Weekday,Sunny,No Promotion,11.3,12.74,7,259,112,157,8.27,929.51,858.68,70.83,3.49,4.44
2025-02-20,BB02,London,Shopping Centre,Weekday,Sunny,No Promotion,11.3,13.72,8,296,124,177,9.15,1111.7,953.47,158.23,2.37,4.43
2025-02-20,BB03,Manchester,High Street,Weekday,Sunny,No Promotion,11.3,1.25,8,257,131,185,7.21,914.82,837.07,77.74,2.97,4.31
2025-02-20,BB04,Manchester,Shopping Centre,Weekday,Sunny,No Promotion,11.3,16.66,6,258,108,161,7.76,856.94,745.8,111.14,2.84,4.5
2025-02-20,BB05,Birmingham,High Street,Weekday,Sunny,Combo Deal,11.3,46.41,7,229,99,159,7.32,737.55,793.35,-55.8,2.2,4.45
2025-02-20,BB06,Birmingham,Shopping Centre,Weekday,Sunny,No Promotion,11.3,1.23,7,232,94,134,7.32,721.06,744.97,-23.92,2.66,4.1
2025-02-20,BB07,Bristol,High Street,Weekday,Sunny,No Promotion,11.3,4.71,6,216,92,119,7.77,700.34,712.3,-11.96,2.48,4.45
2025-02-20,BB08,Bristol,Shopping Centre,Weekday,Sunny,Combo Deal,11.3,47.12,6,251,106,183,8.01,831.1,789.74,41.36,2.58,4.32
2025-02-21,BB01,London,High Street,Weekday,Cloudy,No Promotion,7.8,17.48,8,240,109,163,7.49,845.73,882.57,-36.84,2.72,4.28
2025-02-21,BB02,London,Shopping Centre,Weekday,Cloudy,No Promotion,7.8,6.43,7,247,98,141,8.42,843.51,825.66,17.85,2.67,4.07
2025-02-21,BB03,Manchester,High Street,Weekday,Cloudy,Social Media,7.8,63.66,6,243,104,158,7.52,773.07,776.27,-3.2,2.63,4.11
2025-02-21,BB04,Manchester,Shopping Centre,Weekday,Cloudy,No Promotion,7.8,11.07,7,244,96,131,7.74,750.04,792.71,-42.67,2.61,4.37
2025-02-21,BB05,Birmingham,High Street,Weekday,Cloudy,No Promotion,7.8,15.2,6,196,79,125,6.69,513.38,630.46,-117.08,2.25,4.31
2025-02-21,BB06,Birmingham,Shopping Centre,Weekday,Cloudy,No Promotion,7.8,11.25,6,238,104,143,7.73,858.75,738.38,120.37,2.53,4.49
2025-02-21,BB07,Bristol,High Street,Weekday,Cloudy,Social Media,7.8,75.36,5,179,80,119,7.44,578.42,666.27,-87.85,2.9,4.31
2025-02-21,BB08,Bristol,Shopping Centre,Weekday,Cloudy,No Promotion,7.8,7.42,5,181,75,111,7.95,637.83,634.43,3.4,2.8,4.13
2025-02-22,BB01,London,High Street,Weekend,Sunny,No Promotion,11.3,14.46,7,278,124,199,8.43,1071.27,888.12,183.14,3.37,4.0
2025-02-22,BB02,London,Shopping Centre,Weekend,Sunny,Social Media,11.3,111.02,8,411,200,308,8.98,1821.61,1311.0,510.61,3.67,4.12
2025-02-22,BB03,Manchester,High Street,Weekend,Sunny,No Promotion,11.3,14.52,7,220,89,126,7.72,713.21,736.63,-23.42,2.31,4.42
2025-02-22,BB04,Manchester,Shopping Centre,Weekend,Sunny,No Promotion,11.3,17.08,6,283,131,199,8.01,1040.72,794.03,246.69,4.05,4.15
2025-02-22,BB05,Birmingham,High Street,Weekend,Sunny,Social Media,11.3,93.35,6,212,89,136,7.45,667.49,733.82,-66.33,3.12,4.06
2025-02-22,BB06,Birmingham,Shopping Centre,Weekend,Sunny,No Promotion,11.3,17.6,7,315,136,216,7.23,952.3,867.39,84.91,3.07,4.13
2025-02-22,BB07,Bristol,High Street,Weekend,Sunny,Combo Deal,11.3,43.58,6,243,98,166,6.64,641.92,720.27,-78.34,2.55,4.53
2025-02-22,BB08,Bristol,Shopping Centre,Weekend,Sunny,No Promotion,11.3,0.49,6,227,94,128,8.7,814.39,757.69,56.7,2.97,4.41
2025-02-23,BB01,London,High Street,Weekend,Rainy,Combo Deal,9.0,39.37,6,252,109,163,8.06,864.79,779.74,85.05,3.05,4.54
2025-02-23,BB02,London,Shopping Centre,Weekend,Rainy,Combo Deal,9.0,66.54,7,284,123,199,8.52,1035.34,950.02,85.33,3.1,4.3
2025-02-23,BB03,Manchester,High Street,Weekend,Rainy,No Promotion,9.0,17.05,6,200,84,119,7.53,618.89,698.19,-79.3,2.21,4.36
2025-02-23,BB04,Manchester,Shopping Centre,Weekend,Rainy,No Promotion,9.0,15.41,5,229,93,137,8.09,768.82,700.08,68.74,2.51,4.21
2025-02-23,BB05,Birmingham,High Street,Weekend,Rainy,No Promotion,9.0,0.19,6,162,63,83,7.3,470.0,642.85,-172.85,2.48,4.38
2025-02-23,BB06,Birmingham,Shopping Centre,Weekend,Rainy,Local Flyer,9.0,71.15,7,252,116,163,7.52,885.7,856.22,29.48,2.75,4.22
2025-02-23,BB07,Bristol,High Street,Weekend,Rainy,No Promotion,9.0,16.75,6,153,68,100,8.38,601.73,661.77,-60.04,1.98,4.53
2025-02-23,BB08,Bristol,Shopping Centre,Weekend,Rainy,Combo Deal,9.0,36.87,6,257,122,198,8.49,1071.3,851.46,219.84,2.63,4.45
2025-02-24,BB01,London,High Street,Weekday,Sunny,Social Media,9.8,114.66,6,295,129,175,8.22,1085.24,968.03,117.21,3.29,4.26
2025-02-24,BB02,London,Shopping Centre,Weekday,Sunny,No Promotion,9.8,9.16,6,276,95,128,8.46,795.93,759.61,36.32,2.83,4.1
2025-02-24,BB03,Manchester,High Street,Weekday,Sunny,Social Media,9.8,72.59,6,239,106,168,7.86,820.51,849.45,-28.94,3.32,4.17
2025-02-24,BB04,Manchester,Shopping Centre,Weekday,Sunny,Social Media,9.8,67.74,7,268,126,183,8.16,1016.62,927.54,89.08,3.05,4.28
2025-02-24,BB05,Birmingham,High Street,Weekday,Sunny,No Promotion,9.8,3.2,5,200,84,123,6.55,550.69,557.43,-6.73,3.11,4.36
2025-02-24,BB06,Birmingham,Shopping Centre,Weekday,Sunny,No Promotion,9.8,12.33,6,241,94,143,7.13,648.69,662.09,-13.4,2.78,4.07
2025-02-24,BB07,Bristol,High Street,Weekday,Sunny,No Promotion,9.8,0.73,6,181,73,98,7.36,519.46,614.23,-94.78,1.86,4.56
2025-02-24,BB08,Bristol,Shopping Centre,Weekday,Sunny,No Promotion,9.8,16.25,6,214,92,137,7.99,726.49,709.97,16.53,2.52,4.2
2025-02-25,BB01,London,High Street,Weekday,Sunny,No Promotion,11.4,2.05,6,254,111,156,7.5,819.52,804.13,15.38,2.58,4.31
2025-02-25,BB02,London,Shopping Centre,Weekday,Sunny,Combo Deal,11.4,58.62,7,344,150,244,8.41,1270.37,979.9,290.47,3.26,4.51
2025-02-25,BB03,Manchester,High Street,Weekday,Sunny,Social Media,11.4,88.29,6,227,91,136,7.5,685.39,765.07,-79.68,2.76,4.56
2025-02-25,BB04,Manchester,Shopping Centre,Weekday,Sunny,No Promotion,11.4,11.68,6,246,98,150,7.68,753.66,673.88,79.79,2.97,4.18
2025-02-25,BB05,Birmingham,High Street,Weekday,Sunny,No Promotion,11.4,15.48,7,209,92,134,6.62,549.68,680.11,-130.42,2.15,4.27
2025-02-25,BB06,Birmingham,Shopping Centre,Weekday,Sunny,No Promotion,11.4,8.77,6,210,73,107,7.0,507.01,613.2,-106.19,2.61,4.44
2025-02-25,BB07,Bristol,High Street,Weekday,Sunny,No Promotion,11.4,8.91,6,207,89,135,7.38,672.18,663.74,8.44,2.54,4.14
2025-02-25,BB08,Bristol,Shopping Centre,Weekday,Sunny,Social Media,11.4,65.54,6,249,102,133,8.45,821.36,765.11,56.26,2.68,4.32
2025-02-26,BB01,London,High Street,Weekday,Cloudy,No Promotion,10.6,7.49,7,253,108,163,7.63,846.7,836.66,10.04,2.81,4.28
2025-02-26,BB02,London,Shopping Centre,Weekday,Cloudy,Social Media,10.6,60.69,8,305,135,202,8.56,1174.77,1019.68,155.09,2.38,4.35
2025-02-26,BB03,Manchester,High Street,Weekday,Cloudy,No Promotion,10.6,8.23,5,164,59,94,6.93,418.77,562.83,-144.06,2.03,4.23
2025-02-26,BB04,Manchester,Shopping Centre,Weekday,Cloudy,No Promotion,10.6,7.95,6,218,86,133,8.44,704.84,703.87,0.97,2.69,4.22
2025-02-26,BB05,Birmingham,High Street,Weekday,Cloudy,No Promotion,10.6,1.53,6,176,71,103,6.44,462.73,568.53,-105.8,2.2,4.47
2025-02-26,BB06,Birmingham,Shopping Centre,Weekday,Cloudy,Combo Deal,10.6,31.55,7,254,109,184,7.31,810.29,783.96,26.33,3.25,4.36
2025-02-26,BB07,Bristol,High Street,Weekday,Cloudy,Local Flyer,10.6,66.32,5,169,71,96,7.74,531.63,661.64,-130.01,2.62,4.05
2025-02-26,BB08,Bristol,Shopping Centre,Weekday,Cloudy,No Promotion,10.6,16.57,5,197,72,99,7.36,559.37,605.18,-45.81,2.49,4.4
2025-02-27,BB01,London,High Street,Weekday,Cloudy,Social Media,10.0,53.82,7,293,129,185,8.23,1065.75,970.88,94.87,2.55,4.35
2025-02-27,BB02,London,Shopping Centre,Weekday,Cloudy,Social Media,10.0,52.73,7,277,124,184,9.07,1137.95,959.85,178.1,2.56,4.57
2025-02-27,BB03,Manchester,High Street,Weekday,Cloudy,Local Flyer,10.0,59.33,6,202,86,136,7.05,574.47,720.99,-146.53,2.28,4.39
2025-02-27,BB04,Manchester,Shopping Centre,Weekday,Cloudy,Social Media,10.0,70.29,6,251,117,177,7.54,886.0,810.36,75.63,3.33,4.08
2025-02-27,BB05,Birmingham,High Street,Weekday,Cloudy,No Promotion,10.0,4.75,6,209,93,133,7.06,665.3,640.2,25.1,2.58,4.26
2025-02-27,BB06,Birmingham,Shopping Centre,Weekday,Cloudy,No Promotion,10.0,3.83,6,178,79,111,7.89,643.04,706.09,-63.06,2.62,4.05
2025-02-27,BB07,Bristol,High Street,Weekday,Cloudy,No Promotion,10.0,8.75,7,211,94,133,7.56,687.84,723.0,-35.17,2.8,4.39
2025-02-27,BB08,Bristol,Shopping Centre,Weekday,Cloudy,Social Media,10.0,108.02,5,212,88,119,7.7,683.82,769.26,-85.45,3.11,4.15
2025-02-28,BB01,London,High Street,Weekday,Sunny,No Promotion,8.0,9.74,5,242,88,125,7.35,657.09,651.89,5.2,2.75,4.28
2025-02-28,BB02,London,Shopping Centre,Weekday,Sunny,Social Media,8.0,48.7,7,311,123,195,9.53,1173.74,961.11,212.63,2.96,4.18
2025-02-28,BB03,Manchester,High Street,Weekday,Sunny,No Promotion,8.0,14.52,5,181,76,104,7.38,573.07,621.53,-48.46,2.72,4.38
2025-02-28,BB04,Manchester,Shopping Centre,Weekday,Sunny,No Promotion,8.0,4.6,7,251,114,164,7.87,917.59,806.03,111.57,2.67,4.44
2025-02-28,BB05,Birmingham,High Street,Weekday,Sunny,Combo Deal,8.0,58.85,7,258,104,166,6.71,720.58,783.57,-62.98,2.39,4.5
2025-02-28,BB06,Birmingham,Shopping Centre,Weekday,Sunny,Combo Deal,8.0,55.38,7,272,107,171,7.55,834.66,793.28,41.38,2.97,4.65
2025-02-28,BB07,Bristol,High Street,Weekday,Sunny,Combo Deal,8.0,66.02,7,266,126,209,6.67,840.81,817.77,23.04,3.27,4.22
2025-02-28,BB08,Bristol,Shopping Centre,Weekday,Sunny,No Promotion,8.0,6.33,6,192,90,125,7.78,691.7,684.98,6.72,2.97,4.4
2025-03-01,BB01,London,High Street,Weekend,Cloudy,Local Flyer,14.0,44.37,7,272,114,191,8.05,937.96,862.74,75.22,2.77,4.24
2025-03-01,BB02,London,Shopping Centre,Weekend,Cloudy,No Promotion,14.0,8.58,8,369,147,199,9.1,1307.45,1000.44,307.0,3.0,4.37
2025-03-01,BB03,Manchester,High Street,Weekend,Cloudy,Social Media,14.0,101.89,7,252,122,176,6.82,844.4,888.1,-43.71,2.97,4.38
2025-03-01,BB04,Manchester,Shopping Centre,Weekend,Cloudy,Local Flyer,14.0,46.67,7,292,121,176,7.99,1013.43,920.04,93.39,2.67,4.4
2025-03-01,BB05,Birmingham,High Street,Weekend,Cloudy,No Promotion,14.0,15.66,6,188,72,98,7.53,546.63,639.71,-93.08,2.59,4.25
2025-03-01,BB06,Birmingham,Shopping Centre,Weekend,Cloudy,No Promotion,14.0,14.08,6,250,98,152,6.85,685.93,704.62,-18.68,2.22,4.69
2025-03-01,BB07,Bristol,High Street,Weekend,Cloudy,No Promotion,14.0,17.91,6,170,79,112,7.66,627.91,685.39,-57.48,2.59,4.35
2025-03-01,BB08,Bristol,Shopping Centre,Weekend,Cloudy,Social Media,14.0,96.62,6,285,131,198,8.44,1098.43,903.22,195.22,3.29,4.07
2025-03-02,BB01,London,High Street,Weekend,Sunny,No Promotion,10.5,6.13,7,293,133,180,7.8,1016.71,890.78,125.93,3.1,4.28
2025-03-02,BB02,London,Shopping Centre,Weekend,Sunny,Combo Deal,10.5,66.36,9,423,189,329,8.88,1660.35,1248.74,411.61,3.05,4.35
2025-03-02,BB03,Manchester,High Street,Weekend,Sunny,Social Media,10.5,45.74,6,239,109,147,8.75,958.32,841.21,117.11,2.85,4.37
2025-03-02,BB04,Manchester,Shopping Centre,Weekend,Sunny,No Promotion,10.5,14.21,8,324,140,201,7.69,1078.87,883.36,195.51,3.15,4.29
2025-03-02,BB05,Birmingham,High Street,Weekend,Sunny,Combo Deal,10.5,59.9,7,274,123,200,7.0,833.14,852.02,-18.89,3.26,4.33
2025-03-02,BB06,Birmingham,Shopping Centre,Weekend,Sunny,No Promotion,10.5,3.52,6,238,100,137,6.67,650.62,654.45,-3.83,2.11,4.25
2025-03-02,BB07,Bristol,High Street,Weekend,Sunny,No Promotion,10.5,8.18,7,191,84,123,8.37,705.43,741.26,-35.84,2.76,4.27
2025-03-02,BB08,Bristol,Shopping Centre,Weekend,Sunny,No Promotion,10.5,17.82,6,248,110,163,8.89,978.85,814.82,164.04,3.17,4.26
2025-03-03,BB01,London,High Street,Weekday,Rainy,No Promotion,15.7,9.98,6,213,91,126,7.97,714.97,762.49,-47.52,2.62,4.35
2025-03-03,BB02,London,Shopping Centre,Weekday,Rainy,Social Media,15.7,113.4,7,260,124,198,8.89,1088.0,978.07,109.92,3.13,3.96
2025-03-03,BB03,Manchester,High Street,Weekday,Rainy,No Promotion,15.7,0.83,7,180,82,123,7.81,609.88,712.67,-102.79,2.34,4.39
2025-03-03,BB04,Manchester,Shopping Centre,Weekday,Rainy,No Promotion,15.7,11.94,5,181,71,103,7.59,557.77,605.35,-47.58,2.17,4.3
2025-03-03,BB05,Birmingham,High Street,Weekday,Rainy,No Promotion,15.7,16.58,6,173,81,121,7.36,577.75,653.7,-75.95,2.48,4.29
2025-03-03,BB06,Birmingham,Shopping Centre,Weekday,Rainy,No Promotion,15.7,8.0,5,168,67,98,7.6,490.9,597.39,-106.49,2.73,4.33
2025-03-03,BB07,Bristol,High Street,Weekday,Rainy,No Promotion,15.7,1.48,5,162,63,92,7.64,484.59,597.54,-112.96,2.8,4.22
2025-03-03,BB08,Bristol,Shopping Centre,Weekday,Rainy,Social Media,15.7,94.39,6,187,79,114,7.93,665.06,780.75,-115.69,2.26,4.25
2025-03-04,BB01,London,High Street,Weekday,Cloudy,Combo Deal,9.6,35.21,6,259,108,179,6.83,733.61,773.09,-39.48,3.01,4.21
2025-03-04,BB02,London,Shopping Centre,Weekday,Cloudy,Social Media,9.6,76.5,7,338,146,213,8.78,1297.59,1034.19,263.39,2.97,4.39
2025-03-04,BB03,Manchester,High Street,Weekday,Cloudy,Combo Deal,9.6,26.05,6,218,99,168,6.73,645.96,708.04,-62.08,2.32,4.26
2025-03-04,BB04,Manchester,Shopping Centre,Weekday,Cloudy,No Promotion,9.6,9.62,6,224,85,126,7.89,665.58,688.86,-23.29,2.51,4.21
2025-03-04,BB05,Birmingham,High Street,Weekday,Cloudy,Local Flyer,9.6,33.85,7,209,101,154,7.7,766.65,778.48,-11.83,2.97,4.38
2025-03-04,BB06,Birmingham,Shopping Centre,Weekday,Cloudy,Local Flyer,9.6,53.77,6,224,94,122,6.82,618.84,717.85,-99.02,2.66,4.23
2025-03-04,BB07,Bristol,High Street,Weekday,Cloudy,No Promotion,9.6,7.19,7,180,76,101,7.01,521.69,674.95,-153.26,1.93,4.5
2025-03-04,BB08,Bristol,Shopping Centre,Weekday,Cloudy,Social Media,9.6,57.26,6,201,84,125,8.03,654.47,736.67,-82.2,2.86,4.26
2025-03-05,BB01,London,High Street,Weekday,Cloudy,No Promotion,9.6,16.49,5,176,62,85,8.11,507.5,622.91,-115.41,2.24,4.3
2025-03-05,BB02,London,Shopping Centre,Weekday,Cloudy,No Promotion,9.6,8.32,7,239,110,153,8.78,966.0,839.73,126.27,2.62,4.33
2025-03-05,BB03,Manchester,High Street,Weekday,Cloudy,No Promotion,9.6,9.87,5,220,83,121,7.5,633.6,642.92,-9.31,2.76,4.5
2025-03-05,BB04,Manchester,Shopping Centre,Weekday,Cloudy,Social Media,9.6,70.07,6,241,101,132,8.27,805.98,804.2,1.78,2.18,4.31
2025-03-05,BB05,Birmingham,High Street,Weekday,Cloudy,No Promotion,9.6,0.08,6,183,83,124,7.32,606.15,686.47,-80.33,3.07,4.31
2025-03-05,BB06,Birmingham,Shopping Centre,Weekday,Cloudy,Combo Deal,9.6,32.52,7,260,117,188,7.26,876.45,837.68,38.77,2.78,4.38
2025-03-05,BB07,Bristol,High Street,Weekday,Cloudy,No Promotion,9.6,7.24,6,207,89,124,7.63,685.61,686.46,-0.85,3.11,4.31
2025-03-05,BB08,Bristol,Shopping Centre,Weekday,Cloudy,No Promotion,9.6,17.83,5,157,57,76,8.61,485.12,572.28,-87.16,2.84,4.38
2025-03-06,BB01,London,High Street,Weekday,Cloudy,Social Media,12.6,71.77,6,247,88,129,8.79,788.52,811.94,-23.42,2.65,4.11
2025-03-06,BB02,London,Shopping Centre,Weekday,Cloudy,No Promotion,12.6,5.34,7,263,116,183,8.31,955.24,804.64,150.6,2.49,4.18
2025-03-06,BB03,Manchester,High Street,Weekday,Cloudy,Social Media,12.6,46.66,7,219,103,159,7.08,729.75,780.41,-50.66,2.61,4.16
2025-03-06,BB04,Manchester,Shopping Centre,Weekday,Cloudy,No Promotion,12.6,0.11,6,238,96,140,7.97,730.0,724.11,5.89,3.0,4.23
2025-03-06,BB05,Birmingham,High Street,Weekday,Cloudy,No Promotion,12.6,12.99,6,205,89,125,6.64,592.91,667.88,-74.96,3.02,4.24
2025-03-06,BB06,Birmingham,Shopping Centre,Weekday,Cloudy,No Promotion,12.6,13.23,6,229,102,156,6.86,726.03,702.86,23.17,3.15,4.42
2025-03-06,BB07,Bristol,High Street,Weekday,Cloudy,No Promotion,12.6,6.75,6,198,81,118,7.41,564.94,690.29,-125.35,1.87,4.47
2025-03-06,BB08,Bristol,Shopping Centre,Weekday,Cloudy,No Promotion,12.6,8.81,7,181,88,121,8.32,739.92,750.66,-10.74,2.51,4.64
2025-03-07,BB01,London,High Street,Weekday,Cloudy,Social Media,8.0,90.56,7,270,124,167,7.86,944.15,942.79,1.36,2.72,4.13
2025-03-07,BB02,London,Shopping Centre,Weekday,Cloudy,No Promotion,8.0,10.84,6,274,109,154,7.72,817.56,781.27,36.28,2.92,4.07
2025-03-07,BB03,Manchester,High Street,Weekday,Cloudy,No Promotion,8.0,5.44,6,199,93,126,7.74,736.65,729.57,7.07,2.46,4.49
2025-03-07,BB04,Manchester,Shopping Centre,Weekday,Cloudy,Local Flyer,8.0,74.9,7,248,109,148,7.36,773.07,823.58,-50.51,3.03,4.24
2025-03-07,BB05,Birmingham,High Street,Weekday,Cloudy,No Promotion,8.0,17.07,5,202,86,119,7.29,613.87,614.5,-0.64,2.55,4.39
2025-03-07,BB06,Birmingham,Shopping Centre,Weekday,Cloudy,No Promotion,8.0,6.8,4,183,79,116,7.47,587.13,568.63,18.5,2.59,4.46
2025-03-07,BB07,Bristol,High Street,Weekday,Cloudy,No Promotion,8.0,10.85,6,166,67,99,8.69,527.84,622.2,-94.37,1.73,4.41
2025-03-07,BB08,Bristol,Shopping Centre,Weekday,Cloudy,No Promotion,8.0,6.41,5,189,74,105,7.2,506.59,562.81,-56.22,3.18,4.29
2025-03-08,BB01,London,High Street,Weekend,Cloudy,No Promotion,8.1,3.38,7,234,104,165,8.55,878.47,820.13,58.35,2.45,4.28
2025-03-08,BB02,London,Shopping Centre,Weekend,Cloudy,No Promotion,8.1,16.77,8,326,144,207,9.24,1346.98,1036.03,310.95,2.37,4.26
2025-03-08,BB03,Manchester,High Street,Weekend,Cloudy,Combo Deal,8.1,49.69,7,250,118,203,7.69,908.38,872.12,36.27,2.86,4.15
2025-03-08,BB04,Manchester,Shopping Centre,Weekend,Cloudy,Social Media,8.1,110.03,8,325,149,191,8.57,1285.21,1114.57,170.63,2.48,4.31
2025-03-08,BB05,Birmingham,High Street,Weekend,Cloudy,Combo Deal,8.1,52.03,6,251,109,177,6.52,693.22,732.9,-39.68,3.31,4.09
2025-03-08,BB06,Birmingham,Shopping Centre,Weekend,Cloudy,No Promotion,8.1,1.6,7,274,123,193,6.98,856.83,812.45,44.38,3.27,4.29
2025-03-08,BB07,Bristol,High Street,Weekend,Cloudy,No Promotion,8.1,6.57,5,150,59,81,8.09,465.15,544.87,-79.72,3.04,4.18
2025-03-08,BB08,Bristol,Shopping Centre,Weekend,Cloudy,Social Media,8.1,91.57,7,271,114,170,8.57,1011.14,901.28,109.85,2.21,4.43
