studentID,status,test_type,total_questions,total_points,total_points_possible,score,completed_at
527,Passed,Practice Exam,85,63,85,74,3/25/2022 16:58
527,Passed,Mastery Exam,85,73,85,85,3/29/2022 13:09
528,Failed,Mastery Exam,85,58,85,68,5/25/2022 10:03
528,Failed,Practice Exam,85,60,85,70,5/24/2022 8:44
529,Passed,Practice Exam,85,82,85,96,4/10/2022 13:00
529,Passed,Mastery Exam,85,64,85,75,4/10/2022 21:31
530,Passed,Mastery Exam,85,66,85,77,5/3/2022 15:39
530,Passed,Practice Exam,85,67,85,78,5/2/2022 15:39
531,Passed,Mastery Exam,85,65,85,76,5/25/2022 10:21
531,Passed,Practice Exam,85,69,85,81,5/24/2022 21:29
532,Failed,Practice Exam,85,52,85,61,5/24/2022 13:37
532,Failed,Mastery Exam,85,68,85,80,5/25/2022 15:03
533,Failed,Mastery Exam,85,64,85,75,4/13/2022 8:04
533,Failed,Practice Exam,85,66,85,77,4/12/2022 9:14
534,Failed,Practice Exam,85,60,85,70,5/24/2022 9:11
534,Failed,Mastery Exam,85,59,85,69,5/25/2022 9:35
535,Failed,Practice Exam,85,32,85,37,6/3/2022 15:03
535,Failed,Mastery Exam,85,22,85,25,6/7/2022 15:07
536,Passed,Mastery Exam,85,54,85,63,4/15/2022 23:01
536,Passed,Practice Exam,85,54,85,63,4/15/2022 22:03
537,Passed,Mastery Exam,85,61,85,71,4/15/2022 11:08
537,Passed,Practice Exam,85,62,85,72,4/18/2022 9:51
538,Passed,Mastery Exam,85,56,85,65,4/7/2022 15:27
538,Passed,Practice Exam,85,61,85,71,4/6/2022 14:40
539,Passed,Practice Exam,85,57,85,67,4/21/2022 16:00
540,Failed,Mastery Exam,85,63,85,74,6/13/2022 14:14
540,Failed,Practice Exam,85,67,85,78,6/9/2022 9:02
541,Passed,Mastery Exam,85,72,85,84,4/4/2022 9:49
542,Failed,Mastery Exam,85,48,85,56,4/29/2022 13:36
542,Failed,Practice Exam,85,67,85,78,7/7/2022 8:40
543,Failed,Mastery Exam,85,68,85,80,7/8/2022 9:28
543,Failed,Practice Exam,85,74,85,87,7/7/2022 8:56
544,Failed,Mastery Exam,85,53,85,62,7/1/2022 11:36
544,Failed,Practice Exam,85,69,85,81,7/1/2022 10:35
545,Failed,Mastery Exam,85,49,85,57,5/8/2022 20:59
545,Failed,Practice Exam,85,47,85,55,5/8/2022 14:10
546,Failed,Practice Exam,85,63,85,74,7/7/2022 10:05
546,Failed,Mastery Exam,85,55,85,64,7/8/2022 9:16
547,Passed,Practice Exam,85,75,85,88,5/10/2022 10:20
547,Passed,Mastery Exam,85,77,85,90,5/11/2022 10:46
548,Passed,Mastery Exam,85,80,85,94,5/7/2022 10:37
548,Passed,Practice Exam,85,77,85,90,4/25/2022 9:36
549,Failed,Mastery Exam,85,53,85,62,4/28/2022 10:40
549,Failed,Practice Exam,85,67,85,78,4/27/2022 12:13
550,Failed,Mastery Exam,85,59,85,69,4/8/2022 15:50
550,Failed,Practice Exam,85,70,85,82,4/6/2022 10:44
551,Failed,Practice Exam,85,28,85,32,5/24/2022 21:26
551,Failed,Mastery Exam,85,24,85,28,5/25/2022 14:46
552,Failed,Practice Exam,85,79,85,92,5/9/2022 13:46
552,Failed,Mastery Exam,85,58,85,68,5/25/2022 16:12
553,Failed,Mastery Exam,85,59,85,69,7/21/2022 8:50
553,Failed,Practice Exam,85,66,85,77,7/20/2022 8:58
554,Passed,Mastery Exam,85,69,85,81,6/25/2022 2:44
554,Passed,Practice Exam,85,66,85,77,6/19/2022 3:58
555,Failed,Mastery Exam,85,68,85,80,5/26/2022 11:51
555,Failed,Practice Exam,85,67,85,78,5/25/2022 11:38
556,Failed,Practice Exam,85,21,85,24,5/24/2022 15:21
557,Passed,Practice Exam,85,74,85,87,6/1/2022 23:17
557,Passed,Mastery Exam,85,65,85,76,6/2/2022 23:27
558,Failed,Mastery Exam,85,41,85,48,5/25/2022 9:39
558,Failed,Practice Exam,85,26,85,30,4/21/2022 11:06
559,Failed,Practice Exam,85,46,85,54,5/12/2022 22:18
559,Failed,Mastery Exam,85,59,85,69,10/7/2022 13:02
560,Passed,Mastery Exam,85,63,85,74,6/25/2022 14:39
560,Passed,Practice Exam,85,66,85,77,6/21/2022 10:22
561,Passed,Practice Exam,85,58,85,68,5/24/2022 9:38
561,Passed,Mastery Exam,85,55,85,64,5/25/2022 9:11
562,Failed,Practice Exam,85,37,85,43,5/26/2022 9:21
563,Failed,Practice Exam,85,61,85,71,5/24/2022 9:33
563,Failed,Mastery Exam,85,45,85,52,5/25/2022 9:34
564,Failed,Mastery Exam,85,42,85,49,5/26/2022 13:24
564,Failed,Practice Exam,85,61,85,71,5/25/2022 13:59
565,Failed,Mastery Exam,85,62,85,72,4/25/2022 17:54
566,Failed,Practice Exam,85,57,85,67,6/8/2022 16:32
567,Failed,Mastery Exam,85,55,85,64,7/8/2022 11:24
567,Failed,Practice Exam,85,59,85,69,6/3/2022 10:50
568,Passed,Practice Exam,85,61,85,71,5/8/2022 16:00
568,Passed,Mastery Exam,85,48,85,56,5/20/2022 20:34
569,Passed,Practice Exam,85,44,85,51,6/5/2022 21:46
569,Passed,Mastery Exam,85,50,85,58,6/13/2022 20:21
570,Failed,Practice Exam,85,49,85,57,5/25/2022 11:57
570,Failed,Mastery Exam,85,46,85,54,5/26/2022 12:07
571,Failed,Practice Exam,85,48,85,56,4/22/2022 8:31
571,Failed,Mastery Exam,85,55,85,64,5/25/2022 8:31
572,Failed,Mastery Exam,85,48,85,56,5/25/2022 11:50
572,Failed,Practice Exam,85,45,85,52,5/24/2022 9:54
573,Failed,Mastery Exam,85,49,85,57,6/24/2022 16:57
573,Failed,Practice Exam,85,38,85,44,5/26/2022 15:39
574,Failed,Mastery Exam,85,43,85,50,4/13/2022 13:24
574,Failed,Practice Exam,85,61,85,71,4/12/2022 12:01
575,Passed,Practice Exam,85,60,85,70,5/9/2022 11:49
575,Passed,Mastery Exam,85,58,85,68,5/11/2022 13:32
576,Failed,Mastery Exam,85,44,85,51,4/14/2022 12:08
576,Failed,Practice Exam,85,32,85,37,4/12/2022 20:36
577,Failed,Mastery Exam,85,55,85,64,5/26/2022 9:57
577,Failed,Practice Exam,85,55,85,64,5/25/2022 9:39
578,Passed,Mastery Exam,85,47,85,55,6/4/2022 8:56
578,Passed,Practice Exam,85,50,85,58,6/2/2022 17:44
579,Failed,Practice Exam,85,50,85,58,7/20/2022 9:01
579,Failed,Mastery Exam,85,41,85,48,7/21/2022 8:55
580,Failed,Mastery Exam,85,47,85,55,5/25/2022 11:07
580,Failed,Practice Exam,85,55,85,64,5/24/2022 11:16
581,Passed,Mastery Exam,85,53,85,62,4/20/2022 22:22
581,Passed,Practice Exam,85,56,85,65,4/20/2022 13:47
582,Failed,Practice Exam,85,39,85,45,5/24/2022 9:01
582,Failed,Mastery Exam,85,28,85,32,4/21/2022 13:11
583,Failed,Practice Exam,85,49,85,57,5/24/2022 9:29
583,Failed,Mastery Exam,85,42,85,49,5/25/2022 11:20
584,Failed,Mastery Exam,85,60,85,70,5/25/2022 11:07
584,Failed,Practice Exam,85,33,85,38,4/12/2022 11:33
585,Failed,Practice Exam,85,55,85,64,5/24/2022 11:09
585,Failed,Mastery Exam,85,49,85,57,5/25/2022 10:51
586,Passed,Practice Exam,85,58,85,68,5/25/2022 12:59
587,Failed,Mastery Exam,85,57,85,67,6/10/2022 10:40
587,Failed,Practice Exam,85,56,85,65,6/9/2022 10:26
588,Passed,Practice Exam,85,61,85,71,4/21/2022 20:07
589,Failed,Practice Exam,85,4,85,4,5/31/2022 5:15
590,Failed,Practice Exam,85,38,85,44,4/20/2022 16:35
590,Failed,Mastery Exam,85,51,85,60,5/25/2022 9:03
591,Failed,Practice Exam,85,35,85,41,5/25/2022 12:47
591,Failed,Mastery Exam,85,34,85,40,5/26/2022 12:40
592,Passed,Practice Exam,85,67,85,78,5/10/2022 20:59
592,Passed,Mastery Exam,85,72,85,84,5/14/2022 4:36
593,Failed,Mastery Exam,85,67,85,78,5/25/2022 9:12
593,Failed,Practice Exam,85,71,85,83,5/24/2022 8:35
594,Passed,Mastery Exam,85,70,85,82,7/6/2022 19:55
594,Passed,Practice Exam,85,59,85,69,6/26/2022 22:40
595,Failed,Mastery Exam,85,49,85,57,5/25/2022 10:21
595,Failed,Practice Exam,85,52,85,61,5/24/2022 9:53
596,Failed,Mastery Exam,85,45,85,52,5/25/2022 9:31
596,Failed,Practice Exam,85,47,85,55,5/24/2022 8:47
597,Failed,Practice Exam,85,48,85,56,4/9/2022 20:45
597,Failed,Mastery Exam,85,54,85,63,5/26/2022 12:56
598,Failed,Practice Exam,85,83,85,97,4/25/2022 16:18
598,Failed,Mastery Exam,85,35,85,41,4/26/2022 16:17
599,Failed,Practice Exam,85,51,85,60,6/9/2022 12:17
599,Failed,Mastery Exam,85,0,85,0,6/15/2022 11:30
600,Passed,Mastery Exam,85,69,85,81,6/19/2022 15:26
600,Passed,Practice Exam,85,66,85,77,6/8/2022 23:58
601,Passed,Practice Exam,85,81,85,95,5/15/2022 14:21
601,Passed,Mastery Exam,85,66,85,77,5/19/2022 13:52
602,Passed,Mastery Exam,85,39,85,45,4/21/2022 13:21
602,Passed,Practice Exam,85,78,85,91,4/21/2022 0:14
603,Passed,Practice Exam,85,66,85,77,5/22/2022 22:51
603,Passed,Mastery Exam,85,61,85,71,5/23/2022 1:04
604,Failed,Practice Exam,85,41,85,48,6/9/2022 10:58
604,Failed,Mastery Exam,85,30,85,35,6/10/2022 11:42
605,Passed,Mastery Exam,85,68,85,80,5/25/2022 16:05
605,Passed,Practice Exam,85,68,85,80,5/26/2022 15:13
606,Failed,Mastery Exam,85,50,85,58,5/26/2022 11:54
606,Failed,Practice Exam,85,54,85,63,5/25/2022 12:08
607,Failed,Mastery Exam,85,36,85,42,5/26/2022 13:22
607,Failed,Practice Exam,85,36,85,42,5/25/2022 12:51
608,Failed,Practice Exam,85,66,85,77,7/7/2022 8:58
609,Failed,Mastery Exam,85,70,85,82,6/13/2022 16:28
609,Failed,Practice Exam,85,69,85,81,6/13/2022 11:17
610,Failed,Mastery Exam,85,55,85,64,7/19/2022 8:35
610,Failed,Practice Exam,85,58,85,68,7/14/2022 10:16
611,Passed,Mastery Exam,85,72,85,84,5/3/2022 13:14
612,Passed,Practice Exam,85,73,85,85,6/24/2022 14:20
612,Passed,Mastery Exam,85,74,85,87,6/27/2022 14:31
613,Passed,Mastery Exam,85,70,85,82,6/6/2023 18:40
613,Passed,Practice Exam,85,66,85,77,6/3/2023 12:12
614,Failed,Practice Exam,85,46,85,54,5/21/2022 20:26
614,Failed,Mastery Exam,85,58,85,68,6/11/2022 16:49
615,Failed,Practice Exam,85,55,85,64,6/13/2022 21:33
615,Failed,Mastery Exam,85,57,85,67,6/13/2022 22:44
616,Failed,Practice Exam,85,53,85,62,6/13/2022 11:01
617,Failed,Practice Exam,85,44,85,51,4/24/2022 7:40
617,Failed,Mastery Exam,85,43,85,50,4/24/2022 11:08
618,Passed,Mastery Exam,85,73,85,85,5/17/2022 16:24
618,Passed,Practice Exam,85,65,85,76,5/12/2022 9:32
619,Passed,Mastery Exam,85,59,85,69,5/2/2022 13:24
619,Passed,Practice Exam,85,64,85,75,4/30/2022 7:58
620,Failed,Practice Exam,85,31,85,36,5/5/2022 21:59
620,Failed,Mastery Exam,85,47,85,55,6/10/2022 11:50
621,Passed,Mastery Exam,85,67,85,78,6/10/2022 10:13
621,Passed,Practice Exam,85,65,85,76,6/9/2022 9:29
622,Failed,Mastery Exam,85,58,85,68,8/3/2022 9:44
622,Failed,Practice Exam,85,54,85,63,8/4/2022 15:54
623,Failed,Mastery Exam,85,34,85,40,6/10/2022 10:26
623,Failed,Practice Exam,85,30,85,35,6/9/2022 10:08
624,Failed,Mastery Exam,85,62,85,72,7/21/2022 22:45
624,Failed,Practice Exam,85,72,85,84,10/18/2022 10:39
625,Passed,Mastery Exam,85,71,85,83,4/20/2022 19:43
625,Passed,Practice Exam,85,68,85,80,4/19/2022 8:25
626,Failed,Mastery Exam,85,44,85,51,7/8/2022 11:36
626,Failed,Practice Exam,85,43,85,50,7/7/2022 11:39
627,Failed,Mastery Exam,85,31,85,36,5/26/2022 11:56
627,Failed,Practice Exam,85,38,85,44,5/25/2022 12:32
628,Passed,Mastery Exam,85,74,85,87,4/23/2022 14:48
628,Passed,Practice Exam,85,74,85,87,4/22/2022 18:40
629,Failed,Mastery Exam,85,57,85,67,5/26/2022 12:29
629,Failed,Practice Exam,85,47,85,55,5/25/2022 12:43
630,Passed,Practice Exam,85,63,85,74,5/25/2022 10:00
630,Passed,Mastery Exam,85,62,85,72,5/25/2022 16:18
631,Passed,Mastery Exam,85,61,85,71,4/27/2022 14:46
631,Passed,Practice Exam,85,60,85,70,4/26/2022 13:58
632,Failed,Practice Exam,85,49,85,57,6/9/2022 10:27
633,Passed,Mastery Exam,85,59,85,69,4/22/2022 14:05
633,Passed,Practice Exam,85,70,85,82,4/22/2022 13:13
634,Passed,Mastery Exam,85,57,85,67,4/28/2022 15:18
634,Passed,Practice Exam,85,55,85,64,4/27/2022 13:23
635,Failed,Practice Exam,85,54,85,63,5/25/2022 14:53
636,Passed,Practice Exam,85,55,85,64,8/12/2022 12:13
637,Failed,Mastery Exam,85,63,85,74,7/21/2022 16:35
637,Failed,Practice Exam,85,58,85,68,7/20/2022 15:23
638,Passed,Practice Exam,85,62,85,72,6/7/2022 13:28
638,Passed,Mastery Exam,85,72,85,84,6/10/2022 17:47
639,Failed,Mastery Exam,85,62,85,72,6/10/2022 10:27
639,Failed,Practice Exam,85,56,85,65,6/9/2022 9:30
640,Failed,Practice Exam,85,60,85,70,6/9/2022 10:06
640,Failed,Mastery Exam,85,54,85,63,6/10/2022 9:54
641,Failed,Practice Exam,85,56,85,65,8/18/2022 15:16
641,Failed,Mastery Exam,85,54,85,63,8/18/2022 7:54
642,Failed,Mastery Exam,85,51,85,60,9/23/2022 12:03
642,Failed,Practice Exam,85,50,85,58,9/21/2022 12:26
643,Failed,Practice Exam,85,69,85,81,5/24/2022 10:52
643,Failed,Mastery Exam,85,25,85,29,5/25/2022 13:03
644,Passed,Mastery Exam,85,66,85,77,6/10/2022 10:05
644,Passed,Practice Exam,85,62,85,72,6/9/2022 8:59
645,Passed,Mastery Exam,85,64,85,75,5/23/2022 11:55
645,Passed,Practice Exam,85,83,85,97,5/19/2022 15:49
646,Passed,Mastery Exam,85,64,85,75,5/31/2022 12:31
646,Passed,Practice Exam,85,64,85,75,5/21/2022 11:26
647,Failed,Practice Exam,85,0,85,0,10/20/2022 18:17
647,Failed,Mastery Exam,85,51,85,60,10/20/2022 14:39
648,Passed,Mastery Exam,85,68,85,80,6/12/2022 22:59
649,Passed,Practice Exam,85,72,85,84,6/15/2022 14:07
649,Passed,Mastery Exam,85,70,85,82,6/16/2022 15:03
650,Failed,Practice Exam,85,59,85,69,9/7/2022 16:44
650,Failed,Mastery Exam,85,49,85,57,9/9/2022 16:29
651,Failed,Mastery Exam,85,48,85,56,7/8/2022 12:51
651,Failed,Practice Exam,85,50,85,58,7/7/2022 12:46
652,Passed,Practice Exam,85,82,85,96,6/30/2022 10:41
652,Passed,Mastery Exam,85,60,85,70,6/30/2022 12:03
653,Passed,Practice Exam,85,74,85,87,6/6/2022 12:44
653,Passed,Mastery Exam,85,69,85,81,6/8/2022 11:54
654,Failed,Practice Exam,85,62,85,72,7/7/2022 8:52
654,Failed,Mastery Exam,85,55,85,64,7/8/2022 10:38
655,Passed,Mastery Exam,85,61,85,71,7/8/2022 9:07
655,Passed,Practice Exam,85,69,85,81,7/7/2022 8:34
656,Passed,Mastery Exam,85,54,85,63,6/10/2022 11:31
656,Passed,Practice Exam,85,52,85,61,6/6/2022 13:31
657,Passed,Mastery Exam,85,55,85,64,6/16/2022 12:41
657,Passed,Practice Exam,85,56,85,65,6/11/2022 13:53
658,Passed,Mastery Exam,85,63,85,74,6/28/2022 0:16
658,Passed,Practice Exam,85,64,85,75,6/26/2022 17:27
659,Passed,Practice Exam,85,58,85,68,6/22/2022 11:26
660,Failed,Mastery Exam,85,31,85,36,7/5/2022 13:45
661,Failed,Practice Exam,85,0,85,0,6/7/2022 0:13
661,Failed,Mastery Exam,85,42,85,49,6/7/2022 1:50
662,Failed,Mastery Exam,85,47,85,55,6/10/2022 10:50
662,Failed,Practice Exam,85,41,85,48,6/9/2022 9:46
663,Passed,Mastery Exam,85,53,85,62,6/27/2022 10:39
663,Passed,Practice Exam,85,18,85,21,6/26/2022 21:06
664,Failed,Practice Exam,85,55,85,64,6/9/2022 9:39
664,Failed,Mastery Exam,85,58,85,68,6/10/2022 10:06
665,Failed,Mastery Exam,85,41,85,48,5/26/2022 13:24
665,Failed,Practice Exam,85,42,85,49,5/25/2022 11:47
666,Passed,Practice Exam,85,72,85,84,5/31/2022 16:00
666,Passed,Mastery Exam,85,79,85,92,6/6/2022 12:12
667,Failed,Mastery Exam,85,60,85,70,7/8/2022 10:00
667,Failed,Practice Exam,85,61,85,71,7/7/2022 9:18
668,Passed,Practice Exam,85,79,85,92,6/30/2022 12:42
668,Passed,Mastery Exam,85,73,85,85,6/27/2022 20:31
669,Failed,Practice Exam,85,52,85,61,8/16/2022 8:27
669,Failed,Mastery Exam,85,61,85,71,8/17/2022 8:34
670,Passed,Practice Exam,85,79,85,92,5/13/2022 17:01
670,Passed,Mastery Exam,85,54,85,63,5/13/2022 18:12
671,Passed,Mastery Exam,85,59,85,69,5/8/2022 15:26
672,Passed,Mastery Exam,85,66,85,77,6/14/2022 22:28
672,Passed,Practice Exam,85,65,85,76,6/14/2022 14:19
673,Failed,Mastery Exam,85,64,85,75,6/19/2022 17:29
673,Failed,Practice Exam,85,53,85,62,6/19/2022 15:35
674,Passed,Mastery Exam,85,67,85,78,6/16/2022 8:17
674,Passed,Practice Exam,85,72,85,84,6/9/2022 12:03
675,Failed,Mastery Exam,85,35,85,41,5/6/2022 12:57
675,Failed,Practice Exam,85,37,85,43,5/4/2022 10:23
676,Passed,Practice Exam,85,54,85,63,5/8/2022 23:26
677,Passed,Mastery Exam,85,58,85,68,5/22/2022 23:29
678,Failed,Mastery Exam,85,23,85,27,6/6/2022 9:36
679,Failed,Practice Exam,85,83,85,97,7/7/2022 9:45
679,Failed,Mastery Exam,85,80,85,94,7/8/2022 11:29
680,Failed,Practice Exam,85,52,85,61,6/9/2022 12:24
680,Failed,Mastery Exam,85,7,85,8,7/11/2022 13:37
681,Failed,Practice Exam,85,54,85,63,6/9/2022 12:03
681,Failed,Mastery Exam,85,52,85,61,6/10/2022 11:43
682,Failed,Mastery Exam,85,43,85,50,7/8/2022 13:38
682,Failed,Practice Exam,85,38,85,44,5/2/2022 11:30
683,Passed,Practice Exam,85,77,85,90,5/25/2022 11:23
683,Passed,Mastery Exam,85,75,85,88,5/26/2022 11:34
684,Failed,Mastery Exam,85,37,85,43,7/8/2022 15:22
684,Failed,Practice Exam,85,29,85,34,7/7/2022 9:20
685,Failed,Practice Exam,85,29,85,34,7/7/2022 16:06
686,Failed,Mastery Exam,85,61,85,71,7/8/2022 8:36
686,Failed,Practice Exam,85,68,85,80,7/7/2022 8:51
687,Passed,Mastery Exam,85,61,85,71,6/3/2022 23:49
687,Passed,Practice Exam,85,55,85,64,6/3/2022 15:05
688,Failed,Practice Exam,85,65,85,76,7/20/2022 15:10
688,Failed,Mastery Exam,85,59,85,69,7/21/2022 14:56
689,Failed,Mastery Exam,85,39,85,45,7/8/2022 10:43
689,Failed,Practice Exam,85,50,85,58,7/7/2022 8:43
690,Failed,Mastery Exam,85,38,85,44,7/21/2022 14:34
690,Failed,Practice Exam,85,34,85,40,7/20/2022 21:16
691,Passed,Practice Exam,85,46,85,54,6/13/2022 14:56
691,Passed,Mastery Exam,85,16,85,18,6/14/2022 20:00
692,Failed,Mastery Exam,85,32,85,37,7/21/2022 9:12
692,Failed,Practice Exam,85,47,85,55,7/20/2022 9:21
693,Passed,Practice Exam,85,77,85,90,6/2/2022 16:57
693,Passed,Mastery Exam,85,64,85,75,6/3/2022 9:51
694,Failed,Mastery Exam,85,42,85,49,7/8/2022 9:17
694,Failed,Practice Exam,85,44,85,51,7/7/2022 9:15
695,Failed,Mastery Exam,85,40,85,47,7/21/2022 14:36
695,Failed,Practice Exam,85,38,85,44,7/20/2022 14:57
696,Failed,Practice Exam,85,51,85,60,8/2/2022 8:07
696,Failed,Mastery Exam,85,38,85,44,8/1/2022 21:02
697,Failed,Mastery Exam,85,64,85,75,8/3/2022 9:00
697,Failed,Practice Exam,85,54,85,63,8/2/2022 11:39
698,Passed,Mastery Exam,85,57,85,67,6/5/2022 17:29
698,Passed,Practice Exam,85,56,85,65,6/2/2022 13:21
699,Failed,Mastery Exam,85,58,85,68,7/8/2022 10:07
699,Failed,Practice Exam,85,63,85,74,7/7/2022 9:57
700,Passed,Practice Exam,85,49,85,57,6/30/2022 18:27
700,Passed,Mastery Exam,85,62,85,72,7/2/2022 17:09
701,Failed,Practice Exam,85,68,85,80,7/7/2022 15:04
702,Failed,Practice Exam,85,52,85,61,7/7/2022 9:01
702,Failed,Mastery Exam,85,50,85,58,7/8/2022 9:21
703,Failed,Practice Exam,85,50,85,58,6/5/2022 18:31
703,Failed,Mastery Exam,85,45,85,52,6/6/2022 13:23
704,Failed,Mastery Exam,85,61,85,71,7/8/2022 8:48
704,Failed,Practice Exam,85,65,85,76,7/7/2022 9:45
705,Passed,Practice Exam,85,56,85,65,8/18/2023 16:00
705,Passed,Mastery Exam,85,52,85,61,8/25/2023 14:03
706,Failed,Practice Exam,85,68,85,80,7/7/2022 8:59
706,Failed,Mastery Exam,85,65,85,76,7/8/2022 8:57
707,Passed,Mastery Exam,85,69,85,81,7/21/2022 8:48
707,Passed,Practice Exam,85,72,85,84,7/20/2022 9:20
708,Passed,Practice Exam,85,64,85,75,7/16/2022 13:27
708,Passed,Mastery Exam,85,55,85,64,7/18/2022 0:51
709,Passed,Mastery Exam,85,62,85,72,6/22/2022 17:50
709,Passed,Practice Exam,85,66,85,77,7/6/2022 15:21
710,Failed,Practice Exam,85,44,85,51,7/7/2022 11:21
710,Failed,Mastery Exam,85,41,85,48,7/8/2022 11:22
711,Failed,Mastery Exam,85,70,85,82,7/8/2022 11:45
711,Failed,Practice Exam,85,64,85,75,7/7/2022 11:17
712,Failed,Mastery Exam,85,61,85,71,6/4/2022 23:13
712,Failed,Practice Exam,85,59,85,69,6/2/2022 23:07
713,Passed,Mastery Exam,85,78,85,91,6/2/2022 8:31
713,Passed,Practice Exam,85,74,85,87,5/28/2022 8:22
714,Passed,Mastery Exam,85,66,85,77,7/8/2022 8:34
714,Passed,Practice Exam,85,68,85,80,7/7/2022 8:17
715,Passed,Mastery Exam,85,65,85,76,7/8/2022 19:29
715,Passed,Practice Exam,85,73,85,85,7/7/2022 17:11
716,Failed,Mastery Exam,85,61,85,71,8/1/2023 15:58
716,Failed,Practice Exam,85,65,85,76,7/25/2023 15:20
717,Passed,Mastery Exam,85,56,85,65,7/5/2022 20:11
718,Passed,Mastery Exam,85,60,85,70,7/7/2022 10:05
718,Passed,Practice Exam,85,60,85,70,7/6/2022 10:02
719,Passed,Mastery Exam,85,61,85,71,6/10/2022 13:37
720,Failed,Mastery Exam,85,60,85,70,7/8/2022 9:10
720,Failed,Practice Exam,85,61,85,71,7/7/2022 8:51
721,Failed,Practice Exam,85,57,85,67,7/7/2022 11:18
721,Failed,Mastery Exam,85,51,85,60,7/8/2022 11:04
722,Failed,Practice Exam,85,72,85,84,7/7/2022 10:43
722,Failed,Mastery Exam,85,70,85,82,7/8/2022 10:08
723,Passed,Practice Exam,85,59,85,69,8/13/2022 23:49
724,Passed,Mastery Exam,85,78,85,91,8/11/2022 14:50
724,Passed,Practice Exam,85,74,85,87,8/13/2022 17:35
725,Passed,Practice Exam,85,60,85,70,6/21/2022 14:13
725,Passed,Mastery Exam,85,62,85,72,6/24/2022 13:28
726,Failed,Mastery Exam,85,61,85,71,7/21/2022 14:55
726,Failed,Practice Exam,85,67,85,78,7/20/2022 15:21
727,Passed,Mastery Exam,85,60,85,70,6/24/2022 14:05
727,Passed,Practice Exam,85,56,85,65,6/19/2022 10:50
728,Failed,Mastery Exam,85,52,85,61,7/8/2022 11:08
729,Passed,Practice Exam,85,74,85,87,6/6/2022 9:05
729,Passed,Mastery Exam,85,70,85,82,6/15/2022 9:27
730,Passed,Practice Exam,85,74,85,87,6/1/2022 13:02
730,Passed,Mastery Exam,85,46,85,54,6/1/2022 12:14
731,Passed,Mastery Exam,85,69,85,81,7/8/2022 12:03
731,Passed,Practice Exam,85,75,85,88,7/7/2022 11:52
732,Failed,Mastery Exam,85,60,85,70,7/21/2022 14:27
732,Failed,Practice Exam,85,59,85,69,7/20/2022 19:05
733,Passed,Mastery Exam,85,62,85,72,6/2/2022 9:23
734,Failed,Practice Exam,85,25,85,29,7/7/2022 13:49
734,Failed,Mastery Exam,85,26,85,30,7/8/2022 13:34
735,Failed,Practice Exam,85,46,85,54,8/16/2022 21:47
735,Failed,Mastery Exam,85,42,85,49,8/17/2022 10:02
736,Failed,Mastery Exam,85,29,85,34,7/8/2022 18:19
736,Failed,Practice Exam,85,68,85,80,7/8/2022 13:45
737,Failed,Mastery Exam,85,61,85,71,7/8/2022 12:07
737,Failed,Practice Exam,85,63,85,74,7/10/2022 11:21
738,Failed,Mastery Exam,85,60,85,70,7/8/2022 9:02
738,Failed,Practice Exam,85,71,85,83,7/7/2022 8:39
739,Failed,Mastery Exam,85,42,85,49,7/8/2022 9:32
739,Failed,Practice Exam,85,52,85,61,7/7/2022 9:36
740,Failed,Mastery Exam,85,49,85,57,7/8/2022 12:41
740,Failed,Practice Exam,85,54,85,63,7/7/2022 11:47
741,Passed,Practice Exam,85,54,85,63,6/6/2022 10:30
741,Passed,Mastery Exam,85,51,85,60,6/11/2022 17:02
742,Failed,Practice Exam,85,56,85,65,7/23/2022 22:10
742,Failed,Mastery Exam,85,44,85,51,7/23/2022 21:39
743,Passed,Practice Exam,85,69,85,81,6/21/2022 17:00
743,Passed,Mastery Exam,85,71,85,83,6/23/2022 16:59
744,Failed,Practice Exam,85,65,85,76,10/5/2022 11:39
744,Failed,Mastery Exam,85,64,85,75,10/7/2022 9:56
745,Passed,Practice Exam,85,51,85,60,6/7/2022 16:30
745,Passed,Mastery Exam,85,54,85,63,6/13/2022 12:35
746,Passed,Mastery Exam,85,67,85,78,7/6/2022 18:46
746,Passed,Practice Exam,85,69,85,81,6/20/2022 18:20
747,Failed,Mastery Exam,85,45,85,52,6/23/2022 12:09
747,Failed,Practice Exam,85,44,85,51,6/16/2022 15:31
748,Passed,Mastery Exam,85,61,85,71,6/5/2022 12:36
748,Passed,Practice Exam,85,66,85,77,6/2/2022 15:51
749,Failed,Mastery Exam,85,34,85,40,7/8/2022 9:35
749,Failed,Practice Exam,85,31,85,36,7/7/2022 16:12
750,Failed,Practice Exam,85,62,85,72,5/23/2022 16:00
750,Failed,Mastery Exam,85,57,85,67,7/8/2022 10:12
751,Passed,Practice Exam,85,57,85,67,6/14/2022 12:10
751,Passed,Mastery Exam,85,64,85,75,6/15/2022 20:31
752,Failed,Practice Exam,85,60,85,70,8/16/2022 12:41
752,Failed,Mastery Exam,85,60,85,70,8/17/2022 13:54
753,Failed,Mastery Exam,85,42,85,49,8/3/2022 11:55
753,Failed,Practice Exam,85,47,85,55,8/2/2022 9:35
754,Failed,Practice Exam,85,67,85,78,7/7/2022 12:19
754,Failed,Mastery Exam,85,59,85,69,7/8/2022 12:58
755,Failed,Mastery Exam,85,48,85,56,6/10/2022 16:13
755,Failed,Practice Exam,85,64,85,75,6/13/2022 14:56
