person_age,person_gender,person_education,person_income,person_emp_exp,person_home_ownership,loan_amnt,loan_intent,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file,loan_status
25.0,male,High School,59575.0,4,RENT,4800.0,MEDICAL,14.96,0.08,2.0,665,No,1
23.0,male,Associate,50084.0,0,MORTGAGE,6000.0,EDUCATION,6.03,0.12,4.0,606,No,0
25.0,male,Master,67148.0,2,RENT,4800.0,MEDICAL,7.9,0.07,3.0,617,Yes,0
22.0,male,Bachelor,50396.0,1,MORTGAGE,12000.0,EDUCATION,6.03,0.24,2.0,692,No,0
23.0,male,High School,69313.0,0,RENT,4800.0,PERSONAL,10.38,0.07,3.0,662,Yes,0
21.0,male,Bachelor,49981.0,0,MORTGAGE,7000.0,DEBTCONSOLIDATION,6.03,0.14,3.0,563,Yes,0
26.0,male,Bachelor,63146.0,3,RENT,4800.0,MEDICAL,17.99,0.08,4.0,637,No,1
26.0,male,Master,49958.0,5,MORTGAGE,8000.0,PERSONAL,6.03,0.16,3.0,684,Yes,0
26.0,male,Bachelor,64635.0,3,RENT,4800.0,PERSONAL,15.62,0.07,3.0,561,No,1
26.0,female,Master,73108.0,5,RENT,4800.0,HOMEIMPROVEMENT,7.9,0.07,3.0,704,Yes,0
24.0,female,Bachelor,73028.0,3,RENT,4800.0,HOMEIMPROVEMENT,6.54,0.07,4.0,504,Yes,0
22.0,female,Master,50188.0,0,MORTGAGE,6400.0,VENTURE,9.99,0.13,4.0,641,No,0
24.0,female,Associate,75350.0,3,RENT,4800.0,PERSONAL,7.14,0.06,3.0,684,No,0
26.0,female,Associate,50372.0,6,OWN,9000.0,HOMEIMPROVEMENT,11.01,0.18,4.0,542,Yes,0
22.0,female,High School,50455.0,0,OWN,1000.0,PERSONAL,6.99,0.02,2.0,609,No,0
26.0,female,Bachelor,78978.0,0,RENT,4800.0,HOMEIMPROVEMENT,13.72,0.06,2.0,679,Yes,0
24.0,male,Associate,78850.0,1,RENT,4800.0,PERSONAL,7.88,0.06,4.0,565,Yes,0
24.0,female,High School,50079.0,1,MORTGAGE,2500.0,VENTURE,7.29,0.05,2.0,655,No,0
25.0,female,High School,79012.0,4,RENT,4800.0,HOMEIMPROVEMENT,13.49,0.06,3.0,667,Yes,0
21.0,male,High School,50089.0,0,MORTGAGE,3000.0,PERSONAL,5.79,0.06,4.0,632,Yes,0
21.0,male,High School,50546.0,0,MORTGAGE,8200.0,PERSONAL,6.91,0.16,3.0,619,Yes,0
23.0,female,High School,43084.0,0,MORTGAGE,5000.0,EDUCATION,12.98,0.12,3.0,660,No,1
22.0,male,Master,50440.0,0,MORTGAGE,6000.0,EDUCATION,11.86,0.12,2.0,669,No,0
23.0,male,Bachelor,83781.0,0,RENT,4800.0,MEDICAL,10.75,0.06,2.0,647,Yes,0
23.0,female,Bachelor,85041.0,2,RENT,4800.0,PERSONAL,11.01,0.06,2.0,578,Yes,0
26.0,female,Master,87463.0,0,RENT,4800.0,HOMEIMPROVEMENT,11.86,0.05,3.0,692,No,0
24.0,male,High School,87440.0,1,RENT,4800.0,HOMEIMPROVEMENT,7.14,0.05,2.0,557,Yes,0
22.0,female,High School,81546.0,0,RENT,4800.0,DEBTCONSOLIDATION,16.7,0.06,2.0,689,No,1
24.0,female,Bachelor,83789.0,1,RENT,4800.0,DEBTCONSOLIDATION,15.21,0.06,4.0,612,No,1
22.0,male,High School,91021.0,0,RENT,4800.0,DEBTCONSOLIDATION,12.21,0.05,2.0,596,Yes,0
24.0,male,High School,50298.0,0,OWN,10000.0,HOMEIMPROVEMENT,15.33,0.2,4.0,628,Yes,0
24.0,female,Master,50147.0,0,MORTGAGE,9000.0,DEBTCONSOLIDATION,9.88,0.18,2.0,688,No,0
23.0,female,High School,50210.0,2,MORTGAGE,10000.0,VENTURE,14.96,0.2,2.0,651,Yes,0
22.0,male,Associate,50259.0,1,MORTGAGE,7750.0,DEBTCONSOLIDATION,9.88,0.15,3.0,660,Yes,0
23.0,female,Bachelor,104205.0,0,RENT,4800.0,VENTURE,9.62,0.05,3.0,640,No,0
26.0,male,Bachelor,107935.0,5,RENT,4800.0,EDUCATION,5.99,0.04,2.0,620,No,0
21.0,female,Bachelor,108794.0,0,RENT,4800.0,EDUCATION,9.62,0.04,3.0,610,No,0
23.0,female,Master,111790.0,0,RENT,4800.0,MEDICAL,10.0,0.04,3.0,704,No,0
22.0,male,Associate,50062.0,0,OWN,2500.0,MEDICAL,14.96,0.05,4.0,560,Yes,0
26.0,female,Bachelor,115204.0,5,RENT,4800.0,DEBTCONSOLIDATION,11.01,0.04,4.0,654,Yes,0
22.0,male,Associate,50444.0,1,MORTGAGE,6000.0,VENTURE,8.59,0.12,4.0,690,Yes,0
24.0,female,Master,125079.0,3,RENT,4800.0,VENTURE,10.74,0.04,2.0,678,Yes,0
24.0,female,Associate,126839.0,2,RENT,4800.0,HOMEIMPROVEMENT,11.01,0.04,2.0,643,Yes,0
22.0,male,Associate,49867.0,0,MORTGAGE,3000.0,EDUCATION,12.18,0.06,4.0,684,No,0
21.0,male,Bachelor,50084.0,0,OWN,5000.0,PERSONAL,7.74,0.1,3.0,678,Yes,0
22.0,female,Bachelor,138701.0,0,RENT,4800.0,MEDICAL,7.88,0.03,2.0,651,Yes,0
25.0,male,High School,145174.0,0,RENT,4800.0,PERSONAL,14.22,0.03,3.0,542,Yes,0
23.0,male,Bachelor,50224.0,2,MORTGAGE,6000.0,DEBTCONSOLIDATION,9.32,0.12,3.0,616,Yes,0
24.0,female,Bachelor,151335.0,0,RENT,4800.0,PERSONAL,6.76,0.03,3.0,568,Yes,0
23.0,female,Master,50171.0,1,MORTGAGE,4500.0,VENTURE,10.95,0.09,4.0,643,Yes,0
22.0,female,Master,28822.0,0,RENT,4850.0,VENTURE,14.27,0.17,4.0,696,No,0
24.0,male,Associate,49180.0,5,RENT,4850.0,EDUCATION,6.62,0.1,2.0,672,Yes,0
24.0,female,Associate,65759.0,2,RENT,4850.0,HOMEIMPROVEMENT,8.49,0.07,2.0,616,Yes,0
23.0,male,Master,50407.0,2,MORTGAGE,7500.0,MEDICAL,10.71,0.15,2.0,717,No,0
23.0,male,Master,50246.0,0,MORTGAGE,5500.0,DEBTCONSOLIDATION,10.71,0.11,4.0,657,Yes,0
25.0,male,Associate,26909.0,0,RENT,4900.0,EDUCATION,13.72,0.18,2.0,662,Yes,0
21.0,female,High School,50274.0,0,MORTGAGE,24250.0,VENTURE,10.75,0.48,2.0,644,Yes,0
25.0,female,Bachelor,50402.0,0,OWN,4000.0,VENTURE,6.76,0.08,3.0,652,Yes,0
25.0,female,Bachelor,50302.0,0,OWN,12000.0,PERSONAL,11.01,0.24,2.0,615,Yes,0
23.0,female,Associate,115035.0,0,RENT,10000.0,PERSONAL,10.99,0.09,4.0,626,No,0
26.0,male,Associate,50038.0,5,MORTGAGE,16000.0,VENTURE,10.95,0.32,3.0,650,Yes,0
23.0,female,High School,49983.0,3,MORTGAGE,10000.0,VENTURE,9.32,0.2,4.0,656,Yes,0
25.0,male,Master,100587.0,2,RENT,10000.0,EDUCATION,13.22,0.1,3.0,648,No,1
23.0,male,Bachelor,116092.0,3,RENT,10000.0,PERSONAL,10.65,0.09,3.0,645,Yes,0
26.0,male,Associate,116510.0,4,RENT,10000.0,HOMEIMPROVEMENT,19.69,0.09,3.0,654,Yes,0
21.0,female,Master,49852.0,0,MORTGAGE,5700.0,DEBTCONSOLIDATION,12.99,0.11,4.0,678,Yes,0
24.0,female,High School,50554.0,5,OWN,5600.0,PERSONAL,6.03,0.11,3.0,692,No,0
24.0,female,Associate,50397.0,1,OWN,9200.0,VENTURE,12.42,0.18,2.0,592,No,0
23.0,male,Bachelor,117270.0,4,RENT,10000.0,EDUCATION,13.99,0.09,3.0,547,Yes,0
24.0,male,Bachelor,118634.0,2,RENT,10000.0,HOMEIMPROVEMENT,7.51,0.08,4.0,587,No,0
25.0,female,Master,118316.0,2,RENT,10000.0,DEBTCONSOLIDATION,12.69,0.08,4.0,595,No,0
23.0,female,Associate,50264.0,0,MORTGAGE,16000.0,EDUCATION,11.83,0.32,2.0,651,Yes,0
26.0,male,Associate,119780.0,4,RENT,10000.0,PERSONAL,7.29,0.08,2.0,686,Yes,0
25.0,male,High School,120202.0,0,RENT,10000.0,PERSONAL,14.65,0.08,3.0,661,No,0
21.0,male,Bachelor,50455.0,0,OWN,8000.0,PERSONAL,11.48,0.16,3.0,479,Yes,0
24.0,male,Associate,106531.0,2,RENT,10000.0,DEBTCONSOLIDATION,14.84,0.09,2.0,610,No,1
22.0,female,Bachelor,121196.0,1,RENT,10000.0,EDUCATION,9.32,0.08,4.0,599,Yes,0
22.0,male,Bachelor,121098.0,0,RENT,10000.0,EDUCATION,10.65,0.08,3.0,559,No,0
24.0,male,Associate,120913.0,1,RENT,10000.0,PERSONAL,7.51,0.08,3.0,622,No,0
25.0,male,High School,120772.0,6,RENT,10000.0,VENTURE,6.62,0.08,4.0,649,Yes,0
25.0,male,High School,106548.0,2,RENT,10000.0,EDUCATION,17.88,0.09,4.0,640,No,1
24.0,female,Master,121317.0,4,RENT,10000.0,HOMEIMPROVEMENT,16.4,0.08,2.0,599,Yes,0
21.0,male,High School,106388.0,0,RENT,10000.0,VENTURE,17.93,0.09,3.0,616,No,1
23.0,male,Bachelor,121014.0,0,RENT,10000.0,PERSONAL,11.46,0.08,2.0,614,Yes,0
21.0,male,High School,123563.0,0,RENT,10000.0,EDUCATION,11.01,0.08,3.0,616,No,0
23.0,female,Bachelor,51403.0,0,OWN,7200.0,VENTURE,11.01,0.14,2.0,671,No,0
26.0,male,Bachelor,123577.0,2,RENT,10000.0,MEDICAL,8.59,0.08,2.0,638,No,0
25.0,female,Associate,129629.0,4,RENT,10000.0,VENTURE,8.38,0.08,3.0,541,Yes,0
24.0,female,Bachelor,50822.0,2,MORTGAGE,8500.0,EDUCATION,7.14,0.17,4.0,612,No,0
23.0,male,High School,130094.0,0,RENT,10000.0,MEDICAL,7.66,0.08,2.0,604,Yes,0
26.0,female,High School,116491.0,0,RENT,10000.0,EDUCATION,15.28,0.09,2.0,605,No,1
25.0,male,Bachelor,51340.0,2,MORTGAGE,1600.0,EDUCATION,13.11,0.03,3.0,654,Yes,0
23.0,male,High School,118502.0,0,RENT,10000.0,EDUCATION,16.4,0.08,2.0,653,No,1
25.0,male,Bachelor,50561.0,1,OWN,4400.0,MEDICAL,7.29,0.09,2.0,646,Yes,0
23.0,female,High School,133302.0,2,RENT,10000.0,DEBTCONSOLIDATION,7.88,0.08,2.0,637,Yes,0
22.0,male,Master,51122.0,2,OWN,12000.0,EDUCATION,12.42,0.23,2.0,728,Yes,0
22.0,female,Bachelor,50961.0,0,MORTGAGE,6800.0,DEBTCONSOLIDATION,10.59,0.13,3.0,605,Yes,0
23.0,female,High School,50654.0,0,MORTGAGE,7000.0,EDUCATION,13.43,0.14,3.0,512,Yes,0
26.0,female,Master,136440.0,6,RENT,10000.0,HOMEIMPROVEMENT,13.72,0.07,3.0,666,No,0
24.0,male,Bachelor,50941.0,4,MORTGAGE,10000.0,HOMEIMPROVEMENT,8.94,0.2,2.0,625,Yes,0
22.0,female,Bachelor,50878.0,0,MORTGAGE,3000.0,EDUCATION,15.05,0.06,3.0,658,Yes,0
24.0,male,High School,138747.0,1,RENT,10000.0,PERSONAL,8.94,0.07,4.0,624,Yes,0
22.0,male,Bachelor,50615.0,0,OWN,14400.0,PERSONAL,11.01,0.28,4.0,685,Yes,0
25.0,male,Associate,51262.0,3,MORTGAGE,4000.0,HOMEIMPROVEMENT,5.99,0.08,2.0,588,Yes,0
25.0,female,Bachelor,138917.0,3,RENT,10000.0,MEDICAL,7.29,0.07,4.0,698,No,0
22.0,male,Bachelor,51245.0,0,OWN,20000.0,VENTURE,11.12,0.39,4.0,671,Yes,0
25.0,male,High School,51068.0,5,OWN,5000.0,VENTURE,7.51,0.1,2.0,540,Yes,0
25.0,female,Bachelor,139102.0,0,RENT,10000.0,MEDICAL,10.37,0.07,2.0,709,No,0
21.0,female,High School,43977.0,2,MORTGAGE,2400.0,HOMEIMPROVEMENT,11.01,0.05,3.0,507,No,1
25.0,male,High School,140185.0,3,RENT,10000.0,DEBTCONSOLIDATION,14.26,0.07,4.0,534,Yes,0
22.0,female,High School,51044.0,1,MORTGAGE,5000.0,DEBTCONSOLIDATION,6.03,0.1,2.0,635,Yes,0
22.0,female,Associate,50972.0,2,MORTGAGE,3100.0,VENTURE,6.76,0.06,4.0,687,No,0
22.0,male,High School,51510.0,0,MORTGAGE,2500.0,PERSONAL,6.91,0.05,3.0,480,Yes,0
21.0,male,Master,144840.0,0,RENT,10000.0,DEBTCONSOLIDATION,11.71,0.07,3.0,683,No,0
21.0,male,High School,145025.0,0,RENT,10000.0,DEBTCONSOLIDATION,9.99,0.07,3.0,626,Yes,0
26.0,female,Bachelor,144835.0,5,RENT,10000.0,HOMEIMPROVEMENT,12.68,0.07,2.0,529,Yes,0
23.0,female,Associate,43871.0,2,MORTGAGE,3500.0,HOMEIMPROVEMENT,13.35,0.08,2.0,618,No,1
24.0,female,Master,145219.0,1,RENT,10000.0,MEDICAL,7.88,0.07,2.0,610,Yes,0
24.0,female,Bachelor,145120.0,3,RENT,10000.0,HOMEIMPROVEMENT,13.61,0.07,4.0,675,Yes,0
23.0,female,Bachelor,111020.0,0,RENT,10000.0,MEDICAL,11.01,0.09,4.0,614,No,1
25.0,male,Bachelor,145085.0,3,RENT,10000.0,DEBTCONSOLIDATION,9.32,0.07,2.0,576,Yes,0
23.0,male,Associate,145071.0,0,RENT,10000.0,DEBTCONSOLIDATION,11.66,0.07,2.0,665,Yes,0
24.0,male,Associate,51631.0,2,MORTGAGE,19200.0,DEBTCONSOLIDATION,7.9,0.37,2.0,584,Yes,0
26.0,male,Associate,147530.0,2,RENT,10000.0,MEDICAL,10.65,0.07,3.0,677,Yes,0
25.0,male,Associate,51393.0,3,MORTGAGE,3000.0,DEBTCONSOLIDATION,9.91,0.06,4.0,605,Yes,0
23.0,male,High School,149868.0,3,RENT,10000.0,PERSONAL,14.27,0.07,3.0,634,Yes,0
22.0,male,High School,51290.0,3,MORTGAGE,10500.0,PERSONAL,14.65,0.2,2.0,588,Yes,0
26.0,male,Master,150986.0,5,RENT,10000.0,VENTURE,7.49,0.07,2.0,688,No,0
25.0,male,Bachelor,156761.0,3,RENT,10000.0,HOMEIMPROVEMENT,7.49,0.06,2.0,539,Yes,0
22.0,female,Bachelor,44126.0,0,MORTGAGE,4000.0,DEBTCONSOLIDATION,12.69,0.09,4.0,643,No,1
21.0,male,Associate,43929.0,0,MORTGAGE,5000.0,MEDICAL,14.27,0.11,2.0,618,No,1
25.0,female,Bachelor,51430.0,2,MORTGAGE,12000.0,HOMEIMPROVEMENT,9.91,0.23,2.0,678,Yes,0
23.0,male,High School,51155.0,0,MORTGAGE,6000.0,PERSONAL,16.77,0.12,3.0,609,Yes,0
25.0,male,High School,51537.0,0,MORTGAGE,13975.0,VENTURE,8.9,0.27,4.0,653,Yes,0
25.0,male,High School,159399.0,5,RENT,10000.0,HOMEIMPROVEMENT,12.84,0.06,3.0,677,Yes,0
22.0,female,Bachelor,50863.0,0,MORTGAGE,15000.0,EDUCATION,13.49,0.29,4.0,661,No,0
22.0,female,High School,169028.0,0,RENT,10000.0,EDUCATION,9.99,0.06,2.0,617,No,0
24.0,male,Bachelor,169240.0,1,RENT,10000.0,HOMEIMPROVEMENT,11.14,0.06,2.0,671,No,0
24.0,female,Master,51480.0,2,MORTGAGE,4900.0,EDUCATION,6.03,0.1,4.0,634,Yes,0
24.0,male,Associate,51713.0,0,OWN,8000.0,EDUCATION,6.62,0.15,4.0,610,Yes,0
22.0,female,Associate,51353.0,0,MORTGAGE,5400.0,VENTURE,6.03,0.11,3.0,575,No,0
22.0,male,Associate,51314.0,2,OWN,4800.0,VENTURE,11.01,0.09,3.0,629,No,0
26.0,male,Associate,174833.0,3,RENT,10000.0,HOMEIMPROVEMENT,10.99,0.06,3.0,679,Yes,0
22.0,female,Bachelor,51195.0,2,MORTGAGE,3500.0,VENTURE,9.91,0.07,2.0,592,Yes,0
24.0,male,Bachelor,51323.0,1,MORTGAGE,8675.0,EDUCATION,7.51,0.17,4.0,696,No,0
23.0,female,Master,189891.0,3,RENT,10000.0,EDUCATION,12.69,0.05,2.0,678,No,0
25.0,male,Associate,51567.0,0,OWN,18000.0,EDUCATION,11.01,0.35,2.0,602,Yes,0
22.0,male,High School,193368.0,0,RENT,10000.0,VENTURE,8.94,0.05,3.0,549,Yes,0
25.0,male,Bachelor,184808.0,1,RENT,10000.0,DEBTCONSOLIDATION,14.96,0.05,4.0,701,No,1
24.0,female,High School,199085.0,3,RENT,10000.0,PERSONAL,9.2,0.05,3.0,666,Yes,0
24.0,female,Bachelor,51243.0,0,MORTGAGE,3125.0,MEDICAL,8.9,0.06,3.0,586,Yes,0
25.0,male,Associate,211056.0,1,RENT,10000.0,HOMEIMPROVEMENT,15.05,0.05,4.0,658,No,0
24.0,male,Bachelor,286608.0,2,RENT,10000.0,VENTURE,13.67,0.03,2.0,664,No,1
22.0,male,Bachelor,51621.0,1,MORTGAGE,9350.0,DEBTCONSOLIDATION,12.69,0.18,2.0,641,Yes,0
24.0,male,Master,51258.0,2,MORTGAGE,8000.0,VENTURE,6.62,0.16,3.0,697,No,0
24.0,male,High School,29746.0,2,RENT,9975.0,EDUCATION,11.48,0.34,4.0,690,No,1
22.0,male,Master,36318.0,0,RENT,9975.0,EDUCATION,11.01,0.27,2.0,645,No,1
24.0,female,Bachelor,56308.0,3,RENT,9975.0,VENTURE,13.11,0.18,3.0,720,No,0
22.0,female,High School,72978.0,2,RENT,9975.0,VENTURE,11.48,0.14,4.0,612,Yes,0
22.0,male,High School,51427.0,0,MORTGAGE,3000.0,MEDICAL,6.03,0.06,2.0,626,No,0
23.0,female,Associate,78838.0,1,RENT,9975.0,VENTURE,7.51,0.13,2.0,667,Yes,0
23.0,male,Master,51118.0,0,OWN,6500.0,VENTURE,6.03,0.13,2.0,679,No,0
22.0,female,Bachelor,87294.0,0,RENT,9975.0,VENTURE,10.99,0.11,3.0,615,No,0
22.0,male,Master,51395.0,0,OWN,10000.0,PERSONAL,6.03,0.19,2.0,601,Yes,0
25.0,female,Associate,51493.0,2,MORTGAGE,9100.0,EDUCATION,11.01,0.18,3.0,565,Yes,0
22.0,female,High School,100458.0,0,RENT,9975.0,DEBTCONSOLIDATION,11.01,0.1,3.0,592,Yes,0
25.0,male,Master,33237.0,0,RENT,4900.0,VENTURE,14.26,0.15,4.0,633,No,0
21.0,male,Master,51439.0,0,OWN,5000.0,EDUCATION,17.49,0.1,2.0,588,Yes,0
22.0,male,Master,32617.0,0,RENT,9900.0,EDUCATION,11.71,0.3,4.0,690,No,1
22.0,male,Bachelor,36892.0,0,RENT,9875.0,VENTURE,7.29,0.27,3.0,645,No,1
23.0,male,High School,51190.0,0,MORTGAGE,8000.0,EDUCATION,10.99,0.16,4.0,585,Yes,0
26.0,male,Associate,34618.0,2,RENT,9800.0,VENTURE,7.29,0.28,4.0,675,No,1
22.0,female,Associate,40441.0,0,RENT,9800.0,DEBTCONSOLIDATION,11.01,0.24,2.0,660,No,1
25.0,female,High School,44311.0,3,RENT,9800.0,EDUCATION,10.36,0.22,4.0,641,Yes,0
23.0,male,Master,58437.0,0,RENT,9800.0,DEBTCONSOLIDATION,7.88,0.17,4.0,659,No,0
23.0,male,Associate,54050.0,2,RENT,9800.0,EDUCATION,7.51,0.18,2.0,662,No,1
24.0,male,Associate,51495.0,0,MORTGAGE,12000.0,HOMEIMPROVEMENT,6.99,0.23,3.0,580,Yes,0
23.0,female,High School,53802.0,1,RENT,9800.0,MEDICAL,13.11,0.18,2.0,657,No,1
24.0,female,High School,51331.0,1,MORTGAGE,1000.0,PERSONAL,11.49,0.02,4.0,593,No,0
26.0,female,Associate,44369.0,0,MORTGAGE,11000.0,EDUCATION,10.59,0.25,4.0,578,No,1
24.0,female,Associate,64962.0,6,RENT,9800.0,HOMEIMPROVEMENT,6.17,0.15,4.0,613,No,0
23.0,female,Master,72869.0,0,RENT,9800.0,EDUCATION,13.49,0.13,2.0,707,No,0
22.0,male,Bachelor,72994.0,1,RENT,9800.0,PERSONAL,11.01,0.13,3.0,713,Yes,0
25.0,male,Bachelor,72979.0,2,RENT,9800.0,PERSONAL,11.01,0.13,3.0,682,Yes,0
24.0,female,Bachelor,99891.0,1,RENT,9800.0,MEDICAL,7.51,0.1,4.0,619,No,0
23.0,female,High School,80347.0,3,RENT,9800.0,MEDICAL,15.7,0.12,2.0,599,No,1
22.0,male,Bachelor,51403.0,0,OWN,7000.0,VENTURE,11.01,0.14,3.0,590,No,0
26.0,male,High School,112491.0,7,RENT,9800.0,HOMEIMPROVEMENT,10.25,0.09,4.0,548,Yes,0
25.0,female,Bachelor,51784.0,2,MORTGAGE,7200.0,EDUCATION,14.79,0.14,2.0,672,Yes,0
26.0,female,Associate,129688.0,1,RENT,9800.0,MEDICAL,8.9,0.08,3.0,670,Yes,0
23.0,male,Associate,43889.0,5,MORTGAGE,6725.0,HOMEIMPROVEMENT,11.49,0.15,2.0,670,No,1
21.0,female,High School,51370.0,0,MORTGAGE,7000.0,EDUCATION,15.23,0.14,4.0,598,Yes,0
23.0,female,Master,44650.0,0,RENT,4900.0,EDUCATION,12.68,0.11,2.0,660,Yes,0
25.0,female,High School,39805.0,3,RENT,4900.0,MEDICAL,11.49,0.12,2.0,586,No,1
23.0,female,Bachelor,51087.0,4,RENT,4900.0,EDUCATION,14.72,0.1,4.0,697,Yes,0
22.0,male,High School,51632.0,1,MORTGAGE,14750.0,EDUCATION,12.99,0.29,4.0,664,No,0
22.0,male,Master,51261.0,0,MORTGAGE,6000.0,EDUCATION,12.99,0.12,2.0,702,Yes,0
22.0,male,Master,51757.0,0,MORTGAGE,5000.0,VENTURE,6.99,0.1,4.0,636,Yes,0
26.0,female,Bachelor,44024.0,4,MORTGAGE,4500.0,HOMEIMPROVEMENT,10.59,0.1,2.0,673,No,1
23.0,male,Associate,61200.0,0,RENT,4900.0,EDUCATION,8.49,0.08,3.0,555,Yes,0
21.0,male,High School,61059.0,0,RENT,4900.0,EDUCATION,8.94,0.08,2.0,587,Yes,0
24.0,male,Bachelor,62822.0,0,RENT,4900.0,MEDICAL,9.99,0.08,3.0,588,No,0
23.0,male,Associate,65786.0,4,RENT,4900.0,PERSONAL,11.01,0.07,2.0,670,No,0
23.0,male,Bachelor,51399.0,0,MORTGAGE,8000.0,VENTURE,5.42,0.16,3.0,569,Yes,0
24.0,male,Bachelor,84777.0,3,RENT,4900.0,PERSONAL,9.99,0.06,2.0,678,No,0
23.0,male,Associate,51395.0,0,MORTGAGE,12000.0,PERSONAL,15.23,0.23,3.0,574,Yes,0
21.0,male,High School,51248.0,0,OWN,8000.0,MEDICAL,9.99,0.16,4.0,568,No,0
24.0,male,High School,89741.0,0,RENT,4900.0,PERSONAL,12.87,0.05,3.0,666,Yes,0
23.0,male,High School,129423.0,2,RENT,4900.0,DEBTCONSOLIDATION,8.94,0.04,2.0,642,No,0
25.0,male,Master,16840.0,5,RENT,4950.0,HOMEIMPROVEMENT,9.63,0.29,3.0,660,No,1
22.0,female,Bachelor,18876.0,0,RENT,4950.0,PERSONAL,8.9,0.26,4.0,680,No,1
24.0,female,Associate,51218.0,1,MORTGAGE,11000.0,PERSONAL,5.42,0.21,4.0,675,No,0
24.0,female,Master,51418.0,3,MORTGAGE,10000.0,PERSONAL,7.49,0.19,4.0,640,Yes,0
24.0,male,Associate,44562.0,0,MORTGAGE,4000.0,MEDICAL,15.23,0.09,3.0,628,No,1
22.0,female,Associate,41936.0,1,RENT,4975.0,DEBTCONSOLIDATION,7.51,0.12,2.0,662,No,1
24.0,female,High School,91251.0,5,RENT,4975.0,DEBTCONSOLIDATION,6.76,0.05,4.0,526,Yes,0
22.0,male,High School,114873.0,2,RENT,4975.0,MEDICAL,6.17,0.04,3.0,613,Yes,0
23.0,male,Associate,51221.0,0,OWN,6000.0,PERSONAL,5.42,0.12,2.0,545,Yes,0
23.0,male,Associate,34426.0,3,RENT,5000.0,VENTURE,8.94,0.15,3.0,675,Yes,0
22.0,female,Associate,34723.0,1,RENT,5000.0,VENTURE,17.51,0.14,4.0,655,No,1
24.0,male,Associate,51582.0,2,MORTGAGE,1200.0,VENTURE,11.49,0.02,3.0,611,Yes,0
22.0,female,High School,34711.0,0,RENT,5000.0,MEDICAL,11.01,0.14,3.0,644,Yes,0
24.0,female,High School,51247.0,4,MORTGAGE,2500.0,HOMEIMPROVEMENT,15.28,0.05,2.0,582,Yes,0
23.0,female,Associate,34266.0,1,RENT,5000.0,DEBTCONSOLIDATION,13.72,0.15,4.0,608,No,1
23.0,male,Bachelor,34363.0,3,RENT,5000.0,MEDICAL,11.78,0.15,4.0,694,No,0
24.0,male,Master,34515.0,0,RENT,5000.0,MEDICAL,7.68,0.14,3.0,649,No,0
25.0,male,Master,35588.0,3,RENT,5000.0,EDUCATION,8.9,0.14,2.0,652,No,0
22.0,female,Bachelor,35384.0,0,RENT,5000.0,EDUCATION,6.91,0.14,2.0,558,Yes,0
23.0,male,Bachelor,35372.0,1,RENT,5000.0,EDUCATION,11.49,0.14,2.0,636,No,0
23.0,female,Associate,51472.0,1,MORTGAGE,7600.0,MEDICAL,6.0,0.15,2.0,652,No,0
22.0,male,Bachelor,51491.0,0,MORTGAGE,7050.0,PERSONAL,11.01,0.14,4.0,607,Yes,0
23.0,female,Associate,35668.0,1,RENT,5000.0,VENTURE,13.11,0.14,3.0,565,No,0
23.0,male,Master,35579.0,1,RENT,5000.0,EDUCATION,14.84,0.14,2.0,684,Yes,0
24.0,female,High School,35869.0,0,RENT,5000.0,EDUCATION,10.99,0.14,4.0,625,Yes,0
23.0,male,Bachelor,36680.0,0,RENT,5000.0,DEBTCONSOLIDATION,7.66,0.14,4.0,696,Yes,0
22.0,female,Bachelor,36578.0,2,RENT,5000.0,EDUCATION,11.12,0.14,3.0,475,No,1
21.0,male,Associate,51308.0,1,MORTGAGE,2500.0,DEBTCONSOLIDATION,7.29,0.05,4.0,681,Yes,0
26.0,male,Associate,36755.0,5,RENT,5000.0,EDUCATION,12.42,0.14,2.0,546,No,1
25.0,female,High School,36759.0,6,RENT,5000.0,EDUCATION,7.9,0.14,3.0,604,No,0
24.0,male,High School,51327.0,2,MORTGAGE,22250.0,DEBTCONSOLIDATION,11.11,0.43,3.0,659,Yes,0
24.0,female,Associate,37077.0,2,RENT,5000.0,DEBTCONSOLIDATION,12.69,0.13,4.0,580,No,1
26.0,female,Associate,36993.0,3,RENT,5000.0,PERSONAL,11.01,0.14,2.0,531,Yes,0
23.0,male,Bachelor,44142.0,0,MORTGAGE,10750.0,HOMEIMPROVEMENT,11.01,0.24,3.0,608,No,1
22.0,male,High School,36924.0,2,RENT,5000.0,EDUCATION,11.01,0.14,2.0,641,No,0
23.0,male,Associate,37004.0,1,RENT,5000.0,HOMEIMPROVEMENT,12.99,0.14,2.0,660,No,1
22.0,male,Master,51456.0,0,OWN,9000.0,VENTURE,7.66,0.17,2.0,685,Yes,0
26.0,male,High School,36914.0,3,RENT,5000.0,MEDICAL,11.01,0.14,2.0,665,No,0
22.0,male,High School,36844.0,0,RENT,5000.0,HOMEIMPROVEMENT,8.88,0.14,3.0,614,No,1
23.0,male,High School,37085.0,0,RENT,5000.0,EDUCATION,11.01,0.13,3.0,568,Yes,0
25.0,male,Associate,36788.0,7,RENT,5000.0,EDUCATION,11.86,0.14,2.0,655,Yes,0
24.0,female,High School,51193.0,1,OWN,12000.0,VENTURE,7.66,0.23,3.0,588,Yes,0
