CustomerID,Age,Income,City,Plan,Tenure,MonthlySpend,SupportCalls,Contract,Churn
C0336,57.0,72174.0,Trichy,Basic,64.0,427.0,4.0,Annual,No
C0337,64.0,,Chennai,Standard,59.0,989.0,1.0,Annual,No
C0338,34.0,,Coimbatore,Basic,22.0,405.0,3.0,Monthly,Yes
C0339,29.0,113727.0,Trichy,Standard,65.0,1007.0,2.0,Monthly,No
C0340,63.0,114954.0,Chennai,Standard,38.0,1179.0,1.0,Monthly,No
C0341,49.0,105340.0,Salem,Premium,14.0,1422.0,2.0,Monthly,Yes
C0342,33.0,76636.0,Coimbatore,Premium,25.0,1950.0,3.0,Monthly,Yes
C0343,48.0,105116.0,Trichy,Standard,54.0,1037.0,2.0,Annual,No
C0344,43.0,70313.0,Trichy,Premium,60.0,2071.0,4.0,Annual,Yes
C0345,61.0,75273.0,Coimbatore,Basic,27.0,491.0,3.0,Monthly,Yes
C0346,31.0,41570.0,Salem,Standard,12.0,1271.0,0.0,Annual,Yes
C0347,65.0,80322.0,Coimbatore,Basic,14.0,589.0,1.0,Two-Year,No
C0348,63.0,71570.0,Madurai,Premium,8.0,1622.0,3.0,Annual,Yes
C0349,28.0,36131.0,Madurai,Premium,51.0,1592.0,4.0,Annual,No
C0350,27.0,68669.0,Salem,Premium,37.0,1399.0,0.0,Annual,No
C0351,44.0,67927.0,Chennai,Premium,33.0,2248.0,2.0,Monthly,No
C0352,,116737.0,Chennai,Premium,49.0,2206.0,5.0,Monthly,No
C0353,33.0,,,Basic,60.0,519.0,3.0,Two-Year,No
C0354,,70298.0,Madurai,Premium,58.0,1617.0,5.0,Annual,Yes
C0355,64.0,76468.0,Coimbatore,Standard,10.0,739.0,0.0,Annual,No
C0356,65.0,71150.0,Chennai,Standard,43.0,490.0,0.0,Two-Year,Yes
C0357,26.0,64724.0,Coimbatore,Standard,64.0,1182.0,2.0,Monthly,No
C0358,61.0,41857.0,Trichy,Basic,56.0,423.0,1.0,Monthly,Yes
C0359,24.0,66073.0,Chennai,Basic,24.0,625.0,3.0,Annual,No
C0360,54.0,50601.0,Coimbatore,Basic,29.0,358.0,1.0,Monthly,Yes
C0361,58.0,37492.0,Trichy,Basic,65.0,386.0,1.0,Annual,No
C0362,60.0,83292.0,Chennai,Standard,3.0,1202.0,4.0,Annual,No
C0363,30.0,80173.0,Salem,Premium,38.0,1691.0,2.0,Annual,No
C0364,61.0,23546.0,Chennai,Standard,9.0,973.0,3.0,Monthly,Yes
C0365,,,Trichy,Standard,65.0,1055.0,1.0,Annual,No
C0366,43.0,95888.0,Salem,Standard,3.0,1148.0,1.0,Monthly,No
C0367,41.0,97540.0,Trichy,Standard,2.0,1047.0,3.0,Two-Year,No
C0368,34.0,96672.0,Chennai,Basic,24.0,522.0,3.0,Monthly,Yes
C0369,21.0,71012.0,Madurai,Premium,15.0,1591.0,4.0,Two-Year,No
C0370,55.0,48029.0,Salem,Basic,36.0,844.0,3.0,Annual,No
C0371,35.0,41824.0,Chennai,Standard,22.0,1406.0,5.0,Monthly,Yes
C0372,50.0,78960.0,Chennai,Premium,26.0,1962.0,1.0,Annual,No
C0373,38.0,79861.0,Chennai,Standard,41.0,948.0,2.0,Monthly,Yes
C0374,37.0,103471.0,Trichy,Premium,41.0,1643.0,0.0,Monthly,Yes
C0375,60.0,98599.0,Salem,Basic,68.0,,1.0,Two-Year,Yes
C0376,24.0,66562.0,Madurai,Premium,35.0,1036.0,2.0,Annual,Yes
C0377,53.0,37651.0,Salem,Standard,41.0,1047.0,2.0,Monthly,Yes
C0378,54.0,61703.0,Madurai,Premium,49.0,2518.0,3.0,Annual,No
C0379,37.0,75648.0,Coimbatore,Standard,13.0,1081.0,5.0,Two-Year,No
C0380,32.0,64746.0,Coimbatore,Premium,49.0,1787.0,5.0,Annual,No
C0381,20.0,54975.0,Madurai,Premium,63.0,1848.0,4.0,Monthly,No
C0382,63.0,,Chennai,Standard,23.0,1023.0,4.0,Monthly,Yes
C0383,63.0,56897.0,Trichy,Premium,13.0,2119.0,3.0,Two-Year,Yes
C0384,31.0,53670.0,Salem,Standard,25.0,802.0,4.0,Monthly,No
C0385,21.0,78098.0,Coimbatore,,20.0,965.0,0.0,Monthly,Yes
C0386,25.0,59548.0,Madurai,Premium,43.0,2057.0,1.0,Annual,No
C0387,23.0,76347.0,Chennai,Standard,63.0,1315.0,0.0,Monthly,No
C0388,58.0,77103.0,Trichy,Standard,43.0,,2.0,Two-Year,No
C0389,61.0,40375.0,Trichy,Basic,10.0,552.0,5.0,Monthly,Yes
C0390,27.0,57488.0,Trichy,Basic,23.0,657.0,0.0,Annual,No
C0391,54.0,107382.0,Coimbatore,Premium,50.0,1405.0,3.0,Two-Year,No
C0392,28.0,,Chennai,Standard,24.0,1006.0,0.0,Two-Year,Yes
C0393,36.0,18000.0,Chennai,Standard,43.0,1281.0,4.0,Two-Year,Yes
C0394,47.0,21592.0,Chennai,Basic,50.0,459.0,0.0,Two-Year,No
C0395,53.0,70757.0,Chennai,Standard,24.0,813.0,2.0,Monthly,No
C0396,60.0,70804.0,Chennai,Premium,47.0,1858.0,2.0,Two-Year,No
C0397,22.0,66942.0,Trichy,Premium,29.0,2206.0,0.0,Two-Year,Yes
C0398,29.0,101569.0,Chennai,Basic,10.0,682.0,3.0,Annual,No
C0399,32.0,18000.0,Chennai,Standard,27.0,759.0,1.0,Monthly,No
C0400,34.0,80294.0,Salem,Standard,32.0,918.0,4.0,Monthly,Yes
C0401,65.0,110597.0,Madurai,Standard,1.0,687.0,3.0,Annual,Yes
C0402,55.0,40678.0,Salem,Standard,65.0,867.0,2.0,Annual,No
C0403,34.0,60125.0,Madurai,Standard,39.0,1266.0,3.0,Monthly,No
C0404,64.0,50425.0,Trichy,Standard,3.0,1123.0,6.0,Monthly,Yes
C0405,42.0,,Madurai,Standard,63.0,1084.0,1.0,Annual,No
C0406,43.0,61517.0,Madurai,,62.0,869.0,3.0,Monthly,No
C0407,,107115.0,Salem,Standard,1.0,774.0,1.0,Two-Year,No
C0408,26.0,117772.0,Coimbatore,Premium,12.0,2020.0,2.0,Monthly,Yes
C0409,62.0,61266.0,Coimbatore,Standard,27.0,1042.0,2.0,Monthly,No
C0410,20.0,119532.0,Coimbatore,Basic,37.0,544.0,1.0,Monthly,No
C0411,28.0,70925.0,Chennai,Premium,53.0,1377.0,1.0,Two-Year,No
C0412,30.0,115596.0,Salem,Premium,31.0,1460.0,3.0,Two-Year,No
C0413,32.0,67574.0,Chennai,Basic,45.0,543.0,1.0,Monthly,No
C0414,26.0,73408.0,Chennai,Standard,1.0,1054.0,3.0,Monthly,Yes
C0415,20.0,79502.0,Chennai,Basic,48.0,463.0,2.0,Monthly,No
C0416,51.0,152650.0,Salem,Standard,66.0,1014.0,1.0,Monthly,No
C0417,64.0,92133.0,Coimbatore,Basic,38.0,542.0,4.0,Annual,No
C0418,25.0,51611.0,Madurai,Standard,33.0,733.0,1.0,Monthly,Yes
C0419,33.0,95194.0,Trichy,Basic,22.0,553.0,3.0,Annual,No
C0420,43.0,60592.0,Chennai,Standard,69.0,1268.0,2.0,Monthly,No
C0421,62.0,57266.0,Salem,Premium,3.0,1630.0,2.0,Monthly,Yes
C0422,51.0,93624.0,Coimbatore,Standard,21.0,934.0,2.0,Monthly,Yes
C0423,55.0,70808.0,Chennai,Premium,10.0,1934.0,2.0,Monthly,No
C0424,46.0,77243.0,Madurai,Premium,63.0,964.0,2.0,Monthly,Yes
C0425,39.0,70364.0,Trichy,Premium,35.0,2477.0,6.0,Monthly,No
C0426,,78751.0,Chennai,Basic,67.0,711.0,5.0,Monthly,No
C0427,59.0,81049.0,Madurai,Premium,48.0,1695.0,1.0,Two-Year,No
C0428,56.0,19639.0,Chennai,Basic,41.0,495.0,0.0,Monthly,No
C0429,21.0,87331.0,Madurai,Standard,38.0,893.0,2.0,Monthly,No
C0430,52.0,44467.0,Madurai,Premium,15.0,1884.0,2.0,Monthly,No
C0431,23.0,32500.0,Madurai,Standard,41.0,,1.0,Annual,No
C0432,53.0,68481.0,Madurai,Standard,50.0,,4.0,Two-Year,Yes
C0433,57.0,72184.0,Chennai,Standard,70.0,1438.0,0.0,Annual,Yes
C0434,26.0,51969.0,Madurai,Premium,40.0,1889.0,0.0,Annual,No
C0435,39.0,,Madurai,Standard,68.0,836.0,3.0,Annual,Yes
C0436,25.0,35103.0,Madurai,Standard,69.0,1082.0,3.0,Monthly,No
C0437,46.0,59419.0,Chennai,Premium,38.0,1836.0,2.0,Two-Year,No
C0438,62.0,54793.0,Coimbatore,Basic,32.0,754.0,5.0,Annual,Yes
C0439,23.0,68789.0,Coimbatore,Basic,11.0,470.0,2.0,Monthly,No
C0440,38.0,77250.0,Chennai,Standard,20.0,970.0,3.0,Annual,No
C0441,64.0,43795.0,Chennai,Premium,64.0,1880.0,2.0,Monthly,No
C0442,33.0,88831.0,Coimbatore,Basic,10.0,520.0,2.0,Monthly,Yes
C0443,26.0,71638.0,Salem,Basic,29.0,639.0,1.0,Two-Year,No
C0444,42.0,20809.0,Chennai,Basic,51.0,643.0,4.0,Monthly,No
C0445,43.0,19077.0,Salem,Premium,18.0,1778.0,1.0,Annual,No
C0446,50.0,69680.0,,Basic,71.0,519.0,2.0,Two-Year,No
C0447,34.0,64255.0,,Standard,47.0,937.0,4.0,Annual,No
C0448,63.0,,Coimbatore,Premium,3.0,1715.0,3.0,Monthly,Yes
C0449,43.0,69272.0,Coimbatore,Basic,18.0,453.0,3.0,Annual,Yes
C0450,,75865.0,Madurai,Standard,54.0,987.0,3.0,Annual,No
C0451,64.0,94639.0,Trichy,Standard,63.0,1091.0,0.0,Monthly,Yes
C0452,,41111.0,Coimbatore,Premium,67.0,1613.0,3.0,Monthly,No
C0453,42.0,39529.0,Madurai,Standard,62.0,1019.0,4.0,Annual,No
C0454,21.0,41574.0,Madurai,Standard,6.0,1262.0,0.0,Two-Year,No
C0455,47.0,77512.0,Salem,Basic,53.0,584.0,1.0,Monthly,No
C0456,45.0,102369.0,Chennai,Standard,8.0,786.0,2.0,Monthly,Yes
C0457,26.0,58785.0,Coimbatore,Premium,6.0,,2.0,Two-Year,No
C0458,49.0,,Coimbatore,Basic,50.0,467.0,3.0,Monthly,No
C0459,58.0,25696.0,Trichy,Standard,35.0,896.0,2.0,Monthly,No
C0460,24.0,48341.0,Coimbatore,Premium,47.0,1952.0,3.0,Annual,No
C0461,53.0,55499.0,Coimbatore,Basic,62.0,671.0,1.0,Monthly,No
C0462,26.0,59382.0,Trichy,Basic,5.0,521.0,2.0,Monthly,Yes
C0463,54.0,71003.0,Coimbatore,Standard,38.0,1105.0,1.0,Annual,No
C0464,,61895.0,Chennai,Basic,61.0,400.0,1.0,,No
C0465,20.0,97283.0,Chennai,Basic,32.0,580.0,0.0,,Yes
C0466,64.0,52424.0,Chennai,Standard,38.0,,1.0,Monthly,No
C0467,27.0,47580.0,Chennai,Basic,36.0,583.0,1.0,Annual,No
C0468,47.0,82451.0,Coimbatore,Standard,66.0,1083.0,5.0,Annual,No
C0469,28.0,30073.0,Salem,Standard,4.0,1429.0,2.0,Annual,No
C0470,62.0,80132.0,Salem,Standard,64.0,1273.0,1.0,Annual,No
C0471,53.0,72666.0,Chennai,Basic,59.0,512.0,2.0,Annual,No
C0472,57.0,66166.0,Madurai,Premium,59.0,1811.0,2.0,Two-Year,No
C0473,39.0,111295.0,Chennai,Basic,30.0,449.0,1.0,Two-Year,No
C0474,41.0,53823.0,Trichy,Premium,38.0,1587.0,2.0,Monthly,No
C0475,49.0,123568.0,Chennai,Standard,27.0,910.0,2.0,Two-Year,No
C0476,56.0,64139.0,Madurai,Premium,19.0,1971.0,4.0,Two-Year,Yes
C0477,58.0,,Coimbatore,Basic,64.0,632.0,3.0,Monthly,No
C0478,20.0,71818.0,Madurai,Basic,37.0,757.0,2.0,Monthly,Yes
C0479,50.0,42018.0,Coimbatore,Standard,53.0,1265.0,4.0,Annual,No
C0480,25.0,50454.0,Salem,Basic,8.0,536.0,3.0,Monthly,Yes
C0481,33.0,,Chennai,Basic,57.0,731.0,3.0,Annual,No
C0482,58.0,84445.0,Trichy,Standard,48.0,1041.0,1.0,Annual,No
C0483,31.0,53824.0,Coimbatore,Premium,72.0,1964.0,0.0,Monthly,No
C0484,56.0,95673.0,Salem,Basic,10.0,551.0,3.0,Monthly,Yes
C0485,41.0,100095.0,Salem,Premium,39.0,1751.0,1.0,Two-Year,No
C0486,30.0,107344.0,Trichy,Premium,37.0,1504.0,1.0,Monthly,No
C0487,35.0,83765.0,Chennai,Premium,39.0,1888.0,1.0,Annual,No
C0488,44.0,105449.0,Chennai,Standard,4.0,813.0,1.0,Monthly,Yes
C0489,55.0,21099.0,Chennai,Standard,35.0,795.0,3.0,Monthly,Yes
C0490,47.0,61734.0,Chennai,Standard,22.0,1252.0,2.0,Annual,Yes
C0491,62.0,47458.0,Madurai,Standard,45.0,1265.0,3.0,Monthly,Yes
C0492,59.0,73100.0,Trichy,Premium,17.0,2507.0,1.0,Annual,No
C0493,54.0,55142.0,Trichy,Basic,32.0,530.0,3.0,Annual,No
C0494,47.0,65680.0,Madurai,Basic,45.0,574.0,0.0,Monthly,No
C0495,33.0,118937.0,Madurai,Basic,5.0,403.0,2.0,Monthly,Yes
C0496,38.0,65587.0,Trichy,Premium,57.0,1904.0,2.0,Annual,No
C0497,25.0,80759.0,Trichy,Standard,52.0,1362.0,3.0,Annual,No
C0498,37.0,63961.0,Chennai,Standard,5.0,1147.0,0.0,Annual,No
C0499,62.0,71969.0,Madurai,Premium,5.0,1805.0,1.0,Annual,No
C0500,39.0,,Salem,Premium,62.0,1336.0,1.0,Monthly,Yes
C0501,25.0,,Coimbatore,Basic,21.0,814.0,6.0,Monthly,No
C0502,49.0,100298.0,Coimbatore,Premium,62.0,1650.0,7.0,Annual,Yes
C0503,64.0,112832.0,Trichy,Premium,36.0,1841.0,3.0,Annual,No
C0504,59.0,78050.0,Trichy,Basic,25.0,529.0,1.0,Annual,No
C0505,32.0,85328.0,Trichy,Premium,20.0,1699.0,1.0,Monthly,Yes
C0506,40.0,40078.0,Salem,Standard,48.0,956.0,2.0,Annual,No
C0507,,67715.0,Chennai,Standard,8.0,1002.0,3.0,Annual,No
C0508,31.0,94448.0,Coimbatore,Standard,29.0,914.0,7.0,Monthly,Yes
C0509,32.0,92515.0,Madurai,Basic,25.0,434.0,2.0,Annual,Yes
C0510,30.0,75502.0,Madurai,Basic,12.0,532.0,3.0,Annual,Yes
C0511,65.0,93046.0,Coimbatore,Basic,26.0,530.0,2.0,Monthly,Yes
C0512,54.0,82760.0,Madurai,Basic,39.0,482.0,2.0,Monthly,No
C0513,58.0,,Coimbatore,Standard,49.0,1045.0,4.0,Monthly,Yes
C0514,57.0,77523.0,Salem,Standard,7.0,1202.0,3.0,Two-Year,No
C0515,64.0,60752.0,Coimbatore,Basic,63.0,657.0,0.0,Monthly,No
C0516,24.0,78732.0,Coimbatore,Standard,64.0,901.0,3.0,Monthly,Yes
C0517,60.0,18000.0,Chennai,Standard,50.0,1036.0,2.0,Monthly,Yes
C0518,23.0,79955.0,Chennai,Standard,67.0,722.0,3.0,Monthly,Yes
C0519,41.0,18000.0,Trichy,Premium,31.0,1631.0,4.0,Monthly,Yes
C0520,47.0,25190.0,Coimbatore,Standard,60.0,1422.0,6.0,Annual,No
C0521,36.0,81746.0,Chennai,Premium,53.0,2053.0,3.0,Monthly,No
C0522,26.0,82416.0,Salem,Basic,41.0,636.0,3.0,Monthly,Yes
C0523,28.0,39777.0,Madurai,Standard,13.0,1160.0,1.0,Monthly,Yes
C0524,57.0,51485.0,Chennai,Premium,41.0,2192.0,2.0,Monthly,No
C0525,34.0,,Coimbatore,Premium,65.0,2162.0,2.0,Monthly,No
C0526,34.0,57415.0,Chennai,Standard,71.0,1163.0,2.0,Annual,No
C0527,62.0,128316.0,Madurai,Standard,33.0,1096.0,3.0,Annual,No
C0528,26.0,69950.0,Chennai,Standard,18.0,962.0,1.0,Annual,No
C0529,62.0,80609.0,Chennai,Standard,54.0,933.0,1.0,Monthly,No
C0530,62.0,112039.0,Chennai,Premium,6.0,1421.0,3.0,Two-Year,No
C0531,47.0,73407.0,Madurai,Premium,11.0,1775.0,0.0,Annual,No
C0532,27.0,,Chennai,Standard,41.0,850.0,1.0,Monthly,No
C0533,27.0,67147.0,Salem,Basic,72.0,539.0,2.0,Monthly,Yes
C0534,33.0,69074.0,Chennai,Standard,24.0,1111.0,1.0,Annual,Yes
C0535,46.0,34517.0,Madurai,Basic,32.0,524.0,3.0,Monthly,Yes
C0536,,63348.0,Coimbatore,Basic,24.0,531.0,2.0,Monthly,Yes
C0537,40.0,50703.0,Coimbatore,Basic,32.0,531.0,1.0,Annual,No
C0538,25.0,94033.0,Chennai,Standard,1.0,557.0,3.0,Monthly,Yes
C0539,44.0,,Salem,Basic,43.0,404.0,1.0,Two-Year,No
C0540,20.0,62647.0,Trichy,Basic,43.0,451.0,2.0,Monthly,No
C0541,52.0,67239.0,Chennai,Basic,23.0,250.0,3.0,Monthly,No
C0542,22.0,75801.0,Chennai,Premium,20.0,1682.0,4.0,Monthly,Yes
C0543,28.0,86037.0,,Standard,55.0,1253.0,3.0,Monthly,No
C0544,28.0,44007.0,Madurai,Basic,14.0,489.0,5.0,Two-Year,No
C0545,58.0,42919.0,Chennai,Basic,4.0,683.0,1.0,Annual,No
C0546,22.0,98722.0,Chennai,Standard,3.0,1085.0,1.0,Two-Year,Yes
C0547,39.0,59279.0,Madurai,Basic,64.0,559.0,2.0,Annual,No
C0548,47.0,33162.0,,Standard,27.0,1392.0,1.0,Monthly,Yes
C0549,43.0,81539.0,Madurai,Standard,8.0,791.0,3.0,Monthly,Yes
C0550,51.0,82048.0,Trichy,Premium,64.0,2254.0,2.0,Monthly,No
C0551,56.0,30201.0,Coimbatore,Basic,11.0,452.0,4.0,Two-Year,No
C0552,38.0,75967.0,Coimbatore,Standard,25.0,1100.0,3.0,Annual,No
C0553,58.0,89125.0,Coimbatore,Basic,2.0,497.0,2.0,Monthly,Yes
C0554,34.0,,Coimbatore,Premium,49.0,1789.0,1.0,Annual,No
C0555,65.0,86432.0,Chennai,Premium,51.0,2065.0,4.0,Annual,No
C0556,43.0,33489.0,,Standard,55.0,1038.0,4.0,Monthly,No
C0557,53.0,78607.0,Coimbatore,Standard,19.0,949.0,0.0,Annual,No
C0558,60.0,62132.0,Salem,Basic,24.0,408.0,4.0,Annual,No
C0559,56.0,57447.0,Chennai,Premium,68.0,1857.0,2.0,Two-Year,No
C0560,59.0,92634.0,Coimbatore,Standard,60.0,1244.0,0.0,Monthly,No
C0561,44.0,108461.0,Madurai,Basic,3.0,616.0,3.0,Monthly,No
C0562,21.0,116654.0,Madurai,Standard,50.0,1191.0,4.0,Monthly,No
C0563,42.0,104185.0,Salem,Standard,59.0,1059.0,4.0,Two-Year,No
C0564,28.0,67147.0,Salem,Premium,41.0,1968.0,1.0,Two-Year,No
C0565,60.0,79171.0,Salem,Standard,47.0,1004.0,0.0,,No
C0566,30.0,89937.0,Chennai,Standard,1.0,,3.0,,Yes
C0567,30.0,73151.0,Coimbatore,Standard,3.0,925.0,2.0,Monthly,Yes
C0568,31.0,73400.0,Madurai,Basic,3.0,772.0,5.0,,No
C0569,49.0,91418.0,Chennai,Standard,12.0,1092.0,1.0,Monthly,No
C0570,46.0,68459.0,Chennai,,72.0,643.0,4.0,Annual,No
C0571,63.0,51039.0,Chennai,Premium,46.0,1864.0,3.0,Two-Year,No
C0572,39.0,59224.0,Coimbatore,Standard,57.0,1126.0,1.0,Monthly,No
C0573,32.0,86482.0,Coimbatore,Standard,22.0,903.0,2.0,Monthly,No
C0574,22.0,70078.0,Chennai,Basic,68.0,554.0,1.0,Monthly,No
C0575,20.0,78845.0,Salem,Basic,15.0,617.0,3.0,Monthly,Yes
C0576,37.0,87422.0,Trichy,Standard,65.0,821.0,4.0,Annual,No
C0577,62.0,60254.0,Chennai,Basic,3.0,473.0,4.0,Monthly,Yes
C0578,44.0,89662.0,Trichy,Basic,2.0,616.0,1.0,Monthly,No
C0579,61.0,79850.0,Chennai,Premium,6.0,1987.0,1.0,Monthly,No
C0580,24.0,37895.0,Trichy,Standard,58.0,975.0,1.0,Monthly,No
C0581,24.0,107500.0,Trichy,Standard,19.0,882.0,3.0,Annual,No
C0582,58.0,56981.0,Chennai,Standard,33.0,958.0,3.0,Annual,No
C0583,24.0,26968.0,Salem,Premium,34.0,1967.0,1.0,Annual,No
C0584,22.0,42829.0,Trichy,Basic,57.0,,5.0,Annual,No
C0585,38.0,43453.0,Trichy,Premium,26.0,1787.0,3.0,Monthly,No
C0586,62.0,71357.0,Trichy,Premium,1.0,2294.0,3.0,Annual,No
C0587,51.0,62880.0,Madurai,Standard,28.0,978.0,3.0,Monthly,Yes
C0588,24.0,61242.0,Chennai,Standard,21.0,862.0,2.0,Two-Year,No
C0589,58.0,86112.0,Salem,Standard,53.0,973.0,1.0,Monthly,No
C0590,58.0,78837.0,Madurai,Standard,55.0,578.0,1.0,Monthly,No
C0591,56.0,78217.0,Madurai,Standard,7.0,1028.0,2.0,Monthly,Yes
C0592,61.0,80656.0,Coimbatore,Standard,58.0,1019.0,3.0,Annual,No
C0593,31.0,86020.0,Madurai,Basic,6.0,524.0,3.0,Monthly,Yes
C0594,65.0,18000.0,Chennai,Basic,45.0,433.0,0.0,Two-Year,No
C0595,,60525.0,Salem,Standard,29.0,1259.0,2.0,Monthly,Yes
C0596,56.0,18000.0,Chennai,Basic,22.0,458.0,1.0,Two-Year,No
C0597,46.0,70938.0,Salem,Standard,35.0,1275.0,1.0,Annual,No
C0598,55.0,,Salem,Standard,23.0,1041.0,5.0,Monthly,Yes
C0599,48.0,97184.0,Coimbatore,Premium,58.0,1438.0,0.0,Monthly,No
C0600,49.0,100878.0,Coimbatore,Basic,70.0,477.0,1.0,Monthly,No
C0601,48.0,75272.0,Coimbatore,Standard,59.0,1178.0,4.0,Two-Year,No
C0602,55.0,56991.0,Trichy,Standard,32.0,911.0,0.0,Two-Year,No
C0603,53.0,82614.0,Salem,Basic,37.0,429.0,1.0,Monthly,Yes
C0604,26.0,56274.0,Coimbatore,Basic,33.0,587.0,4.0,Monthly,Yes
C0605,57.0,69964.0,Chennai,Basic,58.0,532.0,2.0,Monthly,Yes
C0606,44.0,95640.0,Chennai,Basic,40.0,964.0,1.0,Monthly,Yes
C0607,34.0,55498.0,Coimbatore,Basic,34.0,584.0,2.0,Annual,No
C0608,43.0,90948.0,Trichy,Standard,30.0,725.0,1.0,Monthly,Yes
C0609,64.0,,Salem,Standard,28.0,667.0,2.0,Monthly,No
C0610,59.0,45175.0,Chennai,Basic,40.0,329.0,4.0,Two-Year,No
C0611,58.0,95321.0,Trichy,Basic,50.0,561.0,1.0,Annual,No
C0612,41.0,88163.0,Coimbatore,Basic,32.0,789.0,0.0,Annual,Yes
C0613,56.0,72650.0,Trichy,Standard,59.0,1049.0,0.0,Monthly,Yes
C0614,37.0,50180.0,Chennai,Basic,60.0,342.0,4.0,Two-Year,No
C0615,51.0,47661.0,Madurai,Standard,31.0,,2.0,Annual,No
C0616,49.0,,Trichy,Basic,66.0,725.0,2.0,Annual,No
C0617,31.0,84107.0,Chennai,Basic,13.0,595.0,3.0,Monthly,Yes
C0618,32.0,45154.0,Madurai,,68.0,1961.0,2.0,Two-Year,No
C0619,22.0,81375.0,Trichy,Basic,22.0,468.0,1.0,Annual,No
C0620,26.0,37714.0,Chennai,Basic,41.0,483.0,2.0,Two-Year,No
C0621,39.0,64694.0,Chennai,,21.0,593.0,3.0,Annual,Yes
C0622,41.0,72851.0,,Premium,32.0,2053.0,3.0,Annual,No
C0623,27.0,,Coimbatore,Standard,25.0,1063.0,1.0,Annual,No
C0624,39.0,,Chennai,Standard,51.0,1056.0,1.0,Two-Year,No
C0625,47.0,108272.0,Coimbatore,Premium,6.0,1744.0,3.0,,Yes
C0626,30.0,73896.0,Salem,Basic,61.0,391.0,3.0,Monthly,Yes
C0627,35.0,80690.0,Chennai,Premium,66.0,2265.0,1.0,Annual,No
C0628,36.0,73077.0,Coimbatore,Basic,41.0,389.0,5.0,Annual,No
C0629,43.0,81563.0,Salem,Standard,40.0,997.0,1.0,Annual,No
C0630,36.0,66004.0,,Standard,51.0,1114.0,4.0,Annual,No
C0631,53.0,107805.0,Salem,Standard,15.0,669.0,5.0,Annual,No
C0632,35.0,58132.0,Coimbatore,Premium,54.0,1828.0,0.0,Annual,No
C0633,39.0,99438.0,Trichy,Basic,16.0,539.0,4.0,Monthly,No
C0634,37.0,53246.0,Madurai,Premium,49.0,2247.0,4.0,Two-Year,No
C0635,28.0,68433.0,Chennai,Standard,23.0,964.0,2.0,Monthly,No
C0636,51.0,42129.0,Trichy,Standard,54.0,1041.0,2.0,Annual,No
C0637,30.0,81831.0,Coimbatore,Premium,57.0,1798.0,0.0,Two-Year,No
C0638,33.0,107573.0,Chennai,Basic,16.0,460.0,6.0,,Yes
C0639,56.0,67989.0,Chennai,Premium,45.0,2189.0,2.0,Monthly,No
C0640,63.0,64881.0,Madurai,Standard,36.0,1057.0,3.0,Monthly,No
C0641,50.0,41020.0,Chennai,Standard,22.0,1125.0,2.0,Annual,No
C0642,62.0,64038.0,Chennai,Basic,43.0,590.0,2.0,Monthly,Yes
C0643,59.0,28587.0,Chennai,Standard,72.0,1203.0,2.0,Monthly,No
C0644,42.0,46265.0,Coimbatore,Standard,1.0,927.0,0.0,Two-Year,No
C0645,55.0,75896.0,Coimbatore,Standard,69.0,873.0,7.0,Monthly,No
C0646,35.0,104294.0,Madurai,Basic,62.0,560.0,3.0,Annual,No
C0647,41.0,143039.0,Chennai,Basic,39.0,380.0,2.0,Annual,No
C0648,44.0,54749.0,Chennai,Premium,44.0,2033.0,2.0,Monthly,Yes
C0649,64.0,107318.0,Madurai,Basic,27.0,547.0,1.0,Monthly,No
C0650,59.0,76338.0,Coimbatore,Standard,10.0,1285.0,2.0,Two-Year,No
C0651,42.0,66068.0,Madurai,Premium,42.0,1808.0,1.0,Annual,No
C0652,50.0,81247.0,Chennai,Basic,59.0,,2.0,Monthly,Yes
C0653,29.0,71610.0,Chennai,Basic,17.0,463.0,3.0,Annual,No
C0654,57.0,72870.0,Chennai,Standard,52.0,1415.0,3.0,Annual,No
C0655,45.0,59383.0,Coimbatore,Basic,54.0,670.0,4.0,Monthly,No
C0656,44.0,,Coimbatore,Standard,55.0,1136.0,2.0,Annual,No
C0657,55.0,29866.0,Salem,Standard,25.0,809.0,0.0,Annual,No
C0658,49.0,,Coimbatore,Standard,29.0,1050.0,2.0,Monthly,Yes
C0659,23.0,62806.0,Madurai,,30.0,1142.0,2.0,Two-Year,No
C0660,33.0,54502.0,Madurai,Standard,62.0,1005.0,3.0,Monthly,No
C0661,28.0,70221.0,Chennai,Standard,65.0,1244.0,3.0,Monthly,No
C0662,53.0,90668.0,Coimbatore,Basic,30.0,353.0,2.0,Monthly,Yes
C0663,21.0,74689.0,Coimbatore,Standard,70.0,880.0,1.0,Annual,No
C0664,29.0,52943.0,Coimbatore,Premium,42.0,1490.0,3.0,Annual,Yes
C0665,47.0,101884.0,Chennai,Standard,28.0,892.0,2.0,Two-Year,No
C0666,51.0,111059.0,Salem,Standard,1.0,1339.0,3.0,Monthly,Yes
C0667,43.0,82858.0,Trichy,Basic,44.0,615.0,0.0,Annual,No
C0668,59.0,95315.0,Chennai,Basic,47.0,804.0,3.0,Annual,No
C0669,62.0,102291.0,Madurai,Basic,70.0,717.0,1.0,Monthly,Yes
C0670,26.0,99383.0,Salem,Basic,52.0,519.0,1.0,Monthly,No
C0671,63.0,85967.0,Chennai,Premium,3.0,1589.0,1.0,Annual,No
