InvoiceNo,InvoiceDate,CustomerID,Description,Category,Quantity,UnitPrice,Profile_Source_For_Mentor,TotalAmount
501612,2025-02-28,10237,Water Bottle,Lifestyle,2,226.42,Champions,452.84
501647,2025-02-28,10243,Bread,Grocery,1,45.03,Loyal,45.03
501647,2025-02-28,10243,Butter,Grocery,2,93.3,Loyal,186.6
501647,2025-02-28,10243,Jam,Grocery,1,114.96,Loyal,114.96
501860,2025-02-28,10280,Yoga Mat,Fitness,2,604.62,Lost,1209.24
501860,2025-02-28,10280,Protein Bar,Fitness,1,94.13,Lost,94.13
501860,2025-02-28,10280,Water Bottle,Lifestyle,4,232.27,Lost,929.08
501860,2025-02-28,10280,Yoga Mat,Fitness,1,611.76,Lost,611.76
502037,2025-02-28,10305,Phone Case,Tech,1,288.45,High Value Rare,288.45
502037,2025-02-28,10305,Screen Guard,Tech,1,210.12,High Value Rare,210.12
502037,2025-02-28,10305,USB Cable,Tech,1,183.51,High Value Rare,183.51
502183,2025-02-28,10327,Tea Pack,Grocery,1,114.02,At Risk,114.02
502183,2025-02-28,10327,Sugar,Grocery,1,53.78,At Risk,53.78
502183,2025-02-28,10327,Milk,Grocery,1,36.38,At Risk,36.38
502183,2025-02-28,10327,Novel,Books,1,258.75,At Risk,258.75
502221,2025-02-28,10331,Novel,Books,3,262.37,At Risk,787.11
502221,2025-02-28,10331,Exam Guide,Books,2,446.09,At Risk,892.18
502221,2025-02-28,10331,Dog Food,Pet Care,1,795.53,At Risk,795.53
500109,2025-03-01,10016,Lunch Box,Lifestyle,1,373.44,Loyal,373.44
500109,2025-03-01,10016,Water Bottle,Lifestyle,1,266.58,Loyal,266.58
500138,2025-03-01,10021,Lunch Box,Lifestyle,1,343.27,Champions,343.27
500138,2025-03-01,10021,Water Bottle,Lifestyle,1,236.55,Champions,236.55
500138,2025-03-01,10021,Water Bottle,Lifestyle,1,256.34,Champions,256.34
500184,2025-03-01,10029,Dog Food,Pet Care,1,800.26,Champions,800.26
500184,2025-03-01,10029,Pet Shampoo,Pet Care,1,241.07,Champions,241.07
500403,2025-03-01,10060,Phone Case,Tech,1,291.36,Loyal,291.36
500403,2025-03-01,10060,Screen Guard,Tech,1,204.41,Loyal,204.41
500403,2025-03-01,10060,USB Cable,Tech,2,191.59,Loyal,383.18
500949,2025-03-01,10143,Tea Pack,Grocery,1,111.21,Loyal,111.21
500949,2025-03-01,10143,Sugar,Grocery,2,52.16,Loyal,104.32
500949,2025-03-01,10143,Milk,Grocery,1,33.8,Loyal,33.8
500949,2025-03-01,10143,Screen Guard,Tech,1,183.82,Loyal,183.82
501259,2025-03-01,10186,Bread,Grocery,1,44.98,Lost,44.98
501259,2025-03-01,10186,Butter,Grocery,1,101.04,Lost,101.04
501259,2025-03-01,10186,Jam,Grocery,1,106.52,Lost,106.52
501259,2025-03-01,10186,Baby Wipes,Baby Care,1,182.33,Lost,182.33
501607,2025-03-01,10236,Dog Food,Pet Care,2,782.3,Loyal,1564.6
501607,2025-03-01,10236,Pet Shampoo,Pet Care,2,264.12,Loyal,528.24
501892,2025-03-01,10284,Dog Food,Pet Care,3,824.86,New,2474.58
501892,2025-03-01,10284,Pet Shampoo,Pet Care,1,261.57,New,261.57
501973,2025-03-01,10296,Tea Pack,Grocery,1,127.8,Lost,127.8
501973,2025-03-01,10296,Sugar,Grocery,1,59.42,Lost,59.42
501973,2025-03-01,10296,Milk,Grocery,2,34.29,Lost,68.58
501973,2025-03-01,10296,Jam,Grocery,1,96.96,Lost,96.96
502242,2025-03-01,10333,Phone Case,Tech,1,302.91,Champions,302.91
502242,2025-03-01,10333,Screen Guard,Tech,1,199.18,Champions,199.18
502242,2025-03-01,10333,USB Cable,Tech,1,186.7,Champions,186.7
502242,2025-03-01,10333,Jam,Grocery,1,117.6,Champions,117.6
500275,2025-03-02,10040,Dog Food,Pet Care,1,838.43,Champions,838.43
500275,2025-03-02,10040,Pet Shampoo,Pet Care,1,262.23,Champions,262.23
500306,2025-03-02,10044,Dog Food,Pet Care,1,738.21,Loyal,738.21
500306,2025-03-02,10044,Pet Shampoo,Pet Care,1,265.8,Loyal,265.8
500306,2025-03-02,10044,USB Cable,Tech,2,185.41,Loyal,370.82
500480,2025-03-02,10072,Dog Food,Pet Care,2,832.13,Champions,1664.26
500480,2025-03-02,10072,Pet Shampoo,Pet Care,3,281.74,Champions,845.22
500680,2025-03-02,10100,Phone Case,Tech,3,277.51,Champions,832.53
500680,2025-03-02,10100,Screen Guard,Tech,1,192.24,Champions,192.24
500680,2025-03-02,10100,USB Cable,Tech,1,193.09,Champions,193.09
501156,2025-03-02,10170,Novel,Books,1,254.78,At Risk,254.78
501156,2025-03-02,10170,Exam Guide,Books,2,369.26,At Risk,738.52
501379,2025-03-02,10206,Bread,Grocery,1,48.28,Champions,48.28
501379,2025-03-02,10206,Butter,Grocery,1,96.38,Champions,96.38
501379,2025-03-02,10206,Jam,Grocery,1,118.78,Champions,118.78
501535,2025-03-02,10224,Yoga Mat,Fitness,2,695.82,Loyal,1391.64
501535,2025-03-02,10224,Protein Bar,Fitness,1,90.29,Loyal,90.29
501535,2025-03-02,10224,Water Bottle,Lifestyle,1,252.16,Loyal,252.16
501535,2025-03-02,10224,Baby Wipes,Baby Care,2,181.36,Loyal,362.72
501613,2025-03-02,10237,Dog Food,Pet Care,1,783.78,Champions,783.78
501613,2025-03-02,10237,Pet Shampoo,Pet Care,2,262.62,Champions,525.24
501675,2025-03-02,10247,Phone Case,Tech,1,256.41,High Value Rare,256.41
501675,2025-03-02,10247,Screen Guard,Tech,2,184.66,High Value Rare,369.32
501675,2025-03-02,10247,USB Cable,Tech,1,181.61,High Value Rare,181.61
501862,2025-03-02,10281,Lunch Box,Lifestyle,1,356.6,Loyal,356.6
501862,2025-03-02,10281,Water Bottle,Lifestyle,1,244.4,Loyal,244.4
501862,2025-03-02,10281,Pet Shampoo,Pet Care,1,237.88,Loyal,237.88
502025,2025-03-02,10303,Novel,Books,2,266.37,At Risk,532.74
502025,2025-03-02,10303,Exam Guide,Books,3,408.6,At Risk,1225.8
502025,2025-03-02,10303,Tea Pack,Grocery,1,118.53,At Risk,118.53
502351,2025-03-02,10347,Baby Diapers,Baby Care,2,569.68,Champions,1139.36
502351,2025-03-02,10347,Baby Wipes,Baby Care,2,177.53,Champions,355.06
502351,2025-03-02,10347,Baby Lotion,Baby Care,4,229.31,Champions,917.24
500034,2025-03-03,10005,Coffee Powder,Grocery,1,180.63,Champions,180.63
500034,2025-03-03,10005,Sugar,Grocery,1,56.46,Champions,56.46
500034,2025-03-03,10005,Milk,Grocery,2,37.53,Champions,75.06
500034,2025-03-03,10005,Bluetooth Earbuds,Tech,1,1525.21,Champions,1525.21
500356,2025-03-03,10056,Lunch Box,Lifestyle,1,348.4,Champions,348.4
500356,2025-03-03,10056,Water Bottle,Lifestyle,2,225.08,Champions,450.16
500469,2025-03-03,10070,Dog Food,Pet Care,1,729.24,Lost,729.24
500469,2025-03-03,10070,Pet Shampoo,Pet Care,2,266.08,Lost,532.16
500481,2025-03-03,10072,Phone Case,Tech,3,322.21,Champions,966.63
500481,2025-03-03,10072,Screen Guard,Tech,1,177.99,Champions,177.99
500481,2025-03-03,10072,USB Cable,Tech,1,199.42,Champions,199.42
500512,2025-03-03,10077,Bread,Grocery,1,41.67,Champions,41.67
500512,2025-03-03,10077,Butter,Grocery,1,100.54,Champions,100.54
500512,2025-03-03,10077,Jam,Grocery,1,117.6,Champions,117.6
500512,2025-03-03,10077,Tea Pack,Grocery,1,115.68,Champions,115.68
501317,2025-03-03,10196,Baby Diapers,Baby Care,1,556.76,At Risk,556.76
501317,2025-03-03,10196,Baby Wipes,Baby Care,2,191.91,At Risk,383.82
501317,2025-03-03,10196,Baby Lotion,Baby Care,1,234.27,At Risk,234.27
501317,2025-03-03,10196,Sugar,Grocery,1,55.01,At Risk,55.01
501778,2025-03-03,10264,Tea Pack,Grocery,1,120.91,Lost,120.91
501778,2025-03-03,10264,Sugar,Grocery,1,59.24,Lost,59.24
501778,2025-03-03,10264,Milk,Grocery,2,34.03,Lost,68.06
501778,2025-03-03,10264,Baby Diapers,Baby Care,2,598.55,Lost,1197.1
501828,2025-03-03,10273,Novel,Books,2,241.97,Lost,483.94
501828,2025-03-03,10273,Exam Guide,Books,2,381.77,Lost,763.54
502232,2025-03-03,10332,Lunch Box,Lifestyle,4,336.77,Champions,1347.08
502232,2025-03-03,10332,Water Bottle,Lifestyle,1,231.36,Champions,231.36
502232,2025-03-03,10332,Pet Shampoo,Pet Care,1,254.48,Champions,254.48
500234,2025-03-04,10035,Lunch Box,Lifestyle,2,345.32,Lost,690.64
500234,2025-03-04,10035,Water Bottle,Lifestyle,1,257.12,Lost,257.12
500950,2025-03-04,10143,Notebook,Stationery,4,58.23,Loyal,232.92
500950,2025-03-04,10143,Pen Pack,Stationery,1,39.61,Loyal,39.61
500950,2025-03-04,10143,Highlighter,Stationery,2,79.39,Loyal,158.78
500950,2025-03-04,10143,Jam,Grocery,1,114.43,Loyal,114.43
501108,2025-03-04,10164,Novel,Books,2,256.14,Champions,512.28
501108,2025-03-04,10164,Exam Guide,Books,1,416.6,Champions,416.6
501359,2025-03-04,10203,Baby Diapers,Baby Care,2,534.96,Lost,1069.92
501359,2025-03-04,10203,Baby Wipes,Baby Care,1,170.04,Lost,170.04
501359,2025-03-04,10203,Baby Lotion,Baby Care,2,226.08,Lost,452.16
501510,2025-03-04,10222,Coffee Powder,Grocery,1,172.83,Champions,172.83
501510,2025-03-04,10222,Sugar,Grocery,1,56.04,Champions,56.04
501510,2025-03-04,10222,Milk,Grocery,1,33.4,Champions,33.4
501510,2025-03-04,10222,Butter,Grocery,1,101.57,Champions,101.57
501583,2025-03-04,10234,Phone Case,Tech,2,305.2,Loyal,610.4
501583,2025-03-04,10234,Screen Guard,Tech,2,199.22,Loyal,398.44
501583,2025-03-04,10234,USB Cable,Tech,1,174.09,Loyal,174.09
501684,2025-03-04,10250,Novel,Books,1,268.05,Loyal,268.05
501684,2025-03-04,10250,Exam Guide,Books,2,392.12,Loyal,784.24
501730,2025-03-04,10258,Dog Food,Pet Care,2,845.58,New,1691.16
501730,2025-03-04,10258,Pet Shampoo,Pet Care,1,263.25,New,263.25
501730,2025-03-04,10258,Pen Pack,Stationery,1,36.14,New,36.14
501750,2025-03-04,10260,Coffee Powder,Grocery,1,171.63,At Risk,171.63
501750,2025-03-04,10260,Sugar,Grocery,1,54.36,At Risk,54.36
501750,2025-03-04,10260,Milk,Grocery,1,32.84,At Risk,32.84
501750,2025-03-04,10260,Baby Lotion,Baby Care,1,262.27,At Risk,262.27
500159,2025-03-05,10023,Tea Pack,Grocery,1,125.62,Loyal,125.62
500159,2025-03-05,10023,Sugar,Grocery,1,56.27,Loyal,56.27
500159,2025-03-05,10023,Milk,Grocery,4,31.94,Loyal,127.76
500219,2025-03-05,10032,Novel,Books,2,222.63,Champions,445.26
500219,2025-03-05,10032,Exam Guide,Books,1,475.98,Champions,475.98
500369,2025-03-05,10057,Dog Food,Pet Care,1,624.57,Loyal,624.57
500369,2025-03-05,10057,Pet Shampoo,Pet Care,3,250.79,Loyal,752.37
500369,2025-03-05,10057,Milk,Grocery,1,34.44,Loyal,34.44
500904,2025-03-05,10135,Phone Case,Tech,1,311.18,Loyal,311.18
500904,2025-03-05,10135,Screen Guard,Tech,1,185.99,Loyal,185.99
500904,2025-03-05,10135,USB Cable,Tech,2,187.05,Loyal,374.1
500911,2025-03-05,10137,Baby Diapers,Baby Care,1,528.13,At Risk,528.13
500911,2025-03-05,10137,Baby Wipes,Baby Care,1,185.99,At Risk,185.99
500911,2025-03-05,10137,Baby Lotion,Baby Care,1,234.58,At Risk,234.58
501622,2025-03-05,10238,Dog Food,Pet Care,1,823.75,At Risk,823.75
501622,2025-03-05,10238,Pet Shampoo,Pet Care,1,258.44,At Risk,258.44
501838,2025-03-05,10277,Dog Food,Pet Care,1,774.95,At Risk,774.95
501838,2025-03-05,10277,Pet Shampoo,Pet Care,1,262.71,At Risk,262.71
500247,2025-03-06,10037,Yoga Mat,Fitness,1,597.72,Champions,597.72
500247,2025-03-06,10037,Protein Bar,Fitness,2,88.27,Champions,176.54
500247,2025-03-06,10037,Water Bottle,Lifestyle,1,252.16,Champions,252.16
500562,2025-03-06,10082,Coffee Powder,Grocery,1,165.01,Loyal,165.01
500562,2025-03-06,10082,Sugar,Grocery,1,55.46,Loyal,55.46
500562,2025-03-06,10082,Milk,Grocery,3,36.64,Loyal,109.92
500562,2025-03-06,10082,Baby Wipes,Baby Care,1,187.23,Loyal,187.23
500681,2025-03-06,10100,Dog Food,Pet Care,3,760.02,Champions,2280.06
500681,2025-03-06,10100,Pet Shampoo,Pet Care,1,260.25,Champions,260.25
500850,2025-03-06,10128,Dog Food,Pet Care,1,780.89,Champions,780.89
500850,2025-03-06,10128,Pet Shampoo,Pet Care,1,270.14,Champions,270.14
500850,2025-03-06,10128,Baby Diapers,Baby Care,1,531.72,Champions,531.72
501479,2025-03-06,10217,Coffee Powder,Grocery,1,175.98,At Risk,175.98
501479,2025-03-06,10217,Sugar,Grocery,1,54.96,At Risk,54.96
501479,2025-03-06,10217,Milk,Grocery,1,35.02,At Risk,35.02
501568,2025-03-06,10229,Tea Pack,Grocery,1,113.5,At Risk,113.5
501568,2025-03-06,10229,Sugar,Grocery,1,59.09,At Risk,59.09
501568,2025-03-06,10229,Milk,Grocery,1,37.6,At Risk,37.6
501568,2025-03-06,10229,Dog Food,Pet Care,1,799.16,At Risk,799.16
501726,2025-03-06,10257,Lunch Box,Lifestyle,1,342.1,At Risk,342.1
501726,2025-03-06,10257,Water Bottle,Lifestyle,1,245.33,At Risk,245.33
501726,2025-03-06,10257,Baby Wipes,Baby Care,1,176.03,At Risk,176.03
502095,2025-03-06,10315,Yoga Mat,Fitness,1,676.46,At Risk,676.46
502095,2025-03-06,10315,Protein Bar,Fitness,1,93.34,At Risk,93.34
502095,2025-03-06,10315,Water Bottle,Lifestyle,1,241.52,At Risk,241.52
502095,2025-03-06,10315,Exam Guide,Books,1,420.1,At Risk,420.1
502333,2025-03-06,10345,Notebook,Stationery,1,61.7,At Risk,61.7
502333,2025-03-06,10345,Pen Pack,Stationery,1,36.82,At Risk,36.82
502333,2025-03-06,10345,Highlighter,Stationery,1,78.26,At Risk,78.26
502333,2025-03-06,10345,Notebook,Stationery,1,65.56,At Risk,65.56
500185,2025-03-07,10029,Coffee Powder,Grocery,1,176.24,Champions,176.24
500185,2025-03-07,10029,Sugar,Grocery,1,60.56,Champions,60.56
500185,2025-03-07,10029,Milk,Grocery,1,33.66,Champions,33.66
500307,2025-03-07,10044,Tea Pack,Grocery,2,115.22,Loyal,230.44
500307,2025-03-07,10044,Sugar,Grocery,1,56.64,Loyal,56.64
500307,2025-03-07,10044,Milk,Grocery,1,34.01,Loyal,34.01
500307,2025-03-07,10044,Pet Shampoo,Pet Care,1,259.85,Loyal,259.85
501070,2025-03-07,10159,Lunch Box,Lifestyle,1,301.63,At Risk,301.63
501070,2025-03-07,10159,Water Bottle,Lifestyle,1,238.4,At Risk,238.4
501362,2025-03-07,10204,Phone Case,Tech,2,317.11,At Risk,634.22
501362,2025-03-07,10204,Screen Guard,Tech,2,217.88,At Risk,435.76
501362,2025-03-07,10204,USB Cable,Tech,2,169.24,At Risk,338.48
501774,2025-03-07,10263,Yoga Mat,Fitness,1,677.1,New,677.1
501774,2025-03-07,10263,Protein Bar,Fitness,2,97.51,New,195.02
501774,2025-03-07,10263,Water Bottle,Lifestyle,1,263.29,New,263.29
502077,2025-03-07,10312,Yoga Mat,Fitness,2,640.33,Champions,1280.66
502077,2025-03-07,10312,Protein Bar,Fitness,1,86.86,Champions,86.86
502077,2025-03-07,10312,Water Bottle,Lifestyle,2,272.7,Champions,545.4
500088,2025-03-08,10013,Yoga Mat,Fitness,4,628.17,Loyal,2512.68
500088,2025-03-08,10013,Protein Bar,Fitness,2,89.67,Loyal,179.34
500088,2025-03-08,10013,Water Bottle,Lifestyle,1,257.19,Loyal,257.19
500495,2025-03-08,10074,Phone Case,Tech,1,294.75,At Risk,294.75
500495,2025-03-08,10074,Screen Guard,Tech,1,181.18,At Risk,181.18
500495,2025-03-08,10074,USB Cable,Tech,2,166.58,At Risk,333.16
500797,2025-03-08,10117,Lunch Box,Lifestyle,1,372.63,Loyal,372.63
500797,2025-03-08,10117,Water Bottle,Lifestyle,1,247.55,Loyal,247.55
500797,2025-03-08,10117,Bluetooth Earbuds,Tech,1,1416.27,Loyal,1416.27
501489,2025-03-08,10218,Lunch Box,Lifestyle,2,371.62,At Risk,743.24
501489,2025-03-08,10218,Water Bottle,Lifestyle,2,242.48,At Risk,484.96
501584,2025-03-08,10234,Phone Case,Tech,3,300.8,Loyal,902.4
501584,2025-03-08,10234,Screen Guard,Tech,1,214.03,Loyal,214.03
501584,2025-03-08,10234,USB Cable,Tech,1,193.15,Loyal,193.15
501877,2025-03-08,10283,Bread,Grocery,1,47.82,Champions,47.82
501877,2025-03-08,10283,Butter,Grocery,2,105.41,Champions,210.82
501877,2025-03-08,10283,Jam,Grocery,1,97.52,Champions,97.52
500001,2025-03-09,10000,Coffee Powder,Grocery,1,186.41,Loyal,186.41
500001,2025-03-09,10000,Sugar,Grocery,2,59.0,Loyal,118.0
500001,2025-03-09,10000,Milk,Grocery,2,35.43,Loyal,70.86
500001,2025-03-09,10000,Pen Pack,Stationery,1,40.12,Loyal,40.12
500026,2025-03-09,10004,Phone Case,Tech,1,297.15,Champions,297.15
500026,2025-03-09,10004,Screen Guard,Tech,1,198.68,Champions,198.68
500026,2025-03-09,10004,USB Cable,Tech,2,184.03,Champions,368.06
500622,2025-03-09,10090,Bread,Grocery,1,49.12,Champions,49.12
500622,2025-03-09,10090,Butter,Grocery,1,90.07,Champions,90.07
500622,2025-03-09,10090,Jam,Grocery,1,111.23,Champions,111.23
500912,2025-03-09,10137,Bread,Grocery,3,47.34,At Risk,142.02
500912,2025-03-09,10137,Butter,Grocery,1,94.39,At Risk,94.39
500912,2025-03-09,10137,Jam,Grocery,2,103.24,At Risk,206.48
500912,2025-03-09,10137,Baby Diapers,Baby Care,1,535.03,At Risk,535.03
501008,2025-03-09,10149,Phone Case,Tech,1,339.04,Loyal,339.04
501008,2025-03-09,10149,Screen Guard,Tech,1,205.0,Loyal,205.0
501008,2025-03-09,10149,USB Cable,Tech,1,181.14,Loyal,181.14
501008,2025-03-09,10149,Yoga Mat,Fitness,1,692.7,Loyal,692.7
501662,2025-03-09,10244,Tea Pack,Grocery,1,119.3,Champions,119.3
501662,2025-03-09,10244,Sugar,Grocery,2,54.42,Champions,108.84
501662,2025-03-09,10244,Milk,Grocery,2,32.84,Champions,65.68
502315,2025-03-09,10342,Coffee Powder,Grocery,1,170.22,Champions,170.22
502315,2025-03-09,10342,Sugar,Grocery,1,52.26,Champions,52.26
502315,2025-03-09,10342,Milk,Grocery,2,38.55,Champions,77.1
500110,2025-03-10,10016,Bread,Grocery,1,47.49,Loyal,47.49
500110,2025-03-10,10016,Butter,Grocery,3,93.5,Loyal,280.5
500110,2025-03-10,10016,Jam,Grocery,1,106.69,Loyal,106.69
500163,2025-03-10,10024,Coffee Powder,Grocery,1,170.88,New,170.88
500163,2025-03-10,10024,Sugar,Grocery,1,57.12,New,57.12
500163,2025-03-10,10024,Milk,Grocery,1,33.79,New,33.79
500330,2025-03-10,10049,Yoga Mat,Fitness,2,664.19,Loyal,1328.38
500330,2025-03-10,10049,Protein Bar,Fitness,1,91.43,Loyal,91.43
500330,2025-03-10,10049,Water Bottle,Lifestyle,1,230.74,Loyal,230.74
500330,2025-03-10,10049,Baby Diapers,Baby Care,2,583.06,Loyal,1166.12
501027,2025-03-10,10152,Lunch Box,Lifestyle,1,334.07,Champions,334.07
501027,2025-03-10,10152,Water Bottle,Lifestyle,1,235.17,Champions,235.17
501303,2025-03-10,10194,Lunch Box,Lifestyle,1,368.65,Loyal,368.65
501303,2025-03-10,10194,Water Bottle,Lifestyle,4,267.75,Loyal,1071.0
501303,2025-03-10,10194,Coffee Powder,Grocery,2,166.99,Loyal,333.98
501546,2025-03-10,10225,Coffee Powder,Grocery,1,165.91,Loyal,165.91
501546,2025-03-10,10225,Sugar,Grocery,2,61.48,Loyal,122.96
501546,2025-03-10,10225,Milk,Grocery,1,36.07,Loyal,36.07
501707,2025-03-10,10253,Baby Diapers,Baby Care,1,610.52,Loyal,610.52
501707,2025-03-10,10253,Baby Wipes,Baby Care,1,185.89,Loyal,185.89
501707,2025-03-10,10253,Baby Lotion,Baby Care,1,226.31,Loyal,226.31
501863,2025-03-10,10281,Lunch Box,Lifestyle,1,356.95,Loyal,356.95
501863,2025-03-10,10281,Water Bottle,Lifestyle,2,252.74,Loyal,505.48
501863,2025-03-10,10281,Sugar,Grocery,1,59.13,Loyal,59.13
501995,2025-03-10,10299,Yoga Mat,Fitness,1,609.08,Champions,609.08
501995,2025-03-10,10299,Protein Bar,Fitness,1,102.35,Champions,102.35
501995,2025-03-10,10299,Water Bottle,Lifestyle,1,261.99,Champions,261.99
502108,2025-03-10,10317,Baby Diapers,Baby Care,1,624.12,Champions,624.12
502108,2025-03-10,10317,Baby Wipes,Baby Care,1,181.52,Champions,181.52
502108,2025-03-10,10317,Baby Lotion,Baby Care,2,231.77,Champions,463.54
502108,2025-03-10,10317,Protein Bar,Fitness,2,96.96,Champions,193.92
500065,2025-03-11,10008,Lunch Box,Lifestyle,1,350.39,At Risk,350.39
500065,2025-03-11,10008,Water Bottle,Lifestyle,1,259.81,At Risk,259.81
500318,2025-03-11,10046,Baby Diapers,Baby Care,1,588.96,Loyal,588.96
500318,2025-03-11,10046,Baby Wipes,Baby Care,2,163.06,Loyal,326.12
500318,2025-03-11,10046,Baby Lotion,Baby Care,1,212.72,Loyal,212.72
500357,2025-03-11,10056,Bread,Grocery,4,47.32,Champions,189.28
500357,2025-03-11,10056,Butter,Grocery,1,79.23,Champions,79.23
500357,2025-03-11,10056,Jam,Grocery,1,108.28,Champions,108.28
500503,2025-03-11,10075,Phone Case,Tech,2,279.55,At Risk,559.1
500503,2025-03-11,10075,Screen Guard,Tech,2,212.04,At Risk,424.08
500503,2025-03-11,10075,USB Cable,Tech,1,178.43,At Risk,178.43
500527,2025-03-11,10078,Lunch Box,Lifestyle,2,343.1,Loyal,686.2
500527,2025-03-11,10078,Water Bottle,Lifestyle,1,258.79,Loyal,258.79
500712,2025-03-11,10105,Dog Food,Pet Care,2,770.0,Loyal,1540.0
500712,2025-03-11,10105,Pet Shampoo,Pet Care,2,245.51,Loyal,491.02
501126,2025-03-11,10167,Phone Case,Tech,1,317.13,Loyal,317.13
501126,2025-03-11,10167,Screen Guard,Tech,2,197.97,Loyal,395.94
501126,2025-03-11,10167,USB Cable,Tech,1,182.45,Loyal,182.45
501456,2025-03-11,10214,Tea Pack,Grocery,1,113.14,At Risk,113.14
501456,2025-03-11,10214,Sugar,Grocery,2,50.37,At Risk,100.74
501456,2025-03-11,10214,Milk,Grocery,1,35.38,At Risk,35.38
500781,2025-03-12,10112,Coffee Powder,Grocery,1,174.89,High Value Rare,174.89
500781,2025-03-12,10112,Sugar,Grocery,1,56.88,High Value Rare,56.88
500781,2025-03-12,10112,Milk,Grocery,1,32.03,High Value Rare,32.03
501041,2025-03-12,10154,Yoga Mat,Fitness,1,594.45,High Value Rare,594.45
501041,2025-03-12,10154,Protein Bar,Fitness,2,99.13,High Value Rare,198.26
501041,2025-03-12,10154,Water Bottle,Lifestyle,1,236.18,High Value Rare,236.18
501041,2025-03-12,10154,Baby Wipes,Baby Care,1,194.74,High Value Rare,194.74
501325,2025-03-12,10199,Tea Pack,Grocery,1,114.11,Lost,114.11
501325,2025-03-12,10199,Sugar,Grocery,1,58.73,Lost,58.73
501325,2025-03-12,10199,Milk,Grocery,4,31.46,Lost,125.84
501325,2025-03-12,10199,Dog Food,Pet Care,1,821.62,Lost,821.62
502341,2025-03-12,10346,Bread,Grocery,4,45.38,At Risk,181.52
502341,2025-03-12,10346,Butter,Grocery,1,84.34,At Risk,84.34
502341,2025-03-12,10346,Jam,Grocery,1,108.96,At Risk,108.96
502341,2025-03-12,10346,Pet Shampoo,Pet Care,2,225.36,At Risk,450.72
502383,2025-03-12,10285,Dog Food,Pet Care,50,816.34,Synthetic anomaly,40817.0
500584,2025-03-13,10084,Phone Case,Tech,1,298.55,Loyal,298.55
500584,2025-03-13,10084,Screen Guard,Tech,2,202.52,Loyal,405.04
500584,2025-03-13,10084,USB Cable,Tech,1,170.07,Loyal,170.07
500985,2025-03-13,10146,Novel,Books,1,254.45,At Risk,254.45
500985,2025-03-13,10146,Exam Guide,Books,3,395.44,At Risk,1186.32
500985,2025-03-13,10146,Novel,Books,1,259.66,At Risk,259.66
501085,2025-03-13,10161,Yoga Mat,Fitness,4,691.37,At Risk,2765.48
501085,2025-03-13,10161,Protein Bar,Fitness,1,89.82,At Risk,89.82
501085,2025-03-13,10161,Water Bottle,Lifestyle,2,250.41,At Risk,500.82
501219,2025-03-13,10179,Bread,Grocery,1,44.27,Champions,44.27
501219,2025-03-13,10179,Butter,Grocery,1,87.93,Champions,87.93
501219,2025-03-13,10179,Jam,Grocery,1,95.12,Champions,95.12
501499,2025-03-13,10220,Tea Pack,Grocery,1,109.03,At Risk,109.03
501499,2025-03-13,10220,Sugar,Grocery,2,49.62,At Risk,99.24
501499,2025-03-13,10220,Milk,Grocery,1,33.62,At Risk,33.62
502184,2025-03-13,10327,Yoga Mat,Fitness,3,637.16,At Risk,1911.48
502184,2025-03-13,10327,Protein Bar,Fitness,1,97.6,At Risk,97.6
502184,2025-03-13,10327,Water Bottle,Lifestyle,1,219.82,At Risk,219.82
502184,2025-03-13,10327,Phone Case,Tech,1,291.28,At Risk,291.28
502212,2025-03-13,10330,Tea Pack,Grocery,2,109.59,Loyal,219.18
502212,2025-03-13,10330,Sugar,Grocery,2,60.24,Loyal,120.48
502212,2025-03-13,10330,Milk,Grocery,2,36.82,Loyal,73.64
500347,2025-03-14,10053,Baby Diapers,Baby Care,1,513.42,Lost,513.42
500347,2025-03-14,10053,Baby Wipes,Baby Care,1,174.4,Lost,174.4
500347,2025-03-14,10053,Baby Lotion,Baby Care,1,232.25,Lost,232.25
500470,2025-03-14,10070,Notebook,Stationery,1,58.26,Lost,58.26
500470,2025-03-14,10070,Pen Pack,Stationery,2,40.73,Lost,81.46
500470,2025-03-14,10070,Highlighter,Stationery,1,74.87,Lost,74.87
501028,2025-03-14,10152,Tea Pack,Grocery,1,107.65,Champions,107.65
501028,2025-03-14,10152,Sugar,Grocery,1,54.11,Champions,54.11
501028,2025-03-14,10152,Milk,Grocery,2,36.07,Champions,72.14
501028,2025-03-14,10152,USB Cable,Tech,1,173.64,Champions,173.64
501268,2025-03-14,10189,Baby Diapers,Baby Care,1,546.86,Loyal,546.86
501268,2025-03-14,10189,Baby Wipes,Baby Care,1,184.37,Loyal,184.37
501268,2025-03-14,10189,Baby Lotion,Baby Care,1,224.21,Loyal,224.21
501350,2025-03-14,10202,Lunch Box,Lifestyle,2,337.92,Champions,675.84
501350,2025-03-14,10202,Water Bottle,Lifestyle,1,244.01,Champions,244.01
501595,2025-03-14,10235,Baby Diapers,Baby Care,2,565.66,At Risk,1131.32
501595,2025-03-14,10235,Baby Wipes,Baby Care,1,175.77,At Risk,175.77
501595,2025-03-14,10235,Baby Lotion,Baby Care,1,259.82,At Risk,259.82
501734,2025-03-14,10259,Coffee Powder,Grocery,3,205.97,Champions,617.91
501734,2025-03-14,10259,Sugar,Grocery,1,48.56,Champions,48.56
501734,2025-03-14,10259,Milk,Grocery,1,37.44,Champions,37.44
