CustomerID,Gaming,Fitness,Home_Office,Kitchen,Luxury,Outdoor,DIY,Pet_Care,Books,Tech_Gadgets,Total_Spent,Frequency,Recency
5466,0,0,0,1,1,0,0,1,6,1,418,1,80
5467,1,6,0,1,1,5,1,0,1,1,822,14,12
5468,1,1,4,6,0,0,5,0,1,1,1612,4,24
5469,0,0,1,0,12,0,0,0,0,3,11893,2,59
5470,0,7,0,0,0,7,0,1,1,0,938,5,7
5471,1,0,6,10,0,1,8,1,0,0,1109,8,25
5472,0,1,0,1,1,1,0,0,5,0,331,1,54
5473,1,0,4,9,0,0,6,0,1,1,2286,3,30
5474,0,0,6,6,1,1,5,0,1,0,1146,8,36
5475,0,0,0,0,1,1,1,0,7,0,200,2,46
5476,1,0,1,1,0,1,0,0,9,1,174,2,95
5477,0,0,0,0,15,0,1,1,0,2,6058,2,15
5478,7,0,1,1,0,1,0,1,1,9,2222,25,6
5479,0,1,0,0,9,1,1,1,0,2,13236,2,35
5480,1,0,6,8,0,0,5,1,1,0,1399,6,38
5481,0,1,0,1,10,0,0,1,1,2,12987,1,19
5482,1,0,5,11,0,1,4,0,1,0,2319,11,39
5483,0,7,0,1,0,7,1,0,1,0,572,8,11
5484,1,11,0,0,1,5,0,0,0,0,678,9,11
5485,14,1,1,1,0,0,0,1,0,9,2231,19,7
5486,1,0,5,7,1,1,7,0,0,1,1693,10,18
5487,0,11,0,0,0,6,0,0,1,1,804,13,19
5488,0,10,1,1,1,8,0,1,0,0,506,14,6
5489,1,11,1,0,1,6,1,0,0,0,1037,7,18
5490,0,11,1,0,1,6,1,1,0,1,827,7,8
5491,1,11,0,0,0,7,0,0,1,1,534,7,10
5492,0,8,0,0,1,6,0,1,0,0,797,9,5
5493,7,0,0,0,0,0,0,1,0,6,3210,12,4
5494,1,0,4,6,0,0,5,1,1,0,2158,8,36
5495,1,0,1,0,0,1,0,0,8,1,355,2,42
5496,1,0,1,1,14,0,1,1,1,4,8775,1,39
5497,8,0,1,1,0,0,1,0,1,7,2256,12,5
5498,1,1,0,0,12,1,1,0,1,4,6505,2,20
5499,0,6,0,1,1,8,0,0,0,1,925,13,6
5500,5,1,1,1,1,1,0,0,1,4,3874,10,1
5501,1,1,0,1,0,0,0,1,5,1,204,3,89
5502,1,1,0,1,9,1,1,0,0,3,8020,1,51
5503,0,1,0,0,1,0,1,0,5,1,413,4,96
5504,1,1,0,1,8,1,1,0,1,5,7410,1,35
5505,0,0,3,8,1,0,6,0,1,1,1040,3,33
5506,0,0,5,9,0,0,9,0,1,1,2035,5,18
5507,0,0,5,11,1,0,4,0,1,1,2391,9,28
5508,1,6,1,0,0,6,0,0,1,0,1396,9,9
5509,5,0,1,1,1,1,1,0,1,3,2034,16,5
5510,0,8,1,0,1,5,1,1,0,1,509,6,17
5511,1,1,5,6,0,1,9,1,0,0,1701,3,32
5512,0,0,0,1,14,1,0,0,1,5,10338,1,19
5513,14,1,0,1,0,1,0,1,1,5,3626,12,7
5514,0,0,0,0,0,0,1,1,6,1,490,1,30
5515,1,1,6,9,1,0,9,1,1,1,2032,3,19
5516,0,1,0,1,18,1,1,0,1,5,10840,2,16
5517,1,7,0,0,0,4,1,1,1,0,1214,14,13
5518,0,0,1,0,0,1,1,1,4,0,315,1,86
5519,12,1,1,1,0,1,0,0,0,4,3238,27,7
5520,1,6,0,1,1,4,1,0,0,1,513,5,17
5521,1,8,1,1,1,7,0,1,0,0,1496,11,7
5522,7,0,1,1,1,1,0,1,1,4,3516,19,3
5523,0,1,6,7,0,0,7,0,0,1,2453,9,23
5524,1,1,0,1,1,0,0,0,5,1,299,1,35
5525,1,0,0,1,0,1,1,1,5,0,220,1,92
5526,14,0,1,0,1,1,1,1,0,6,3452,22,8
5527,1,1,0,1,1,1,1,1,8,0,378,1,77
5528,1,1,5,8,0,0,9,1,1,1,1473,8,22
5529,1,1,1,1,14,1,1,0,0,5,12727,3,20
5530,0,8,0,1,0,5,0,0,0,1,1080,11,9
5531,0,0,4,7,0,1,9,1,0,0,1271,5,32
5532,1,1,1,1,17,0,1,1,0,2,14154,2,45
5533,1,0,7,8,0,1,5,0,1,0,818,4,21
5534,1,1,1,0,0,0,0,0,4,1,101,4,40
5535,10,1,0,1,1,1,1,0,1,4,4528,21,2
5536,10,1,0,0,0,0,1,1,1,6,3365,15,1
5537,1,1,0,1,1,1,0,1,4,0,481,3,62
5538,1,1,6,10,1,1,4,1,0,1,1343,11,20
5539,0,1,1,1,0,0,0,1,4,1,312,2,47
5540,12,1,1,0,0,1,0,1,1,7,3065,21,5
5541,12,0,0,1,1,1,1,0,0,3,4613,28,2
5542,0,1,4,9,1,1,4,1,1,1,856,7,35
5543,0,0,5,8,1,1,5,1,1,0,1931,4,22
5544,1,1,0,0,14,1,1,1,1,5,13445,1,46
5545,14,0,0,1,1,0,0,0,1,9,3298,17,3
5546,1,10,0,1,0,8,0,1,1,0,1352,5,15
5547,0,0,0,1,12,0,0,1,1,3,13075,2,51
5548,0,8,0,1,0,8,1,1,1,1,981,6,17
5549,0,1,7,11,0,1,4,1,0,0,1567,5,19
5550,10,1,0,0,0,0,1,0,1,6,4410,27,8
5551,0,8,1,1,0,6,0,0,0,1,1009,13,11
5552,1,9,0,0,0,7,1,0,1,1,568,6,14
5553,1,11,0,1,0,5,1,0,1,1,1060,10,11
5554,0,0,5,11,0,0,9,0,1,1,2433,9,33
5555,1,1,6,10,0,0,7,1,1,1,1506,8,26
5556,14,1,0,1,0,1,0,0,1,9,4817,29,7
5557,0,0,0,0,9,0,0,0,1,3,9157,3,59
5558,0,7,0,1,0,4,1,0,0,1,1472,11,9
5559,1,1,7,5,1,0,9,1,0,1,1853,7,26
5560,7,1,0,1,0,1,0,1,1,6,4877,10,8
5561,0,0,0,1,8,1,1,0,1,4,9025,3,35
5562,1,1,1,0,12,1,1,1,0,5,6812,2,20
5563,0,1,0,0,15,0,1,0,0,4,14368,3,59
5564,0,1,5,11,0,1,9,1,0,1,1172,3,32
5565,0,1,0,0,1,0,1,0,6,1,375,1,46
5566,10,0,1,1,0,0,0,0,1,5,2604,16,4
5567,8,1,0,0,1,1,1,1,0,5,3187,23,5
5568,0,0,6,5,0,1,4,0,0,0,2088,10,37
5569,1,0,0,0,1,1,0,0,4,0,109,3,88
5570,11,1,1,1,1,1,1,0,1,3,2488,27,8
5571,1,1,5,7,1,1,4,0,0,0,1346,4,14
5572,1,1,6,10,1,0,9,1,1,0,1692,8,32
5573,6,0,0,0,0,0,1,1,0,4,2881,21,7
5574,1,0,6,11,1,0,6,0,1,0,1302,9,32
5575,10,1,0,1,0,1,1,1,0,4,4928,27,3
5576,1,1,0,0,15,1,0,1,0,3,8209,3,38
5577,1,11,0,1,1,7,0,0,0,0,651,7,7
5578,0,1,7,9,0,0,7,1,0,1,1466,8,26
5579,14,0,0,0,1,0,0,1,1,8,2890,20,7
5580,1,1,1,1,16,1,0,0,0,2,13684,1,24
5581,11,1,1,1,0,0,0,1,0,7,3731,19,4
5582,1,0,4,8,0,0,4,1,0,0,1263,11,21
5583,6,0,0,1,0,0,0,1,1,8,3375,24,1
5584,0,0,1,0,13,1,0,0,0,3,12645,3,45
5585,0,11,0,1,1,6,0,0,1,1,1109,6,18
5586,1,0,0,0,1,0,0,0,8,1,446,2,87
5587,1,1,0,1,0,0,0,1,7,0,325,1,44
5588,1,0,5,11,1,0,7,0,1,0,1815,6,20
5589,8,0,0,0,0,0,0,1,1,5,2634,27,1
5590,0,0,4,11,0,0,6,1,1,0,1009,7,18
5591,1,1,3,5,1,1,9,1,1,0,1186,7,23
5592,0,0,1,1,18,1,1,1,0,5,14472,1,17
5593,0,0,1,1,13,0,0,1,1,3,13186,2,39
5594,1,0,0,0,12,1,0,1,0,5,7311,2,45
5595,0,1,0,0,1,1,1,0,7,1,183,1,66
5596,9,0,1,0,1,1,1,1,1,3,2596,22,3
5597,1,6,1,0,0,6,1,0,1,1,557,6,13
5598,0,0,0,1,1,1,0,1,9,0,224,2,99
5599,1,1,1,0,1,1,1,0,7,0,164,1,30
5600,14,1,0,0,0,1,0,0,1,7,3996,19,3
5601,1,1,1,1,16,0,0,1,0,3,13014,2,18
5602,0,0,5,11,1,1,6,0,1,1,806,3,35
5603,9,0,1,0,0,0,1,1,1,6,3323,22,1
5604,0,1,7,7,1,0,4,0,1,1,2463,5,31
5605,0,1,3,6,1,1,5,1,1,0,1713,8,11
5606,1,1,0,0,0,0,1,1,7,0,258,3,78
5607,7,1,1,1,0,0,0,1,0,6,3037,28,9
5608,0,1,1,1,1,0,0,1,6,1,488,1,61
5609,0,0,0,1,16,0,0,1,1,3,14244,1,28
5610,1,6,1,0,0,7,1,1,1,0,730,7,7
5611,1,1,1,0,16,1,1,0,1,2,12141,1,18
5612,0,1,3,9,1,1,8,1,0,1,1033,3,39
5613,1,1,5,6,1,0,9,1,0,1,1229,6,34
5614,0,1,0,0,0,0,1,0,7,0,163,3,76
5615,1,0,1,0,18,1,1,1,1,4,12329,1,44
5616,9,1,0,0,0,0,1,0,1,8,2310,26,1
5617,0,0,1,1,1,0,1,1,7,1,377,1,88
5618,0,0,3,7,1,1,7,0,0,0,2098,7,20
5619,1,0,0,0,1,1,1,0,5,0,269,1,68
5620,0,0,0,0,0,0,1,0,7,1,171,1,98
5621,0,1,7,6,1,0,5,0,0,0,1597,9,10
5622,0,0,3,6,0,1,6,1,1,1,1895,3,32
5623,1,11,1,1,1,9,1,0,1,0,1062,11,11
5624,8,0,0,0,1,0,0,0,0,4,4468,22,2
5625,1,0,1,0,0,1,1,0,4,0,422,2,34
5626,0,1,1,0,19,0,1,0,0,2,10249,1,59
5627,1,0,4,10,0,0,7,1,0,0,1098,3,28
5628,0,11,1,0,0,4,1,0,0,1,803,5,9
5629,1,1,0,1,0,0,0,0,5,0,478,2,73
5630,0,0,7,8,1,1,5,0,1,0,1192,7,20
5631,7,0,1,1,0,0,0,1,1,6,1530,20,7
5632,1,9,0,0,1,8,0,0,1,0,840,8,19
5633,1,1,0,1,10,1,1,1,0,2,5818,1,27
5634,1,10,0,0,0,4,1,0,1,1,1186,10,7
5635,1,0,0,1,1,1,0,1,7,1,115,2,68
5636,1,1,1,1,14,0,1,0,1,5,12135,2,29
5637,0,9,1,1,0,5,1,1,0,1,952,11,7
5638,5,0,0,0,1,0,0,0,0,9,3604,20,1
5639,0,11,1,0,0,9,1,0,1,0,1300,11,12
5640,0,1,6,9,0,0,5,1,0,1,1720,6,19
5641,0,8,0,1,1,5,0,1,0,0,515,12,18
5642,0,8,1,0,1,7,0,1,0,1,1164,6,13
5643,0,1,0,1,1,0,0,0,9,0,400,2,76
5644,12,0,1,1,1,0,1,0,1,5,2490,19,1
5645,1,1,4,7,1,0,7,1,0,0,1860,11,37
5646,1,1,3,7,1,0,6,0,1,0,2319,9,13
5647,0,1,0,0,0,0,0,0,6,1,463,2,44
5648,1,1,1,0,0,1,0,0,5,1,222,4,58
5649,7,0,1,1,1,1,1,0,0,7,2434,23,8
5650,8,0,0,1,0,0,0,1,1,6,2317,22,5
5651,1,6,0,0,0,6,0,0,1,1,1252,5,15
5652,11,1,1,0,1,1,1,0,1,7,3372,16,1
5653,10,0,1,1,0,1,1,0,1,4,2570,24,6
5654,11,1,1,1,0,0,1,1,1,7,3430,19,3
5655,1,1,0,1,1,1,1,1,9,1,336,1,33
5656,0,6,0,1,1,8,0,0,0,1,1237,11,19
5657,0,1,6,6,0,1,5,1,1,1,1935,11,16
5658,0,0,5,8,0,1,6,1,0,1,2294,9,32
5659,1,1,1,0,17,0,1,0,1,2,8110,3,29
5660,1,11,0,1,0,4,0,1,0,0,1251,14,7
5661,0,0,0,1,18,1,1,1,1,4,5378,2,16
5662,1,0,0,1,19,1,0,1,0,2,12173,3,54
5663,1,0,0,0,8,0,1,1,1,3,12777,1,37
5664,0,11,0,1,1,5,0,0,1,1,801,10,15
5665,0,0,0,0,1,1,1,1,7,0,395,2,46
5666,1,1,1,1,12,0,0,1,0,3,10316,2,20
5667,0,0,0,1,0,0,1,1,4,0,332,3,40
5668,0,0,3,6,0,1,9,1,0,0,855,8,13
5669,1,1,0,0,11,0,1,0,0,5,8718,2,43
5670,0,1,0,1,14,0,1,0,1,4,14065,2,40
5671,0,1,7,5,0,0,5,0,1,1,1214,4,37
5672,0,0,1,0,14,1,1,1,0,5,12903,2,41
5673,0,0,5,9,0,1,7,0,1,0,2194,5,24
5674,1,1,6,10,0,0,4,0,1,1,1402,3,23
5675,5,1,1,1,0,1,1,0,1,5,1753,27,4
5676,1,0,1,1,11,1,1,0,0,3,8883,3,31
5677,10,1,1,1,1,0,0,1,0,4,1735,20,4
5678,14,1,1,0,1,0,1,1,1,6,2609,20,8
5679,0,1,5,9,1,0,9,0,1,0,1587,5,23
5680,1,1,4,6,1,0,5,0,1,1,912,8,39
5681,1,0,6,5,0,0,7,1,1,1,957,3,36
5682,1,9,1,0,1,5,0,1,0,0,766,10,10
5683,1,0,1,1,12,0,1,1,1,5,9418,2,33
5684,1,1,1,1,8,1,0,0,1,5,14964,2,21
5685,0,0,3,11,0,1,5,0,0,0,1404,9,10
5686,1,0,0,1,14,0,1,1,1,4,11121,1,53
5687,0,7,1,0,0,4,0,1,1,0,574,6,11
5688,0,1,0,1,0,0,0,0,7,1,118,3,37
5689,1,0,1,0,14,1,0,1,0,4,5325,3,43
5690,11,0,1,1,1,0,0,0,0,3,2676,10,1
5691,1,1,4,8,0,0,6,0,1,0,1517,3,32
5692,10,0,1,0,0,1,0,0,1,7,3199,15,4
5693,12,0,0,0,1,0,0,1,0,6,4396,23,8
5694,1,9,1,0,0,5,0,1,0,1,1477,10,18
5695,0,8,0,1,0,6,0,1,1,1,818,5,18
5696,0,10,1,1,1,4,0,0,1,0,1354,8,15
5697,1,1,4,11,1,1,6,1,1,0,1048,7,15
5698,1,1,0,1,0,0,0,1,9,0,352,2,94
5699,1,1,1,1,18,1,1,1,0,5,6587,3,47
5700,0,1,1,1,17,1,0,0,0,5,7433,2,29
5701,0,1,0,1,0,0,0,0,5,1,402,1,79
5702,0,1,4,7,0,1,5,1,1,1,932,3,11
5703,0,9,0,1,0,9,0,1,1,0,903,6,5
5704,12,1,1,1,0,0,1,1,0,7,4211,11,6
5705,0,0,0,0,0,0,0,0,5,1,384,3,32
5706,14,1,1,1,0,1,1,1,1,5,1884,19,2
5707,1,6,0,1,0,4,1,1,1,0,839,9,7
5708,1,0,1,0,0,1,1,1,6,1,266,1,35
5709,7,0,0,1,0,1,0,0,0,8,3712,26,6
5710,0,6,0,1,1,5,1,1,1,0,1419,12,8
5711,0,0,0,1,0,0,1,1,5,0,300,4,64
5712,0,1,0,1,16,0,1,0,0,2,14721,2,55
5713,1,0,7,5,0,0,7,0,1,0,1024,5,37
5714,12,1,0,1,0,1,1,1,1,4,3071,25,5
5715,1,1,1,1,9,0,1,1,1,3,6129,3,32
5716,0,0,3,6,1,0,7,1,0,0,1153,9,38
5717,1,10,0,0,0,6,0,0,1,0,1156,5,6
5718,13,1,1,1,0,0,0,1,0,4,4067,22,2
5719,1,0,0,0,1,1,0,1,7,0,455,2,54
5720,1,0,4,6,1,0,5,1,1,1,2367,3,30
5721,1,8,0,0,1,9,1,1,0,1,878,9,15
5722,0,1,0,1,10,1,1,1,0,4,14769,3,18
5723,1,1,7,7,0,1,4,0,0,0,2237,11,17
5724,0,1,1,1,0,0,0,1,7,0,122,3,42
5725,1,11,0,1,0,5,0,0,0,0,955,13,6
5726,8,1,1,1,0,0,0,0,1,5,1881,19,6
5727,8,1,0,1,0,0,0,0,0,9,2793,11,1
5728,1,1,1,1,10,1,1,0,0,5,10255,3,17
5729,0,10,0,1,0,7,0,0,1,1,1176,8,7
5730,1,0,1,1,1,0,1,1,9,0,147,4,81
5731,1,0,4,6,0,1,9,0,0,1,1350,5,33
5732,0,0,1,1,17,1,1,1,1,2,13333,1,34
5733,6,0,1,1,1,0,1,0,0,3,2747,20,8
5734,5,1,1,1,1,1,0,0,0,5,4817,10,2
5735,1,9,1,1,0,5,1,0,0,0,1057,10,18
5736,1,1,4,5,0,1,6,1,1,1,1461,6,10
5737,1,0,1,0,13,0,0,0,0,5,9076,1,29
5738,0,7,1,1,1,4,0,0,1,0,986,5,15
5739,0,0,0,0,0,0,1,0,8,0,474,4,59
5740,0,10,1,0,0,4,1,0,0,0,512,7,8
5741,1,8,1,0,0,7,0,1,0,0,1121,8,5
5742,6,1,0,1,1,1,1,0,0,8,3015,25,5
5743,0,1,0,0,16,1,0,1,1,4,9784,2,15
5744,6,1,0,0,0,0,0,0,0,3,2909,23,1
5745,0,1,4,11,0,1,6,1,0,1,2106,5,32
5746,1,6,1,1,0,4,1,0,0,1,845,5,11
5747,1,8,0,0,1,6,1,0,1,0,1225,14,13
5748,0,1,1,1,12,0,0,1,1,3,8036,2,52
5749,1,7,1,0,1,4,0,1,1,1,765,14,17
5750,1,0,3,8,1,0,7,0,1,0,1673,9,22
5751,5,1,1,0,1,1,1,0,1,3,2509,20,2
5752,1,6,1,1,0,8,1,1,1,0,1276,11,13
5753,7,0,0,0,1,0,1,1,1,9,4667,15,5
5754,1,0,0,1,0,0,1,1,9,0,246,3,44
5755,0,0,1,1,1,1,1,1,6,0,172,4,82
5756,1,1,1,1,10,0,0,0,1,2,6754,2,33
5757,8,1,1,1,1,1,1,1,0,6,4552,13,9
5758,0,1,0,0,16,1,1,1,0,3,6717,1,53
5759,1,0,0,0,17,1,1,1,0,4,10769,2,28
5760,0,1,0,0,14,0,0,0,1,5,12727,1,54
5761,0,1,0,0,16,0,0,1,0,4,14228,3,59
5762,1,1,0,0,18,1,0,1,1,5,8081,1,45
5763,0,11,1,0,1,7,0,0,1,1,1125,12,15
5764,1,0,0,0,16,1,0,1,1,2,9490,2,31
5765,10,1,1,0,0,0,0,0,1,8,1704,14,2
5766,1,0,4,6,1,1,5,1,1,0,1648,7,37
5767,0,0,0,1,0,1,0,0,8,0,482,1,59
5768,1,1,0,0,13,0,1,0,1,2,12616,1,15
5769,12,0,0,0,1,0,0,1,1,3,3479,23,4
5770,0,6,1,1,1,5,0,0,1,1,792,14,19
5771,0,0,1,1,1,0,1,1,5,1,164,4,46
5772,1,0,0,1,0,0,1,1,6,1,111,2,60
5773,0,9,0,0,0,6,1,0,1,1,1319,11,13
5774,1,1,3,10,1,0,6,0,0,0,2309,8,30
5775,0,0,0,1,0,0,1,1,5,0,476,4,48
5776,0,1,1,0,11,0,1,1,0,4,14636,2,31
5777,0,0,0,0,0,0,1,1,5,1,463,4,72
5778,0,0,5,11,1,0,4,1,0,0,1365,10,31
5779,0,1,1,1,8,0,0,1,1,3,9092,2,28
5780,0,7,0,0,0,4,1,0,0,0,1106,11,10
5781,0,0,6,5,1,0,5,1,0,0,1110,3,30
5782,1,10,0,1,0,7,0,1,1,1,1005,9,8
5783,1,0,5,6,0,1,4,1,1,0,1300,3,12
5784,0,0,4,5,1,0,9,1,1,1,1216,8,25
5785,0,0,0,1,0,0,0,0,4,1,221,3,67
5786,0,0,0,0,1,0,0,1,6,1,273,1,51
5787,0,8,1,1,1,9,0,1,0,1,922,5,5
5788,1,0,1,0,17,1,1,0,0,5,11217,1,45
5789,5,1,1,1,0,1,0,0,0,4,3795,14,8
5790,1,0,3,6,1,0,8,0,1,1,1764,3,37
5791,0,1,1,1,17,0,0,0,1,3,7819,3,40
5792,1,1,6,6,0,0,9,0,1,0,1865,3,19
5793,1,0,1,0,1,0,1,1,8,1,486,2,53
5794,1,0,1,0,8,0,0,0,1,5,14663,1,53
5795,8,1,0,0,0,0,0,1,0,4,4037,15,1
5796,1,1,1,1,0,0,0,1,7,1,363,1,66
5797,0,0,3,7,1,1,8,1,1,1,1854,9,38
5798,1,1,1,0,11,1,1,1,0,5,5544,2,30
5799,7,1,0,1,0,0,1,0,1,7,2801,18,9
5800,5,1,0,0,1,1,1,0,0,6,4065,18,7
5801,14,1,0,1,0,0,1,0,1,3,4053,14,7
5802,1,1,0,0,0,0,1,0,9,0,234,2,82
5803,5,1,1,1,0,1,1,0,1,7,3382,22,8
5804,1,0,0,0,0,0,1,1,4,1,309,2,58
5805,1,0,0,1,1,1,0,0,9,0,341,1,90
5806,10,1,0,0,1,0,1,0,1,3,4433,13,1
5807,1,8,1,1,0,4,1,0,0,1,964,8,9
5808,0,0,0,1,0,0,1,0,4,0,129,1,35
5809,1,10,1,1,1,9,0,0,0,1,699,6,12
5810,1,0,5,7,0,0,7,0,1,0,1838,10,12
5811,14,1,0,0,0,1,1,1,0,6,4436,28,3
5812,0,0,3,8,0,0,8,1,1,0,1316,7,23
5813,1,1,1,0,1,0,0,1,6,1,194,3,38
5814,10,0,1,1,1,1,1,0,0,4,3485,22,3
5815,0,0,3,11,1,1,6,1,1,1,2006,5,20
5816,1,1,0,1,12,1,1,1,0,2,9635,2,38
5817,0,1,1,0,1,0,1,1,4,1,471,4,90
5818,0,6,0,1,0,5,0,0,1,1,816,10,13
5819,1,1,1,1,19,1,1,0,0,2,7758,1,46
5820,0,0,0,0,0,1,1,0,8,0,147,1,64
5821,12,0,0,1,0,0,0,1,1,6,3828,21,8
5822,0,10,1,1,0,7,0,0,0,0,532,8,14
5823,1,0,0,1,1,1,0,0,9,0,243,3,53
5824,1,0,5,6,0,0,7,1,1,1,1666,11,16
5825,5,1,0,0,1,0,0,0,1,9,1944,20,2
5826,0,10,1,1,0,7,1,1,0,0,620,8,13
5827,1,1,3,7,1,1,8,0,0,0,1181,11,39
5828,0,11,0,1,1,5,0,1,1,0,890,8,13
5829,0,10,0,1,1,4,0,0,1,1,990,11,14
5830,1,7,1,1,0,5,1,1,1,1,1335,13,11
5831,1,0,6,9,1,0,5,1,0,1,1717,6,34
5832,10,1,0,1,0,1,1,0,0,5,3947,24,2
5833,1,11,1,0,0,6,0,0,1,0,783,11,17
5834,1,0,0,1,14,1,0,0,0,2,13107,1,43
5835,7,0,0,1,0,1,0,1,1,9,3292,16,1
5836,0,0,1,0,0,0,0,1,7,0,450,4,49
5837,0,9,0,0,1,9,0,0,1,0,855,9,11
5838,1,0,3,10,0,0,5,0,0,0,2256,3,26
5839,0,1,1,1,10,0,0,0,1,4,9761,3,52
5840,0,1,1,0,14,0,1,0,1,5,5755,3,18
5841,1,0,0,0,12,1,0,1,0,4,8186,1,44
5842,10,0,0,0,0,0,0,0,0,9,1696,12,8
5843,1,6,0,0,0,9,0,1,1,0,969,9,16
5844,1,0,1,1,0,1,0,1,5,0,311,1,59
5845,0,9,0,1,1,8,0,1,1,1,1013,12,19
5846,11,1,1,0,0,1,0,1,1,4,4449,19,5
5847,0,7,1,1,1,8,0,1,0,1,1351,12,11
5848,1,1,1,0,10,0,0,0,0,3,11999,3,52
5849,1,9,0,0,1,4,1,1,0,0,561,9,19
5850,0,9,1,0,1,8,0,0,0,1,1103,5,7
5851,1,11,0,1,1,6,0,1,1,1,520,9,12
5852,6,0,0,1,0,1,1,0,1,3,2293,11,7
5853,1,8,1,0,1,4,1,0,0,0,1455,13,6
5854,8,1,1,0,0,0,0,1,1,8,3441,22,4
5855,1,1,6,10,0,0,4,1,0,1,1785,11,17
5856,1,0,1,0,9,1,1,1,1,3,7575,2,57
5857,10,1,1,0,1,0,0,1,0,3,3659,27,7
5858,0,0,0,1,0,0,1,1,5,0,476,1,80
5859,1,1,7,7,1,0,7,1,1,0,1064,8,36
5860,1,7,1,0,0,9,1,1,0,0,690,12,15
5861,0,8,0,1,0,7,1,0,1,1,598,14,6
5862,0,6,1,0,0,4,1,0,0,0,674,11,10
5863,12,1,0,0,0,0,1,1,1,5,2322,15,1
5864,0,8,0,1,0,8,0,1,0,0,1384,14,12
5865,1,0,0,0,13,1,1,1,0,2,14521,1,32
5866,0,8,1,1,1,9,0,1,1,1,1390,7,5
5867,0,1,0,1,9,0,1,0,0,4,12991,1,43
5868,0,1,4,6,1,0,8,0,1,0,1308,8,11
5869,10,0,0,1,0,0,1,0,0,5,1889,29,8
5870,0,0,6,9,1,1,9,0,0,1,1909,4,12
5871,1,1,1,1,0,1,1,0,8,0,392,1,32
5872,1,0,1,1,8,1,1,1,1,5,14862,1,22
5873,1,1,0,0,1,1,1,0,5,0,266,4,49
5874,0,0,6,9,1,1,4,0,0,1,1487,5,33
5875,0,0,4,11,0,1,9,0,1,0,2322,7,19
5876,1,1,4,9,0,0,9,1,1,0,2001,11,22
5877,0,1,1,1,0,0,1,0,9,1,342,3,60
5878,0,1,0,1,1,0,1,1,7,1,442,3,84
5879,13,1,0,0,1,0,0,1,1,8,4480,28,5
5880,9,0,1,1,0,0,1,1,1,7,3717,27,4
5881,0,0,1,0,18,1,0,1,1,5,5246,2,47
5882,0,1,1,1,0,1,1,0,6,1,215,1,41
5883,0,0,0,0,15,1,0,0,0,2,12091,2,51
5884,1,1,6,5,1,0,8,0,1,0,1790,11,24
5885,1,1,7,7,0,0,5,0,0,1,1868,10,28
5886,7,1,0,1,1,1,1,1,0,8,4706,22,6
5887,0,1,0,0,15,0,1,1,1,5,6348,1,56
5888,0,1,1,0,9,1,1,0,0,4,11635,2,15
5889,1,8,0,0,0,4,1,1,0,1,630,9,8
5890,1,10,0,1,0,8,1,1,0,0,659,5,17
5891,7,0,1,0,1,1,1,1,1,6,4187,29,5
5892,5,0,1,0,1,1,0,1,1,4,3682,24,8
5893,0,0,0,0,1,1,0,0,4,0,243,4,74
5894,0,1,0,1,18,0,1,0,0,4,11991,3,20
5895,14,1,1,1,1,0,1,1,0,8,2876,16,6
5896,1,0,4,9,1,0,4,1,0,0,2411,6,29
5897,0,1,0,0,1,0,0,1,8,1,260,3,94
5898,1,8,0,0,1,9,1,1,0,0,1424,5,9
5899,1,10,0,0,0,7,0,1,0,1,1059,13,9
5900,1,0,0,0,13,1,1,0,0,4,14705,1,41
5901,0,0,1,0,0,0,0,0,4,0,392,1,71
5902,0,10,1,0,1,9,1,0,1,1,1297,12,15
5903,1,1,7,11,0,1,8,1,0,1,1162,3,30
5904,13,1,1,0,1,0,1,0,0,7,1551,18,5
5905,1,0,0,0,0,1,1,0,4,0,319,4,70
5906,1,7,1,1,0,7,0,1,0,0,952,13,8
5907,1,7,0,0,1,4,0,0,0,0,1116,9,19
5908,0,1,0,1,1,1,0,0,6,0,430,1,94
5909,1,7,0,0,1,7,0,1,0,1,716,10,19
5910,6,0,1,1,0,0,0,0,0,4,4718,23,8
5911,1,0,0,0,19,0,0,0,1,2,7611,2,46
5912,1,6,0,1,0,9,0,1,1,0,627,7,15
5913,0,1,7,9,0,0,7,0,1,0,1256,11,26
5914,0,1,6,7,1,1,5,0,0,1,1867,4,11
5915,1,1,5,7,1,1,9,0,1,0,986,7,29
5916,1,1,0,1,10,0,0,0,1,5,13217,2,18
5917,0,0,6,7,0,1,8,1,0,1,2092,3,31
5918,0,1,1,1,0,0,0,1,5,1,395,1,41
5919,7,1,1,0,1,0,0,1,1,3,2871,18,6
5920,0,11,1,1,0,6,0,1,0,1,923,9,6
5921,1,1,6,8,0,1,8,1,0,0,1988,11,13
5922,0,6,0,1,0,4,1,1,1,0,1255,12,12
5923,0,0,0,1,1,1,1,1,4,1,170,2,57
5924,0,1,7,11,0,1,5,0,1,1,1938,11,29
5925,0,0,0,0,0,1,1,0,4,1,433,4,83
5926,1,1,1,0,12,1,1,0,0,3,8955,2,57
5927,0,0,0,0,14,0,0,0,0,4,5565,2,26
5928,1,0,6,11,0,0,5,1,1,1,915,7,22
5929,0,1,3,6,1,0,8,0,0,1,959,8,35
5930,1,1,1,1,1,1,0,1,8,1,320,3,73
5931,1,10,1,1,1,4,1,1,1,1,1307,6,16
5932,0,1,0,0,1,1,1,0,7,1,466,4,36
5933,0,0,4,10,1,1,9,1,1,0,1647,8,33
5934,1,10,1,1,0,8,1,1,0,0,1115,9,5
